Date (UTC),Nuclear,Non-Renewable,Renewable,Day Ahead Auction (AT),Day Ahead Auction (BE),Day Ahead Auction (BG),Day Ahead Auction (CZ),Day Ahead Auction (DE-LU),Day Ahead Auction (DK1),Day Ahead Auction (DK2),Day Ahead Auction (EE),Day Ahead Auction (ES),Day Ahead Auction (FI),Day Ahead Auction (FR),Day Ahead Auction (GR),Day Ahead Auction (HR),Day Ahead Auction (HU),Day Ahead Auction (IE(SEM)),Day Ahead Auction (IT-Calabria),Day Ahead Auction (IT-Centre-North),Day Ahead Auction (IT-Centre-South),Day Ahead Auction (IT-North),Day Ahead Auction (IT-SACOAC),Day Ahead Auction (IT-SACODC),Day Ahead Auction (IT-Sardinia),Day Ahead Auction (IT-Sicily),Day Ahead Auction (IT-South),Day Ahead Auction (LT),Day Ahead Auction (LV),Day Ahead Auction (NL),Day Ahead Auction (PL),Day Ahead Auction (PT),Day Ahead Auction (RO),Day Ahead Auction (SE1),Day Ahead Auction (SE2),Day Ahead Auction (SE3),Day Ahead Auction (SE4),Day Ahead Auction (SI),Day Ahead Auction (SK)
2024-01-08T17:00+00:00,83886.9,147147.34,140719.7,129.99,129.99,129.99,130,130.01,130.01,130.01,130.01,129.99,130.01,129.99,129.99,130,130,143,129.99,129.99,129.99,129.99,129.99,129.99,129.99,129.99,129.99,130.01,130.01,125.08,130.01,129.99,129.99,47.14,47.14,130.01,130.01,130,130
2024-01-08T18:00+00:00,83894.16,146777.65,140070.6,121.85,121.85,122.01,122.06,122.12,122.12,122.12,122.12,130,122.12,122.01,122.01,122.02,122.03,130.93,122.01,122.01,122.01,122.01,122.01,122.01,122.01,122.01,122.01,122.12,122.12,111.9,124.24,130,122.01,46.82,46.82,122.12,122.12,122.01,122.05
2024-01-08T19:00+00:00,83908.95,143518.86,137838.42,114.18,114.16,114.18,114.19,114.21,114.21,114.21,114.21,133.28,114.21,114.16,114.18,114.18,114.19,114.31,114.18,114.18,114.18,114.18,114.18,114.18,114.18,114.18,114.18,114.21,114.21,100.1,114.21,133.28,114.18,46.76,46.76,114.21,114.21,114.18,114.19
2024-01-08T20:00+00:00,83928.61,137895.22,133202.89,102.77,102.48,102.79,102.8,102.83,102.83,102.83,102.83,129.47,99.85,102.62,102.79,102.78,102.79,100,107.46,107.46,107.46,107.46,107.46,107.46,107.46,107.46,107.46,102.83,102.83,91,102.83,129.47,102.79,47.87,47.87,99.85,102.83,102.77,102.8
2024-01-08T21:00+00:00,83938.51,128656.86,126795.58,99.94,99.75,99.95,99.96,99.98,99.98,99.98,99.98,115.42,81.5,99.84,99.96,99.95,99.96,95.64,102.9,102.9,102.9,102.9,102.9,102.9,102.9,102.9,102.9,99.98,99.98,92,99.98,115.42,99.95,48.23,48.23,97.08,99.98,99.94,99.96
2024-01-08T22:00+00:00,83963.17,120559.08,122145.09,91.49,91.49,91.49,91.49,91.49,91.49,91.49,91.49,107.98,49.99,91.49,91.75,91.49,91.49,88.11,91.75,91.75,91.75,91.75,91.75,91.75,91.75,91.75,91.75,91.49,91.49,91.49,91.49,107.98,91.49,47.65,47.65,88.83,91.49,91.49,91.49
2024-01-08T23:00+00:00,83974.04,112646.37,115763.3,87.36,84.51,87.53,87.67,88.16,88.16,88.16,87.82,98.92,27.71,85.83,87.53,87.41,87.55,86.11,87.53,87.53,87.53,87.53,87.53,87.53,87.53,87.53,87.53,87.82,87.82,80.95,87.82,98.92,87.53,27.71,27.71,85.43,87.82,87.33,87.62
2024-01-09T00:00+00:00,84048.77,108968.05,112110.78,86.22,83.29,86.18,86.54,87.04,87.04,87.04,86.69,100,26.73,84.65,86.18,86.24,86.43,86.45,86.18,86.18,86.18,86.18,86.18,86.18,86.18,86.18,86.18,86.69,86.69,79.98,90.68,100,86.18,26.73,26.73,73.92,86.69,86.18,86.5
2024-01-09T01:00+00:00,84045.77,108541.1,110548,85,85,85,85,85,85,85,85,98.43,26.33,85,85.01,85,85,85.18,85,85,85,85,85,85,85,85,85,85,85,85,90.19,98.43,85,26.33,26.33,40.59,85,85,85
2024-01-09T02:00+00:00,84049.33,107789.96,108635.21,84.09,83.89,84.08,84.11,84.14,84.14,84.14,84.13,98.62,26.27,83.98,84.09,84.09,84.1,85.05,84.08,84.08,84.08,84.08,84.08,84.08,84.08,84.08,84.08,84.13,84.13,83.42,90.7,98.62,84.08,26.27,26.27,29.17,84.13,84.08,84.11
2024-01-09T03:00+00:00,84179.48,108449.42,106805.87,85.01,82.45,85.15,85.28,85.72,85.72,85.72,85.41,97.15,26.88,83.63,85.16,85.05,85.17,85.05,84.98,84.98,84.98,84.98,84.98,84.98,84.98,84.98,84.98,85.41,85.41,80.57,91.07,97.15,85.15,26.88,26.88,26.88,85.41,84.98,85.24
2024-01-09T04:00+00:00,84268.38,114127.7,106263.56,89.34,88.29,89.56,89.43,89.28,89.28,89.28,90.12,97.53,38,88.65,89.56,89.43,89.56,85.05,89.34,89.34,89.34,89.34,89.34,89.34,89.34,89.34,89.34,90.12,90.12,85.8,90.12,97.53,89.56,27.95,27.95,40.51,89.28,89.36,89.64
2024-01-09T05:00+00:00,84435.78,129721.22,108416.61,106.76,99.83,107.4,107.7,108.51,108.51,108.51,108.51,102.79,69.58,102.79,107.4,106.99,107.45,85.05,106.76,106.76,106.76,106.76,106.76,106.76,106.76,106.76,106.76,108.51,108.51,83.9,108.51,102.79,107.4,28.26,28.26,88.98,108.51,106.75,107.69
2024-01-09T06:00+00:00,84558.4,148453.78,114265.35,121.29,112.16,122.01,122.48,124.06,124.06,124.06,123.22,108.28,80.72,116.14,122.01,121.51,122.08,87.7,117.98,117.98,117.98,117.98,117.98,117.98,117.98,117.98,117.98,123.22,123.22,91.12,126.32,108.28,122.01,35.16,35.16,94.88,123.22,121.23,122.36
2024-01-09T07:00+00:00,83224.68,156105.18,116560.34,132.63,130.5,132.84,132.89,133.24,133.24,133.25,133.25,122.55,75.43,131.42,132.85,132.71,132.86,110.57,114.22,132.63,132.63,132.63,132.63,132.63,132.63,114.22,132.63,133.25,133.25,125.7,145.55,122.55,132.84,35.91,35.91,129.11,133.25,132.64,132.94
2024-01-09T08:00+00:00,84626.12,161235.27,126959.89,120.85,120.69,120.86,120.87,120.91,120.91,120.91,120.89,120.75,74.5,120.75,120.85,120.85,120.86,118.11,120,120.85,120.85,120.85,120.85,120.85,120.85,120,120.85,120.89,120.89,119.96,154.51,120.75,120.86,35.09,35.09,117.16,120.89,120.85,120.87
2024-01-09T09:00+00:00,84621.27,158952.16,137213.75,112.1,109.08,112.33,112.52,113.19,113.19,113.19,112.78,110.32,81.26,110.32,112.1,112.15,112.36,110.31,112.1,112.1,112.1,112.1,112.1,112.1,112.1,112.1,112.1,112.78,112.78,98,151.91,110.32,112.33,34.4,34.4,109.91,112.78,112.05,112.46
2024-01-09T10:00+00:00,84588.57,155070.28,146267.33,104.74,102.1,104.97,105.14,105.78,105.78,105.78,105.4,107.67,74.73,103.13,104.97,104.8,104.99,101.01,104.97,104.97,104.97,104.97,104.97,104.97,104.97,104.97,104.97,105.4,105.4,90,151.73,107.67,104.97,34.98,34.98,102.5,105.4,104.7,105.09
2024-01-09T11:00+00:00,84585.09,153574.95,147594.22,100.22,92.22,99.68,99.64,100.22,100.22,100.22,100,107.01,71.4,95.39,99.69,99.34,99.68,97.34,100.37,100.37,100.37,100.37,100.37,100.37,100.37,100.37,100.37,100,100,78.8,152.34,107.01,99.68,36.03,36.03,97.11,100,99.16,99.76
2024-01-09T12:00+00:00,84512.24,153473.83,146015.98,100.82,92.11,100.18,100.21,100.82,100.82,100.82,100.6,106.48,79.16,95.77,100.18,99.88,100.26,96.99,100.82,100.82,100.82,100.82,100.82,100.82,100.82,100.82,100.82,100.6,100.6,77.78,150.2,106.48,100.18,36.88,36.88,97.69,100.6,99.7,100.35
2024-01-09T13:00+00:00,84065.68,156150.84,137713.06,110.89,101.19,110.82,110.47,110.89,110.89,112.36,112.36,107.07,84.88,105.16,110,110.3,110.89,98.11,110,110,110,110,110,110,110,110,110,112.36,112.36,85,144.16,107.07,110.82,35.23,35.23,107.45,112.36,110,111.14
2024-01-09T14:00+00:00,84348.07,159981.76,127691.69,118.35,112.35,119.43,119,119.4,119.4,121.09,121.09,114.75,90.11,114.75,114.25,118.85,119.44,106.53,116.55,116.55,116.55,116.55,116.55,116.55,116.55,116.55,116.55,121.09,121.09,99.9,130.7,114.75,119.43,36.08,36.08,115.69,121.09,118.55,119.83
2024-01-09T15:00+00:00,84581.94,162596.05,119558.89,127.36,122.38,128.51,127.84,127.85,127.85,130.99,130.99,124.29,78.03,124.29,127.36,127.92,128.51,122.7,127.36,127.36,127.36,127.36,127.36,127.36,127.36,127.36,127.36,130.99,130.99,112.67,130.99,124.29,128.51,35.77,35.77,123.88,130.99,127.62,128.93
2024-01-09T16:00+00:00,84593.33,165785.2,119943.15,137.71,137.1,137.35,137.79,137.84,137.84,137.95,137.95,137.35,94.99,137.35,137.35,137.69,137.82,141.08,137.35,137.35,137.35,137.35,137.35,137.35,137.35,137.35,137.35,137.95,137.95,135.69,137.95,137.35,137.35,34.84,34.84,133.56,137.95,137.7,137.84
2024-01-09T17:00+00:00,84594.59,166344.04,119786.17,137,136.7,137,137.56,137.8,137.8,137.8,137.72,137,133.53,137,137,137.3,137.46,146.53,137,137,137,137,137,137,137,137,137,137.72,137.72,129.25,137.72,137,137,33.39,33.39,133.53,137.72,137.29,137.52
2024-01-09T18:00+00:00,84610.52,167768.7,117683.84,129.64,129.74,130.05,130.23,130.43,130.43,130.43,130.33,138.95,126.38,130.05,130.05,130.07,130.13,139.1,130.05,130.05,130.05,130.05,130.05,130.05,130.05,130.05,130.05,130.33,130.33,126.3,130.33,138.95,130.05,34.58,34.58,126.38,130.33,130.05,130.18
2024-01-09T19:00+00:00,84781.7,165796.2,113723.81,119.49,116.34,119.81,119.91,120.24,120.24,120.24,117.36,148.01,116.51,117.67,117.67,119.61,119.84,123.21,117.67,117.67,117.67,117.67,117.67,117.67,117.67,117.67,117.67,117.36,117.36,108.82,120.41,148.01,119.81,33.51,33.51,116.51,117.36,119.5,119.96
2024-01-09T20:00+00:00,85138.4,156980.97,108615.38,110.95,105.57,109.18,111.61,111.68,111.68,111.68,109,130,99.96,107.69,109.18,111.03,112.07,105.74,110.99,110.99,110.99,110.99,110.99,110.99,110.99,112,110.99,109,109,93.66,113.92,130,109.18,32.92,32.92,99.96,109,110.99,112.36
2024-01-09T21:00+00:00,85292.81,147462.25,103925.03,105.5,98.4,105.61,105.68,106.18,106.18,106.18,103.63,111.86,89.98,101.83,105.61,105.48,105.62,96.11,105.61,105.61,105.61,105.61,105.61,105.61,105.61,105.61,105.61,103.63,103.63,84.9,105.96,111.86,105.61,31.11,31.11,89.98,103.63,105.42,105.68
2024-01-09T22:00+00:00,85429.52,138233.42,100475.92,96.44,93.69,96.58,96.74,97.09,97.09,97.09,94.76,106.11,50.92,94.84,96.58,96.43,96.61,89.8,103.46,103.46,103.46,103.46,103.46,103.46,103.46,103.46,103.46,94.76,94.76,88,96.94,106.11,96.58,30.33,30.33,50.92,94.76,96.36,96.69
2024-01-09T23:00+00:00,85434.78,129855.83,95754.05,88.61,83,89.16,89.04,89.29,89.29,89.29,87.15,92.33,37.99,85.3,89.16,88.78,89.19,82.5,97.97,97.97,97.97,97.97,97.97,97.97,97.97,97.97,97.97,87.15,87.15,75.54,90.52,92.33,89.16,28.68,28.68,37.99,87.15,88.56,89.44
2024-01-10T00:00+00:00,85496.01,123456.22,92050,86.76,86.76,86.76,86.76,86.76,86.76,86.76,84.67,90.12,34.6,86.76,86.76,86.76,86.76,82,92.9,92.9,92.9,92.9,92.9,92.9,92.9,92.9,92.9,84.67,84.67,86.76,87.82,90.12,86.76,28.52,28.52,34.6,84.67,86.76,86.76
2024-01-10T01:00+00:00,85467.3,121206.16,89013.15,86.73,86.73,86.73,86.73,86.73,86.73,86.73,84.64,87.01,27.99,86.73,86.73,86.73,86.73,82.14,91.29,91.29,91.29,91.29,91.29,91.29,91.29,91.29,91.29,84.64,84.64,86.73,88.65,87.01,86.73,27.99,27.99,27.99,84.64,86.73,86.73
2024-01-10T02:00+00:00,85382.86,120496.83,87965.52,85.71,84.06,85.8,85.89,86.09,86.09,86.09,84.02,85.8,27.4,84.75,85.8,85.71,85.81,80.57,92.2,92.2,92.2,92.2,92.2,92.2,92.2,92.2,92.2,84.02,84.02,81.22,88.55,85.8,85.8,27.4,27.4,27.4,84.02,85.66,85.86
2024-01-10T03:00+00:00,85483.5,120848.78,88232.93,86.9,84.18,87.8,86.95,86.3,86.3,86.3,84.23,85,32.11,85,87.8,87.33,87.78,81.44,91.29,91.29,91.29,91.29,91.29,91.29,91.29,91.29,91.29,84.23,84.23,80.48,90.02,85,87.8,27.36,27.36,32.11,84.23,87.08,88.14
2024-01-10T04:00+00:00,85456.42,127905.86,88612.29,89.9,84.64,91.46,90.05,89.05,89.05,89.05,89.05,86.3,80,86.3,91.46,90.6,91.42,82.89,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,89.05,89.05,77.9,95.25,86.3,91.46,25.85,25.85,80,89.05,90.17,92.03
2024-01-10T05:00+00:00,85337.15,143567.46,93693.57,108.53,99.03,110.59,109.73,108.88,108.88,108.88,114.84,95,82.74,102.6,108.96,109.47,110.57,83,108.96,108.96,108.96,108.96,108.96,108.96,108.96,108.96,108.96,114.84,114.84,79.3,114.84,95,110.59,26.34,26.34,82.74,108.88,108.96,111.24
2024-01-10T06:00+00:00,85363.65,155583.72,101073.86,126.02,115.35,128.79,127,126.29,126.29,129.4,134.87,103.94,96.89,119.26,120,127.37,128.75,86.45,120,120,120,120,120,120,120,120,120,134.87,134.87,96,134.87,103.94,128.79,27.39,27.39,96.89,129.4,126.69,129.67
2024-01-10T07:00+00:00,85481.45,162937.33,109500.04,140.99,138.09,141.62,141.27,141.28,141.28,143,143,121.4,100.03,139.2,139.2,141.29,141.62,113.91,139.2,139.2,139.2,139.2,139.2,139.2,139.2,139.2,139.2,143,143,132.52,143,121.4,141.62,27.69,27.69,136.9,143,141.13,141.83
2024-01-10T08:00+00:00,85427.55,163052.36,117496.5,130.39,130.39,130.39,130.39,130.39,130.39,130.39,130.39,121.4,79.98,130.39,104.56,130.39,130.39,125.65,130.39,130.39,130.39,130.39,130.39,130.39,130.39,130.39,130.39,130.39,130.39,130.39,130.39,121.4,130.39,28.23,28.23,126.35,130.39,130.39,130.39
2024-01-10T09:00+00:00,84080.01,157949.37,123170.37,117.47,116.31,119.17,118.65,118.56,118.56,121.47,121.47,105.38,50.07,117.47,117.47,118.72,119.13,123.96,117.47,117.47,117.47,117.47,117.47,117.47,117.47,117.47,117.47,121.47,121.47,111.21,121.47,105.38,119.17,28.42,28.42,114.88,121.47,118.51,119.49
2024-01-10T10:00+00:00,85421.73,158905.81,131751.25,109.13,109.13,109.13,109.13,109.13,109.13,109.13,109.13,102.97,36.9,109.13,109.13,109.13,109.13,119.71,109.13,109.13,109.13,109.13,109.13,109.13,109.13,109.13,109.13,109.13,109.13,109.13,121.99,102.97,109.13,28.58,28.58,105.97,109.13,109.13,109.13
2024-01-10T11:00+00:00,85386.22,157215.5,130898.77,101.46,99,101.73,101.81,102.21,102.21,102.21,102.21,99.99,32.98,99.99,101.73,101.56,101.75,115.55,104.2,104.2,104.2,104.2,104.2,104.2,104.2,104.2,104.2,102.21,102.21,89.1,121.97,99.99,101.73,28.65,28.65,98.82,102.21,101.47,101.85
2024-01-10T12:00+00:00,85396.47,156980.33,129280.83,105.88,98.8,108.21,106.47,105.61,105.61,108.2,113.34,98.5,27.8,101.25,106.54,107.08,108.15,119,106.54,106.54,106.54,106.54,106.54,106.54,106.54,106.54,106.54,113.34,113.34,87.45,113.34,98.5,108.21,27.8,27.8,91.49,108.2,106.54,108.91
2024-01-10T13:00+00:00,85393.25,158204.32,123495.38,112.71,102.38,115.64,113.64,112.91,112.91,115.68,122.03,94.76,27.43,106.1,110.2,114.18,115.59,122.5,110.2,110.2,110.2,110.2,110.2,110.2,110.2,110.2,110.2,122.03,122.03,84.9,122.03,94.76,115.64,27.43,27.43,94.99,115.68,113.48,116.58
2024-01-10T14:00+00:00,85419.12,161749.81,114447.44,123.8,117.49,125.77,124.39,123.8,123.8,123.8,130.06,94.73,26.87,119.77,119.77,124.8,125.73,127.69,119.77,119.77,119.77,119.77,119.77,119.77,119.77,119.77,119.77,130.06,130.06,106.34,130.06,94.73,125.77,26.87,26.87,99.32,123.8,124.36,126.4
2024-01-10T15:00+00:00,85385.04,165179.16,109301.82,135.05,132.23,136.15,135.22,134.64,134.64,134.64,134.64,99.37,26.32,133.14,133.14,135.61,136.11,141.2,133.14,133.14,133.14,133.14,133.14,133.14,133.14,133.14,133.14,134.64,134.64,127.94,138.64,99.37,136.15,26.32,26.32,122.06,134.64,135.36,136.5
2024-01-10T16:00+00:00,85395.07,168132.23,110762.79,143.79,143.79,143.79,143.79,143.79,143.79,143.79,143.79,102.7,26.54,143.79,143.79,143.79,143.79,155,143.79,143.79,143.79,143.79,143.79,143.79,143.79,143.79,143.79,143.79,143.79,143.79,143.79,102.7,143.79,26.54,26.54,139.19,143.79,143.79,143.79
2024-01-10T17:00+00:00,85385.39,169169.01,109785,140,140,140,140,140,140,140,136.64,111.29,25.94,140,140,140,140,184.83,140,140,140,140,140,140,140,140,140,136.64,136.64,140,140,111.29,140,25.94,25.94,94.92,136.64,140,140
2024-01-10T18:00+00:00,85258.02,169777.34,109328.88,132.15,132.15,132.15,132.15,132.15,132.15,132.15,128.98,121.4,25.39,132.15,132.15,132.15,132.15,158.6,132.15,132.15,132.15,132.15,132.15,132.15,132.15,132.15,132.15,128.98,128.98,132.15,132.15,121.4,132.15,25.39,25.39,42.93,128.98,132.15,132.15
2024-01-10T19:00+00:00,85317.73,165693.61,105605.5,120,120,120,120,120,120,120,117.12,120,25.09,120,120,120,120,129.5,120,120,120,120,120,120,120,120,120,117.12,117.12,120,120,120,120,25.09,25.09,25.09,117.12,120,120
2024-01-10T20:00+00:00,85362.82,157738.37,102628.3,109.13,106.73,109.35,109.5,109.76,109.76,109.76,107.12,107.71,25.32,107.71,109.13,109.2,109.37,115,109.13,109.13,109.13,109.13,109.13,109.13,109.13,109.13,109.13,107.12,107.12,97.3,109.71,107.71,109.35,25.32,25.32,25.32,107.12,109.12,109.46
2024-01-10T21:00+00:00,85297.67,148299.49,98572.37,104.17,99.6,104.86,104.45,104.49,104.49,104.49,83.1,101.32,24.43,101.32,104.86,104.39,104.86,103.8,105.37,105.37,105.37,105.37,105.37,105.37,105.37,105.37,105.37,83.1,83.1,91.3,105.92,101.32,104.86,24.43,24.43,24.43,83.1,104.17,104.86
2024-01-10T22:00+00:00,85328.22,139319.52,95912.43,95.66,90.93,95.83,95.79,96.03,90.9,96.03,30.07,92.68,21.5,92.68,95.83,95.54,95.83,90.59,103.62,103.62,103.62,103.62,103.62,103.62,103.62,103.62,103.62,30.07,30.07,82.31,96.09,92.68,95.83,21.5,21.5,21.5,30.07,95.39,95.83
2024-01-10T23:00+00:00,85367.07,127237.37,93819.13,91.75,91.75,91.75,91.75,91.75,91.75,91.75,83.1,91.75,21.09,91.75,91.75,91.75,91.75,88.96,91.75,91.75,91.75,91.75,91.75,91.75,91.75,91.75,91.75,83.1,83.1,91.75,91.75,91.75,91.75,21.09,21.09,21.09,83.1,91.75,91.75
2024-01-11T00:00+00:00,85408.21,120739.27,93802.01,88.59,88.59,88.59,88.59,88.59,88.59,88.59,74.1,86.18,21.85,88.59,88.59,88.59,88.59,86.34,88.6,88.6,88.6,88.6,88.6,88.6,88.6,88.6,88.6,74.1,74.1,88.59,88.59,86.18,88.59,21.85,21.85,21.85,21.85,88.59,88.59
2024-01-11T01:00+00:00,85417.54,118854.18,93413.15,87.25,87.25,87.25,87.25,87.25,87.25,87.25,24.39,82.1,24.39,87.25,87.25,87.25,87.25,86.84,87.25,87.25,87.25,87.25,87.25,87.25,87.25,87.25,87.25,24.39,24.39,87.25,87.65,82.1,87.25,24.39,24.39,24.39,24.39,87.25,87.25
2024-01-11T02:00+00:00,84996.96,118380.16,93122.24,82.38,82.38,82.38,82.38,82.38,82.38,82.38,40,80,27.01,82.38,82.38,82.38,82.38,84.66,82.38,82.38,82.38,82.38,82.38,82.38,82.38,82.38,82.38,40,40,82.38,87.62,80,82.38,27.01,27.01,27.01,27.01,82.38,82.38
2024-01-11T03:00+00:00,85208.44,119468.98,92247.52,82.1,80.72,82.06,82.12,81.95,81.95,81.95,68.47,79.6,28.77,80.6,82.06,82.03,82.07,84.66,83.61,83.61,83.61,83.61,83.61,83.61,83.61,83.61,83.61,68.47,68.47,81.2,87.69,79.6,82.06,28.77,28.77,28.77,28.77,82.02,82.08
2024-01-11T04:00+00:00,84661.03,124687.03,93803.35,88.69,85.65,90.35,88.98,89.36,89.36,89.36,34.36,81.1,34.36,86.92,90.35,88.91,88.84,86,90.35,90.35,90.35,90.35,90.35,90.35,90.35,90.35,90.35,34.36,34.36,79.6,90.02,81.1,90.35,34.36,34.36,34.36,34.36,88.73,88.83
2024-01-11T05:00+00:00,84674.9,139923.62,97714.84,101.45,97.88,111.57,101.57,102.07,102.07,102.07,99.62,85.91,41.94,99.36,111.57,102.93,101.41,84.66,103.1,103.1,103.1,103.1,103.1,103.1,103.1,103.1,103.1,99.62,99.62,90,107.99,85.91,111.57,41.94,41.94,41.94,99.62,102.01,100.84
2024-01-11T06:00+00:00,84673.82,155530.35,106890.56,116.96,116.87,122,116.82,116.86,116.86,116.86,114.06,102.05,53.51,116.89,116.89,117.71,116.83,92.97,116.89,116.89,116.89,116.89,116.89,116.89,116.89,116.89,116.89,114.06,114.06,116.87,116.53,102.05,122,53.51,53.51,53.51,114.06,117.26,116.47
2024-01-11T07:00+00:00,84640.2,160904.71,116903.38,141,141,141,141,141,141,141,137.62,113.84,69.38,141,141,141,141,128,139.22,141,141,141,141,141,141,139.22,141,137.62,137.62,141,125.98,113.84,141,59.5,59.5,89.99,137.62,141,141
2024-01-11T08:00+00:00,84503.58,160327.43,124806.76,129.16,129.16,129.16,129.16,129.16,129.16,129.16,126.06,110,89.57,129.16,114.67,129.16,129.16,133,129.16,129.16,129.16,129.16,129.16,129.16,129.16,129.16,129.16,126.06,126.06,129.16,124.13,110,129.16,64.2,64.2,125.03,126.06,129.16,129.16
2024-01-11T09:00+00:00,84638.77,157747.96,133706.15,113.65,113.65,113.65,113.65,113.65,113.65,113.65,110.92,97.63,110.01,113.65,103.77,113.65,113.65,126,113.65,113.65,113.65,113.65,113.65,113.65,113.65,113.65,113.65,110.92,110.92,113.65,113.65,97.63,113.65,71.23,71.23,110.01,110.92,113.65,113.65
2024-01-11T10:00+00:00,84630.51,153340.2,140410.19,106.48,106.48,106.48,106.48,106.48,106.48,106.48,103.92,86.18,103.29,106.48,103.86,106.48,106.48,118.08,106.48,106.48,106.48,106.48,106.48,106.48,106.48,106.48,106.48,103.92,103.92,106.48,106.48,86.18,106.48,74.91,74.91,103.29,103.92,106.48,106.48
2024-01-11T11:00+00:00,84653.26,150030.84,140376.79,99.38,99.38,99.38,99.38,99.38,99.38,99.38,97,83.89,96.3,99.38,99.38,99.38,99.38,112.79,99.38,99.38,99.38,99.38,99.38,99.38,99.38,99.38,99.38,97,97,99.38,99.38,83.89,99.38,73.37,73.37,96.3,97,99.38,99.38
2024-01-11T12:00+00:00,84634.42,149492.71,137277.92,99,99,99,99,99,99,99,99,82.18,99,99,99,99,99,113.27,99,99,99,99,99,99,99,99,99,99,99,99,99,82.18,99,73.69,73.69,95.93,99,99,99
2024-01-11T13:00+00:00,84621.9,149878.1,132037.47,105.98,105.98,105.98,105.98,105.98,105.98,105.98,105.98,83,105.98,105.98,105.98,105.98,105.98,113,105.98,105.98,105.98,105.98,105.98,105.98,105.98,105.98,105.98,105.98,105.98,105.98,105.98,83,105.98,73.82,73.82,102.69,105.98,105.98,105.98
2024-01-11T14:00+00:00,84691.22,155143.08,122915.64,117.51,115.38,119.08,117.81,117.96,117.96,117.96,124.1,85,124.1,113.71,119.08,117.68,117.68,123,113.71,113.71,113.71,113.71,113.71,113.71,113.71,113.71,113.71,124.1,124.1,117.31,118.01,85,119.08,71.03,71.03,117.96,117.96,117.48,117.68
2024-01-11T15:00+00:00,84666.76,158788.22,117911.95,133.01,118.57,147.05,133.94,137.35,137.35,137.35,141.86,97.63,141.86,106.55,147.05,138.09,147.05,135.62,120,120,120,120,120,120,120,120,120,141.86,141.86,132.62,128.97,97.63,147.05,62.89,62.89,137.35,137.35,134.83,139.57
2024-01-11T16:00+00:00,84653.68,163126.39,116243.53,147.04,136.43,158.09,148.44,150.09,150.09,150.09,155,118.5,155,126.87,158.09,148.58,149.12,150.4,128.75,128.75,128.75,128.75,128.75,128.75,128.75,128.75,128.75,155,155,147.06,134.35,118.5,158.09,59.44,59.44,150.09,150.09,147.12,147.93
2024-01-11T17:00+00:00,84685.95,166166.39,113360.76,136.8,136.7,142,136.64,136.69,136.69,136.69,200,128.93,200,136.72,142,137.58,136.66,188.3,136.72,136.72,136.72,136.72,136.72,136.72,136.72,136.72,136.72,200,200,136.7,134.42,128.93,142,59.21,59.21,136.69,136.69,137.11,136.27
2024-01-11T18:00+00:00,84443.17,167659.41,113379.54,132.31,132.31,132.31,132.31,132.31,132.31,132.31,145.44,132.31,145.44,132.31,132.31,132.31,132.31,171,132.31,132.31,132.31,132.31,132.31,132.31,132.31,132.31,132.31,145.44,145.44,132.31,132.31,132.31,132.31,54.19,54.19,132.31,132.31,132.31,132.31
2024-01-11T19:00+00:00,83926.8,164226.64,111086.64,117.77,117.9,122,117.24,117.88,117.88,118.95,123.51,117.93,123.51,117.93,122,119.67,122,135.7,117.93,117.93,117.93,117.93,117.93,117.93,117.93,117.93,117.93,123.51,123.51,117.88,118.95,117.93,122,49.58,49.58,117.88,118.95,118.68,119.51
2024-01-11T20:00+00:00,83863.43,155323.37,107945.32,107.19,107.19,107.19,107.19,107.19,107.19,107.19,108.2,108.33,108.2,107.19,107.19,107.19,107.19,113,107.19,107.19,107.19,107.19,107.19,107.19,107.19,107.19,107.19,108.2,108.2,107.19,107.19,108.33,107.19,46.31,46.31,103.76,107.19,107.19,107.19
2024-01-11T21:00+00:00,83946.17,144823.48,102809.48,100,100,105.98,100,100,100,100,100,100,100,100,105.98,100,100,103,105.98,105.98,105.98,105.98,105.98,105.98,105.98,105.98,105.98,100,100,100,114.72,100,100,43.9,43.9,94.49,100,100,100
2024-01-11T22:00+00:00,83958.38,134360.77,99504.9,95.98,91.22,99,96.63,97.22,97.22,97.22,96.97,93.26,96.97,93.26,99,96.12,96.4,94,99,99,99,99,99,99,99,99,99,96.97,96.97,81,107.19,93.26,96.36,42.01,42.01,85.74,96.97,96.01,96.54
2024-01-11T23:00+00:00,83974.09,124457.03,96459.62,90.42,87.92,92.99,90.76,91.04,91.04,91.04,90.94,88.98,90.94,88.98,92.99,90.49,90.64,96.19,101.46,101.46,101.46,101.46,101.46,101.46,101.46,101.46,101.46,90.94,90.94,82.12,90.94,88.98,90.62,44.96,44.96,86.53,90.94,90.44,90.72
2024-01-12T00:00+00:00,84005.58,120302.46,93237.28,87.69,85.54,93,87.98,88.22,88.22,88.22,88.13,86.45,88.13,86.45,93,87.75,87.87,94.98,95.64,95.64,95.64,95.64,95.64,95.64,95.64,95.64,95.64,88.13,88.13,80.63,88.13,86.45,87.86,45.08,45.08,83.3,86.11,87.7,87.94
