Date (UTC),Nuclear,Non-Renewable,Renewable,Day Ahead Auction (AT),Day Ahead Auction (BE),Day Ahead Auction (BG),Day Ahead Auction (CZ),Day Ahead Auction (DE-LU),Day Ahead Auction (DK1),Day Ahead Auction (DK2),Day Ahead Auction (EE),Day Ahead Auction (ES),Day Ahead Auction (FI),Day Ahead Auction (FR),Day Ahead Auction (GR),Day Ahead Auction (HR),Day Ahead Auction (HU),Day Ahead Auction (IE(SEM)),Day Ahead Auction (IT-Calabria),Day Ahead Auction (IT-Centre-North),Day Ahead Auction (IT-Centre-South),Day Ahead Auction (IT-North),Day Ahead Auction (IT-SACOAC),Day Ahead Auction (IT-SACODC),Day Ahead Auction (IT-Sardinia),Day Ahead Auction (IT-Sicily),Day Ahead Auction (IT-South),Day Ahead Auction (LT),Day Ahead Auction (LV),Day Ahead Auction (NL),Day Ahead Auction (PL),Day Ahead Auction (PT),Day Ahead Auction (RO),Day Ahead Auction (SE1),Day Ahead Auction (SE2),Day Ahead Auction (SE3),Day Ahead Auction (SE4),Day Ahead Auction (SI),Day Ahead Auction (SK)
2024-01-01T12:00+00:00,71672.25,53998.52,157484.55,2.58,2,3.24,2.53,1.96,44.29,44.29,61.14,2.06,61.14,2.06,3.24,2.94,3.22,125.58,98.16,98.16,98.16,98.16,98.16,98.16,98.16,98.16,98.16,61.14,61.14,1.97,79.79,2.06,3.24,44.29,44.29,44.29,44.29,2.83,3.44
2024-01-01T13:00+00:00,71493.79,54559.16,152840.03,5.29,1.35,9.85,4.89,1.04,46.24,46.24,60.34,1.73,60.34,1.73,65.1,7.86,9.73,118.72,98.17,98.17,98.17,98.17,98.17,98.17,98.17,98.17,98.17,60.34,60.34,1.13,82.68,1.73,9.85,46.24,46.24,46.24,46.24,7.04,11.18
2024-01-01T14:00+00:00,71806.61,55959.05,146625.97,22.22,4.13,39.22,24.04,3.66,50.61,50.61,77.56,5.72,77.56,5.72,96.91,31.9,38.66,106.43,105.54,105.54,105.54,105.54,105.54,105.54,105.54,105.54,105.54,77.56,77.56,3.19,77.56,5.72,39.22,50.61,50.61,50.61,50.61,28.49,43.85
2024-01-01T15:00+00:00,73058.4,58654.9,140627.44,47.61,27.96,53.13,49.26,43.06,59.47,59.47,68.4,18.49,68.4,18.49,97.44,49.32,53.17,100,110,110,110,110,110,110,110,110,110,68.4,68.4,40,75.46,18.49,53.13,59.47,59.47,59.47,59.47,47.48,55.61
2024-01-01T16:00+00:00,75718.56,61409.68,138689.27,56.53,50.37,61.37,57.21,49.93,64.99,64.99,74.16,37,74.16,37,94,58.44,61.26,115,120.04,120.04,120.04,120.04,120.04,120.04,120.04,120.04,120.04,74.16,74.16,84.46,74.16,37,61.37,64.99,64.99,64.99,64.99,57.11,63.03
2024-01-01T17:00+00:00,78307.67,61690.07,136355.81,59.06,53.76,60.67,59.85,58,61.74,61.74,65.01,47.5,65.01,47.5,98.58,59.47,60.7,125,131.5,131.5,131.5,131.5,131.5,131.5,131.5,131.5,131.5,65.01,65.01,61.74,74.16,47.5,60.67,61.74,61.74,61.74,61.74,58.91,61.39
2024-01-01T18:00+00:00,78931.96,61069.49,138263.23,55.01,56.77,65,54.76,54.25,61.27,55.07,55.91,54.97,55.91,54.97,101.03,54.96,54.94,102.53,132,132,132,132,132,132,132,132,132,55.91,55.91,61.27,75.61,54.97,54.96,55.07,55.07,55.07,55.07,54.97,54.94
2024-01-01T19:00+00:00,78671.38,60637.88,139472.56,48.76,51.4,50.01,48.41,48.01,59.97,48.01,48.15,60.9,48.15,48.61,105.72,48.57,48.47,85.61,127.75,127.75,127.75,127.75,127.75,127.75,127.75,127.75,127.75,48.15,48.15,59.97,86.1,60.9,48.47,48.01,48.01,48.01,48.01,48.61,48.4
2024-01-01T20:00+00:00,77953.87,58890.59,137896.31,41.36,35.39,50.01,42.27,42.95,54.92,44.01,64.94,60,64.94,24.88,101.06,44.56,40.6,74.12,113.48,113.48,113.48,113.48,113.48,113.48,113.48,113.48,113.48,64.94,64.94,54.92,86.02,60,9.85,44.01,44.01,44.01,44.01,42.15,40.46
2024-01-01T21:00+00:00,77355.34,57339.78,134500.2,45.95,40.74,43,46.32,47.09,47.65,45.2,53.6,47.5,53.6,35.89,103.19,49.91,44.92,65.97,109.18,109.18,109.18,109.18,109.18,109.18,109.18,109.18,109.18,45.2,45.2,47.65,81.21,47.5,9.85,45.2,45.2,45.2,45.2,47.34,44.59
2024-01-01T22:00+00:00,77379.04,55087.5,129942.03,35.55,35.55,35.55,35.55,35.55,35.55,38,43.99,42.09,43.99,35.55,99.05,35.55,35.55,40.7,107.2,107.2,107.2,107.2,107.2,107.2,107.2,107.2,107.2,38,38,35.55,77.26,42.09,35.55,38,38,38,38,35.55,35.55
2024-01-01T23:00+00:00,76475.84,52339.24,126521.3,29.22,23.92,29.38,30.07,30.59,30.59,38,55.5,37.8,55.5,19.49,55,28.88,29.48,30,105.49,105.49,105.49,105.49,105.49,105.49,105.49,105.49,105.49,38,38,29.39,82.35,37.8,29.38,38,38,38,38,28.59,29.71
2024-01-02T00:00+00:00,75733.67,50690.74,123873.02,19.58,17.7,19.64,19.89,20.07,20.07,33.56,49.94,25,49.94,16.12,90.09,19.46,19.67,28.39,90.09,90.09,90.09,90.09,90.09,90.09,90.09,90.09,90.09,33.56,33.56,19.6,81.39,25.61,19.64,33.56,33.56,33.56,33.56,19.36,19.76
2024-01-02T01:00+00:00,75981.9,51136.61,121847.72,27.57,12.39,27.65,29.6,31.03,31.03,32.03,47.26,3.99,47.26,0.06,84.27,26.23,27.92,35,84.27,84.27,84.27,84.27,84.27,84.27,84.27,84.27,84.27,32.03,32.03,27.33,81.04,20.61,27.65,32.03,32.03,32.03,32.03,25.45,28.56
2024-01-02T02:00+00:00,74596.3,52147.83,120483.79,15.67,7.35,16.38,17.54,18.39,18.39,32.29,53.5,14,53.5,0.02,40.82,15.55,16.54,44.82,84.27,84.27,84.27,84.27,84.27,84.27,84.27,84.27,84.27,53.5,53.5,16.2,81.46,14.54,16.38,32.29,32.29,32.29,32.29,15.07,16.92
2024-01-02T03:00+00:00,72409.55,53270.05,122993.34,9.69,4.19,9.85,10.55,11.08,11.08,36.7,76.48,10,76.48,0.01,84.27,9.34,9.95,51.87,84.27,84.27,84.27,84.27,84.27,84.27,84.27,84.27,84.27,76.48,76.48,9.5,90.75,13.21,9.85,36.7,36.7,36.7,36.7,9.06,10.17
2024-01-02T04:00+00:00,72163.99,56173.94,126314.99,27.59,4.75,65.02,28.22,13.78,13.78,41.72,180.05,14.54,180.05,0.09,100,32.31,38.51,68.94,100,100,100,100,100,100,100,100,100,180.05,180.05,11.2,91.67,14.54,38.77,41.72,41.72,41.72,41.72,29.45,42.27
2024-01-02T05:00+00:00,72767.99,62679.96,132606.87,45.09,31.59,108.28,47.13,47.63,47.63,49.18,250.01,36.29,250.01,20.74,108.28,44.49,46.22,90,108.28,108.28,108.28,108.28,108.28,108.28,108.28,108.28,108.28,110.09,110.09,44.43,91.78,36.29,46,49.18,49.18,49.18,49.18,43.69,46.94
2024-01-02T06:00+00:00,77049.02,68247.2,141847.83,65.89,49.96,113.85,65.43,58.1,58.1,58.75,483.08,44.7,483.08,44.7,113.85,69.28,73.84,110,113.85,113.85,113.85,113.85,113.85,113.85,113.85,113.85,113.85,483.08,483.08,56.56,94.89,44.7,73.93,58.75,58.75,58.75,58.75,67.3,76.73
2024-01-02T07:00+00:00,78900.47,71902.32,151773.19,70.99,58.46,107.42,71.3,65.67,65.67,65.67,300.07,53.78,300.07,53.78,107.42,74.26,77.86,121.02,126.9,126.9,126.9,126.9,126.9,126.9,126.9,126.9,126.9,250.03,250.03,64.28,94.23,53.78,77.9,65.67,65.67,65.67,65.67,72.6,80.12
2024-01-02T08:00+00:00,79096.28,72750.24,158191.64,69.95,59.05,76.35,70.16,64.73,64.73,66.11,250.01,54.23,250.01,54.23,76.36,72.95,76.31,140.4,119.5,119.5,119.5,119.5,119.5,119.5,119.5,119.5,119.5,120,120,66.12,91.74,54.23,76.35,66.11,66.11,66.11,66.11,71.49,78.46
2024-01-02T09:00+00:00,79421.02,71170.17,166057.09,70.63,68.65,75.6,71.77,68.98,68.98,68.98,241.94,50,241.94,50,75.6,72.61,75.65,150,110.6,110.6,110.6,110.6,110.6,110.6,110.6,110.6,110.6,110.02,110.02,70.6,87.51,50,75.6,68.98,68.98,68.98,68.98,71.29,77.51
2024-01-02T10:00+00:00,80028.94,70924.03,169984.07,73.97,74.18,77.87,75.33,73.54,73.54,73.54,159.47,52.2,159.47,52.2,77.87,75.33,78,135.7,108.28,108.28,108.28,108.28,108.28,108.28,108.28,108.28,108.28,98.1,98.1,78.8,87.38,52.2,77.87,73.54,73.54,73.54,73.54,74.15,79.66
2024-01-02T11:00+00:00,80216.72,71358.64,171224.28,77.85,65.02,80.27,79.71,78.16,78.16,78.16,149.99,45,149.99,45,80.27,77.84,80.54,119.66,105.88,105.88,105.88,105.88,105.88,105.88,105.88,105.88,105.88,128.1,128.1,99.9,87.39,45,80.27,78.16,78.16,78.16,78.16,76.63,81.93
2024-01-02T12:00+00:00,80202.72,71851.55,172223.36,78.6,64.71,81.27,80.61,78.87,78.87,78.87,149.99,43,149.99,43,81.27,78.61,81.55,115,100.15,100.15,100.15,100.15,100.15,100.15,100.15,100.15,100.15,100.1,100.1,102.5,89.07,43,81.27,78.87,78.87,78.87,78.87,77.3,83.02
2024-01-02T13:00+00:00,80269.81,74275.8,170120.55,80.4,66.74,85.03,82.18,79.24,79.24,79.24,165.8,43,165.8,43,95.12,80.8,84.21,109,108.28,108.28,108.28,108.28,108.28,108.28,108.28,108.28,108.28,100.09,100.09,110.6,94.14,43,83.94,79.24,79.24,79.24,79.24,79.32,85.98
2024-01-02T14:00+00:00,80272.4,75947.68,167229.34,81,64.43,102.56,83.04,79.96,79.96,79.96,250.02,40.99,250.02,40.99,102.56,81.86,85.59,99,110,110,110,110,110,110,110,110,110,97.14,97.14,105.7,97.14,40.99,85.31,79.96,79.96,79.96,79.96,80.06,87.67
2024-01-02T15:00+00:00,80310,77812.83,166083.44,83.56,65.04,87.85,85.91,83.46,81.46,81.46,226.21,43.66,226.21,43.66,102.38,84.43,88.12,95.73,112.8,112.8,112.8,112.8,112.8,112.8,112.8,112.8,112.8,99.25,99.25,100.7,99.25,43.66,87.85,81.46,81.46,81.46,81.46,82.61,90.19
2024-01-02T16:00+00:00,80811.25,78630.88,167165.71,82.96,73.85,86.04,84.07,80.92,80.92,80.92,196.9,52.2,196.9,52.2,103.32,83.57,86.21,110,129.99,129.99,129.99,129.99,129.99,129.99,129.99,129.99,129.99,94.89,94.89,118.93,94.89,52.2,86.04,80.92,80.92,80.92,80.92,82.12,87.77
2024-01-02T17:00+00:00,80793.58,79824.3,168257.27,77.28,66.62,81.49,78.11,74.95,74.95,74.95,250.01,57.77,250.01,57.77,103.58,79.04,81.53,125.63,130,130,130,130,130,130,130,130,130,91.7,91.7,81.3,91.7,57.77,81.49,74.95,74.95,74.95,74.95,77.66,83.15
2024-01-02T18:00+00:00,80842.11,76743.55,172422.43,68.93,64.36,75.17,68.82,63.18,63.18,63.18,196.91,62.45,196.91,62.45,106.06,72.64,75.01,115,124.29,124.29,124.29,124.29,124.29,124.29,124.29,124.29,124.29,88.52,88.52,70.1,88.52,62.45,75.17,63.18,63.18,63.18,63.18,71.3,76.81
2024-01-02T19:00+00:00,81044.32,73655.15,172981.17,58.85,60,65.01,58.56,57.11,57.11,57.11,105.7,58,105.7,58,104.96,59.51,59.91,101.43,111.26,111.26,111.26,111.26,111.26,111.26,111.26,111.26,111.26,100.06,100.06,66.7,87.37,58,59.95,57.11,57.11,57.11,57.11,59.29,60.22
2024-01-02T20:00+00:00,80974.25,69412.64,171077.73,47.84,49.5,65.01,47.61,46.89,46.89,48.04,149.52,52.83,149.52,47.9,102.2,47.93,47.98,97.09,108.28,108.28,108.28,108.28,108.28,108.28,108.28,108.28,108.28,100.02,100.02,54.9,87.94,52.83,47.99,48.04,48.04,48.04,48.04,47.9,48.02
2024-01-02T21:00+00:00,79971.67,64841.76,166269.86,41.05,44.19,101.97,40.62,40,40,40,90.38,46.26,90.38,41.67,101.97,41.06,41.04,87.16,106,106,106,106,106,106,106,106,106,40.99,40.99,53.18,91.82,46.26,41.04,40.99,40.99,40.99,40.99,41.08,40.93
2024-01-02T22:00+00:00,79328.47,59642.48,163191.93,20.42,26.83,92.41,17.77,7.43,21.81,30,86.69,40.1,86.69,21.42,92.41,25.48,25.48,76.9,92.41,92.41,92.41,92.41,92.41,92.41,92.41,92.41,92.41,38.35,38.35,54.9,83.49,40.1,37.54,38.35,38.35,38.35,38.35,23.38,25.28
2024-01-02T23:00+00:00,78045.07,54106.08,157230.77,11.43,0,19.44,11.81,-0.08,1.04,20,49.08,6.8,49.08,1.29,82.5,15.45,19.2,77.41,82.5,82.5,82.5,82.5,82.5,82.5,82.5,82.5,82.5,49.08,49.08,-0.39,70.97,6.8,19.44,40.8,40.8,40.8,40.8,13.45,21.93
2024-01-03T00:00+00:00,78006.48,52618.32,154873.81,10.2,-1.23,18.16,10.64,-1.23,-0.01,15.87,56.76,3.2,56.76,0.1,70.1,14.21,17.93,81.12,70.1,70.1,70.1,70.1,70.1,70.1,70.1,70.1,70.1,49.06,49.06,-1.61,70.3,3.2,18.16,39.21,39.21,39.21,39.21,12.21,20.69
2024-01-03T01:00+00:00,77203.41,52043.93,152754.4,9.65,-1.26,17.26,10.09,-1.3,0,15.88,56.11,3.2,56.11,-0.01,50.21,13.58,17.04,79.58,50.21,50.21,50.21,50.21,50.21,50.21,50.21,50.21,50.21,49.05,49.05,-1.39,69.23,3.2,17.26,37.36,37.36,37.36,37.36,11.57,19.77
2024-01-03T02:00+00:00,76627.87,50971.56,149206.76,9.4,-1.31,16.83,9.76,-1.31,-0.01,15.88,57.96,3.2,57.96,-0.05,40,13.33,16.62,78.41,40,40,40,40,40,40,40,40,40,49.05,49.05,-1.31,68.84,3.2,16.83,36.17,36.17,36.17,36.17,11.3,19.08
2024-01-03T03:00+00:00,76414.7,51261.82,148960.81,9.96,-1.39,17.84,10.42,-1.31,0,15.94,70.17,3.2,70.17,-0.05,50,14.01,17.58,78.78,50,50,50,50,50,50,50,50,50,49.07,49.07,-1.39,69.48,3.2,17.84,38.21,38.21,38.21,38.21,11.94,20.47
2024-01-03T04:00+00:00,75964.34,53490.67,151569.83,10.6,-1.26,20.03,11.72,-1.38,0.02,20.04,86.7,2.21,86.7,0.1,75,15.72,19.71,76.9,75,75,75,75,75,75,75,75,75,86.7,86.7,-1.95,70.39,2.21,20.03,42.58,42.58,42.58,42.58,13.41,22.82
2024-01-03T05:00+00:00,76333.01,58045.91,165113.05,21.92,2.58,65.01,36.04,1.09,1.09,49.44,118.79,4.78,118.79,4.78,95.46,29.1,34.36,89.85,95.46,95.46,95.46,95.46,95.46,95.46,95.46,95.46,95.46,95.05,95.05,1.05,91.04,4.78,34.1,49.44,49.44,49.44,49.44,26.52,37.74
2024-01-03T06:00+00:00,78217.49,64248.42,173714.15,43.27,40.8,75.12,43.58,40.59,40.59,53.53,131.51,45.42,131.51,41.04,107.15,45.07,46.28,110.73,108.28,108.28,108.28,108.28,108.28,108.28,108.28,108.28,108.28,131.51,131.51,40.63,91.67,45.42,46.35,53.53,53.53,53.53,53.53,44.5,47.24
2024-01-03T07:00+00:00,80411.39,68096.91,180069.14,61.92,62.56,101.01,62.66,59.61,59.61,63.48,132.95,61.92,132.95,61.92,101.01,62.4,62.64,108.33,111.8,115.53,115.53,115.53,115.53,115.53,115.53,111.8,111.8,132.95,132.95,68.3,87.37,61.92,62.64,63.48,63.48,63.48,63.48,62.27,62.8
2024-01-03T08:00+00:00,81287.2,69536.9,185540.98,64.35,67.39,65,65.47,60.61,60.61,64.99,128.81,67,128.81,65.06,65,64.83,65.04,132.22,103.58,114.99,114.99,114.99,114.99,114.99,114.99,103.58,103.58,128.81,128.81,75.9,91.74,67,65,64.99,64.99,64.99,64.99,64.74,65.06
2024-01-03T09:00+00:00,81272.38,68893.21,193019.41,59.67,62.92,65.01,60,57,57,60.19,98.93,63.6,98.93,59.67,99.15,59.87,59.95,135.53,99.15,109.3,109.3,109.3,109.3,109.3,109.3,99.15,99.15,98.93,98.93,73.2,91.69,63.6,59.95,60.19,60.19,60.19,60.19,59.82,60
2024-01-03T10:00+00:00,81176.69,67822.76,198637.86,57.08,58.84,65,56.99,54.89,54.89,59.96,129.91,57.1,129.91,56.28,87.25,57.57,57.89,125.94,87.25,108.01,108.01,108.01,108.01,108.01,108.01,87.25,87.25,129.91,129.91,69.2,91.66,58.5,57.93,59.96,59.96,59.96,59.96,57.4,58.12
2024-01-03T11:00+00:00,81266.91,66852.01,201794.9,55.85,55.94,65,55.99,53.89,59.8,59.8,118.79,55,118.79,55,75.33,56.59,57.05,99.82,75.33,94.96,94.96,94.96,94.96,94.96,94.96,75.33,75.33,118.79,118.79,60,91.76,63.6,57.09,59.8,59.8,59.8,59.8,56.34,57.39
2024-01-03T12:00+00:00,81139.79,66444.01,200152.01,55.94,56.18,65.01,56.02,54.42,58.86,58.86,97.05,55.42,97.05,55.42,86.97,56.49,56.82,97.35,86.97,92.4,92.4,92.4,92.4,92.4,92.4,86.97,86.97,97.05,97.05,58.86,91.63,63.35,56.86,58.86,58.86,58.86,58.86,56.31,57.08
2024-01-03T13:00+00:00,81055.46,68576.92,194438.09,61.91,60.91,65.01,62.14,60.86,60.86,64.99,96.19,61,96.19,61,90.96,62.5,62.87,97.82,97.15,97.57,97.57,97.57,97.57,97.57,97.57,97.15,97.15,96.19,96.19,60.86,86.21,63.6,62.9,64.99,64.99,64.99,64.99,62.29,63.14
2024-01-03T14:00+00:00,81315.16,72036.51,184217.11,70.1,68.72,72.23,70.55,67.18,67.18,68.83,119.02,66.03,119.02,66.03,72.23,71.26,72.17,85.83,101.46,106.81,106.81,106.81,106.81,106.81,106.81,101.46,101.46,119.02,119.02,76,85.63,66.03,72.23,68.83,68.83,68.83,68.83,70.76,72.82
2024-01-03T15:00+00:00,81412.77,75605.36,175799.01,76.81,71.56,79.65,77.63,73.59,73.59,73.59,129.91,67.52,129.91,67.52,83.06,78.11,79.61,85.83,108.28,110,110,110,110,110,110,108.28,108.28,129.91,129.91,79,86.51,67.52,79.65,73.59,73.59,73.59,73.59,77.31,80.59
2024-01-03T16:00+00:00,81279.15,79955.58,171112.47,84.3,85.72,84.85,84.23,82.28,82.28,82.28,147.62,89.57,147.62,81.06,90.78,84.48,84.84,100,115.81,115.81,115.81,115.81,115.81,115.81,115.81,115.81,115.81,147.62,147.62,101,86.53,89.57,84.85,82.28,82.28,82.28,82.28,84.3,85.06
2024-01-03T17:00+00:00,81416.66,82056.52,167548.67,85.88,92.38,85.64,85.17,82.97,82.97,82.97,118.8,94.2,118.8,85.07,96.46,85.69,85.61,108.61,115.81,115.81,115.81,115.81,115.81,115.81,115.81,115.81,115.81,118.8,118.8,114.6,85.78,94.2,85.64,82.97,82.97,82.97,82.97,85.72,85.57
2024-01-03T18:00+00:00,81536.02,81822.59,166935.61,82.35,86.07,97.06,81.94,79.03,79.03,79.03,99.12,104.35,99.12,81.66,97.06,82.79,83.09,99.14,115.81,115.81,115.81,115.81,115.81,115.81,115.81,115.81,115.81,95.1,95.1,100,85.43,104.35,83.15,79.03,79.03,79.03,79.03,82.61,83.36
2024-01-03T19:00+00:00,81541.25,78852.44,162426.47,73.23,73.23,73.23,73.23,73.23,73.23,73.23,85.82,113.26,85.82,73.23,96.45,73.23,73.23,91.36,109,109,109,109,109,109,109,109,109,85.82,85.82,73.23,85.62,113.26,73.23,73.23,73.23,73.23,73.23,73.23,73.23
2024-01-03T20:00+00:00,81573.48,74590.11,161154.02,67.41,67.41,67.41,67.41,67.41,67.41,67.41,99.95,113.26,99.95,67.41,103.61,67.41,67.41,91.36,106,106,106,106,106,106,106,106,106,76.38,76.38,67.41,86.45,113.26,67.41,67.41,67.41,67.41,67.41,67.41,67.41
2024-01-03T21:00+00:00,81258.16,69196.37,156525.72,65,65,65,65,65,65,65,86.97,94.2,86.97,65,101.05,65,65,90.66,101.46,101.46,101.46,101.46,101.46,101.46,101.46,101.46,101.46,65,65,65,91.73,94.2,65,65,65,65,65,65,65
2024-01-03T22:00+00:00,80842.45,63047.37,152541.46,58.12,58.12,58.12,58.12,58.12,58.12,58.12,58.4,86.58,58.4,58.12,82.59,58.12,58.12,81,82.59,82.59,82.59,82.59,82.59,82.59,82.59,82.59,82.59,58.12,58.12,58.12,91.66,86.58,58.12,58.12,58.12,58.12,58.12,58.12,58.12
