Date (UTC),Nuclear,Non-Renewable,Renewable,Day Ahead Auction (AT),Day Ahead Auction (BE),Day Ahead Auction (BG),Day Ahead Auction (CZ),Day Ahead Auction (DE-LU),Day Ahead Auction (DK1),Day Ahead Auction (DK2),Day Ahead Auction (EE),Day Ahead Auction (ES),Day Ahead Auction (FI),Day Ahead Auction (FR),Day Ahead Auction (GR),Day Ahead Auction (HR),Day Ahead Auction (HU),Day Ahead Auction (IE(SEM)),Day Ahead Auction (IT-Calabria),Day Ahead Auction (IT-Centre-North),Day Ahead Auction (IT-Centre-South),Day Ahead Auction (IT-North),Day Ahead Auction (IT-SACOAC),Day Ahead Auction (IT-SACODC),Day Ahead Auction (IT-Sardinia),Day Ahead Auction (IT-Sicily),Day Ahead Auction (IT-South),Day Ahead Auction (LT),Day Ahead Auction (LV),Day Ahead Auction (NL),Day Ahead Auction (PL),Day Ahead Auction (PT),Day Ahead Auction (RO),Day Ahead Auction (SE1),Day Ahead Auction (SE2),Day Ahead Auction (SE3),Day Ahead Auction (SE4),Day Ahead Auction (SI),Day Ahead Auction (SK)
2022-01-01T08:00+00:00,75876.46,59924,111425.18,70.05,70.05,43.58,70.05,70.05,70.05,70.05,70.05,70.05,65.48,70.05,43.51,70.05,70.05,0,95,95,95,95,95,95,95,95,95,70.05,70.05,70.05,70.05,70.05,43.51,49.46,49.46,70.05,70.05,70.05,70.05
2022-01-01T09:00+00:00,76286.98,59988.99,120104.02,76.79,76.79,46.03,76.79,76.79,76.79,76.79,76.79,76.79,76.53,76.79,135.8,76.79,76.79,0.01,135.8,135.8,135.8,135.8,135.8,135.8,135.8,135.8,135.8,76.79,76.79,76.79,76.79,76.79,45.96,49.27,49.27,76.79,76.79,76.79,76.79
2022-01-01T10:00+00:00,76890.83,62548.74,124491.68,84.1,84.1,62.54,84.1,84.1,84.1,84.1,84.1,84.1,83.63,84.1,150.7,84.1,84.1,54.1,150.7,150.7,150.7,150.7,150.7,150.7,150.7,150.7,150.7,84.1,84.1,84.1,84.1,84.1,62.44,48.89,48.89,84.1,84.1,84.1,84.1
2022-01-01T11:00+00:00,77307.97,65205.43,126577.5,94.74,94.74,64.54,94.74,94.74,94.74,94.74,94.74,94.74,94.74,94.74,155.72,94.74,94.74,80.7,155.72,155.72,155.72,155.72,155.72,155.72,155.72,155.72,155.72,94.74,94.74,94.74,94.74,94.74,64.44,48.45,48.45,94.74,94.74,94.74,94.74
2022-01-01T12:00+00:00,77348.02,65950.86,124457.02,96.8,96.8,64.06,96.8,96.8,96.8,96.8,96.8,96.8,94.02,96.8,63.96,96.8,96.8,112.47,147.09,147.09,147.09,147.09,147.09,147.09,147.09,147.09,147.09,96.8,96.8,96.8,96.8,96.8,63.96,48.74,48.74,96.8,96.8,96.8,96.8
2022-01-01T13:00+00:00,77525.27,66818.59,118486.21,97.17,97.17,80.06,97.17,97.17,97.17,97.17,97.17,97.8,97.17,97.17,100,97.17,97.17,121,100,100,100,100,100,100,100,100,100,97.17,97.17,97.17,97.17,97.8,79.94,49.06,49.06,97.17,97.17,97.17,97.17
2022-01-01T14:00+00:00,77649.35,69881.65,110478.55,101,95.21,101.15,101,101,101.27,101.27,101.27,98.52,101.27,98.52,155,101,101,123.88,155,155,155,155,155,155,155,155,155,101.27,101.27,101.27,101,98.52,101,49.56,49.56,101.27,101.27,101,101
2022-01-01T15:00+00:00,77818.29,74735.11,106745.83,126.6,111.66,122.04,126.6,126.6,126.6,126.6,126.6,114.5,126.6,114.5,169.78,126.6,126.6,120,169.78,169.78,169.78,169.78,169.78,169.78,169.78,169.78,169.78,126.6,126.6,126.6,126.6,114.5,121.86,50.28,50.28,126.6,126.6,126.6,126.6
2022-01-01T16:00+00:00,78338.63,78330.66,109741.2,149.97,149.97,122.05,149.97,149.97,149.97,149.97,149.97,149.97,149.97,149.97,203.1,149.97,149.97,141.83,203.1,203.1,203.1,203.1,203.1,203.1,203.1,203.1,203.1,149.97,149.97,149.97,149.97,149.97,121.87,50.92,50.92,149.97,149.97,149.97,149.97
2022-01-01T17:00+00:00,78778.08,79722.6,114485.54,146.33,146.33,122.06,146.33,146.33,146.33,146.33,146.33,177.22,146.33,146.33,205.83,146.33,146.33,237.51,205.83,205.83,205.83,205.83,205.83,205.83,205.83,205.83,205.83,146.33,146.33,146.33,146.33,177.22,121.88,49.42,49.42,146.33,146.33,146.33,146.33
2022-01-01T18:00+00:00,78608.06,79896.42,117288.13,140.28,140.28,137.14,140.28,140.28,140.28,140.28,140.28,187.52,140.28,140.28,214.66,140.28,140.28,188.6,214.66,214.66,214.66,214.66,214.66,214.66,214.66,214.66,214.66,140.28,140.28,140.28,140.28,187.52,136.94,48.72,48.72,140.28,140.28,140.28,140.28
2022-01-01T19:00+00:00,78103.07,77785.29,118247.85,121.88,121.88,122.07,121.88,121.88,121.88,121.88,121.88,189.26,121.88,121.88,214.66,121.88,121.88,162,214.66,214.66,214.66,214.66,214.66,214.66,214.66,214.66,214.66,121.88,121.88,121.88,121.88,189.26,121.88,48.28,48.28,121.88,121.88,121.88,121.88
2022-01-01T20:00+00:00,77887.41,75010.57,117360.72,102.61,102.61,102.77,102.61,102.61,102.61,102.61,102.61,190.81,102.61,102.61,203,102.61,102.61,147.3,203,203,203,203,203,203,203,203,203,102.61,102.61,102.61,102.61,190.81,102.61,47.61,47.61,102.61,102.61,102.61,102.61
2022-01-01T21:00+00:00,77827.5,72428.34,114928.92,97.46,97.46,97.61,97.46,97.46,95.12,95.12,97.46,188.39,97.46,97.46,180,97.46,97.46,123.2,180,180,180,180,180,180,180,180,180,97.46,97.46,97.46,97.46,188.39,97.46,47.23,47.23,95.12,95.12,97.46,97.46
2022-01-01T22:00+00:00,77666.02,68124.75,112068.26,85.16,85.16,43.15,85.16,85.16,83.11,83.11,85.16,167.26,85.16,85.16,162.44,85.16,85.16,99,162.44,162.44,162.44,162.44,250,162.44,162.44,162.44,162.44,85.16,85.16,85.16,85.16,167.26,43.08,46.74,46.74,83.11,83.11,85.16,85.16
2022-01-01T23:00+00:00,76211.99,62684.63,106227.87,57.08,57.08,57.12,57.08,57.08,57.08,34.73,57.08,133.21,57.08,57.08,155.72,57.08,57.08,78.91,155.72,148.08,155.72,148.08,155.72,155.72,155.72,155.72,155.72,57.08,57.08,57.08,89.89,133.21,57.08,34.73,34.73,34.73,34.73,57.08,57.08
2022-01-02T00:00+00:00,75540.96,60999.26,104243.97,52.59,52.59,52.62,52.59,52.59,52.59,34.39,55.09,115.87,55.09,52.59,142.85,52.59,52.59,60,142.85,142.85,142.85,142.85,142.85,142.85,142.85,142.85,142.85,55.09,55.09,52.59,80.15,115.87,52.59,34.39,34.39,34.39,34.39,52.59,52.59
2022-01-02T01:00+00:00,75498.63,59874.19,102499.61,48.97,48.97,43.11,48.97,48.97,48.97,34.36,52.82,110.52,52.82,48.97,140.6,48.97,48.97,43.73,140.6,140.6,140.6,140.6,140.6,140.6,140.6,140.6,140.6,52.82,52.82,48.97,62.75,110.52,43.09,34.36,34.36,34.36,34.36,48.97,48.97
2022-01-02T02:00+00:00,73139.04,59439.4,101029.34,34.94,34.94,20.22,34.94,34.94,34.94,34.1,34.94,113,34.94,34.94,59.29,34.94,34.94,14,100,100,100,100,100,100,100,100,100,34.94,34.94,34.94,54.87,113,20.21,34.1,34.1,34.1,34.1,34.94,34.94
2022-01-02T03:00+00:00,72794.24,59811.68,100774.59,29.56,29.56,9.71,29.56,29.56,29.56,29.56,29.56,115.87,29.56,29.56,9.7,29.56,29.56,0,140.6,140.6,140.6,140.6,140.6,140.6,140.6,140.6,140.6,29.56,29.56,29.56,50.5,115.87,9.7,29.56,29.56,29.56,29.56,29.56,29.56
2022-01-02T04:00+00:00,72766.68,60519.31,102591.57,33.97,33.97,9.71,33.97,33.97,33.97,33.97,53.01,110.52,53.01,33.97,9.7,33.97,33.97,-1.31,141.93,141.93,141.93,141.93,141.93,141.93,141.93,141.93,141.93,53.01,53.01,33.97,50.89,110.52,9.7,33.97,33.97,33.97,33.97,33.97,33.97
2022-01-02T05:00+00:00,72701.74,61660.3,104078.34,34.52,34.52,9.71,34.52,34.52,34.52,34.52,34.52,115.87,34.52,34.52,9.7,34.52,34.52,-5,147.09,147.09,147.09,147.09,147.09,147.09,147.09,147.09,147.09,34.52,34.52,34.52,56.15,115.87,9.7,34.52,34.52,34.52,34.52,34.52,34.52
2022-01-02T06:00+00:00,72684.93,63247.63,107201.4,41.8,41.8,24.35,41.8,41.8,41.8,41.8,41.8,129.6,41.8,41.8,24.33,41.8,41.8,-19.6,155.72,152.61,155.72,152.61,155.72,155.72,155.72,155.72,155.72,41.8,41.8,41.8,60.91,129.6,24.33,41.8,41.8,41.8,41.8,41.8,41.8
2022-01-02T07:00+00:00,73545.01,63589.74,114070.79,48.95,48.95,48.98,48.95,48.95,48.95,48.95,48.95,115.87,48.95,48.95,48.95,48.95,48.95,0,152.59,152.59,152.59,152.59,152.59,152.59,152.59,152.59,152.59,48.95,48.95,48.95,65.54,115.87,48.95,48.95,48.95,48.95,48.95,48.95,48.95
2022-01-02T08:00+00:00,74631.3,64818.78,121588.17,60.01,60.01,60.04,60.01,60.01,60.01,60.01,60.01,115.87,60.01,60.01,60.01,60.01,60.01,0,155.72,155.72,155.72,155.72,155.72,155.72,155.72,155.72,155.72,60.01,60.01,60.01,86.18,115.87,60.01,49.33,49.33,60.01,60.01,60.01,60.01
2022-01-02T09:00+00:00,75321.11,66334.28,131810.53,70.09,70.09,70.13,70.09,70.09,70.09,70.09,70.09,113,70.09,70.09,70.09,70.09,70.09,46.1,167.98,167.98,167.98,167.98,167.98,167.98,167.98,167.98,167.98,70.09,70.09,70.09,89.71,113,70.09,49.52,49.52,70.09,70.09,70.09,70.09
2022-01-02T10:00+00:00,76487.31,66753.82,138275.39,66.26,66.26,66.29,66.26,66.26,66.26,66.26,66.26,103.7,66.26,66.26,66.26,66.26,66.26,92.5,175.08,175.08,175.08,175.08,175.08,175.08,175.08,175.08,175.08,66.26,66.26,66.26,91.12,115.87,66.26,50.01,50.01,66.26,66.26,66.26,66.26
2022-01-02T11:00+00:00,77130.28,67865.41,142978.85,64.54,64.54,64.58,64.54,64.54,64.54,64.54,64.54,103.7,64.54,64.54,64.54,64.54,64.54,80.78,189.58,189.58,189.58,189.58,189.58,189.58,189.58,189.58,189.58,64.54,64.54,64.54,91.4,110,64.54,50.9,50.9,64.54,64.54,64.54,64.54
2022-01-02T12:00+00:00,77183.89,68917.29,141376.24,46.96,46.96,73.81,46.96,46.96,46.96,46.96,46.96,110.52,46.96,46.96,73.77,46.96,73.77,89.16,169.69,169.69,169.69,169.69,169.69,169.69,169.69,169.69,169.69,46.96,46.96,46.96,91.44,110.52,73.77,46.96,46.96,46.96,46.96,46.96,46.96
2022-01-02T13:00+00:00,77080.9,69269.08,137873.4,65.19,41.95,134.06,65.19,40.01,49.06,49.06,65.19,115.87,65.19,40.01,133.97,65.19,133.97,85.13,155.72,155.72,155.72,155.72,155.72,155.72,155.72,155.72,155.72,65.19,65.19,49.06,86.25,115.87,133.97,49.06,49.06,49.06,49.06,65.19,65.19
2022-01-02T14:00+00:00,77167.16,69701.35,133846.82,60.07,48.31,158.02,81.09,29.11,74.99,74.99,81.09,109.5,74.99,39.3,167.75,60.07,157.92,96,167.75,167.75,167.75,167.75,167.75,167.75,167.75,167.75,167.75,81.09,81.09,74.99,81.09,109.8,157.92,51.08,51.08,74.99,74.99,60.07,81.09
2022-01-02T15:00+00:00,77547.28,72239.34,132262.86,88.46,51.91,194.33,88.46,32.76,88.15,88.15,88.46,115.87,88.15,40.79,194.21,88.46,194.21,56.83,194.21,194.21,194.21,194.21,194.21,194.21,194.21,194.21,194.21,88.46,88.46,85,88.46,115.87,194.21,51.45,51.45,88.15,88.15,88.46,88.46
2022-01-02T16:00+00:00,78196.67,76708.64,135927.58,95.4,56.04,245.16,95.4,42.97,95.4,95.4,95.4,159.79,95.4,47.91,245,95.4,245,120,245,245,245,245,245,245,245,245,245,95.4,95.4,100,95.4,159.79,245,51.03,51.03,95.4,95.4,95.4,95.4
2022-01-02T17:00+00:00,79296.56,78813.78,139211.97,86.71,69.32,225.33,86.71,60.96,87.84,86.71,86.71,194.25,86.71,65.09,225.19,86.71,225.19,162,225.19,225.19,225.19,225.19,225.19,225.19,225.19,225.19,225.19,86.71,86.71,109.9,86.71,194.25,225.19,51.02,51.02,86.71,86.71,86.71,86.71
2022-01-02T18:00+00:00,79399.94,78775.79,141914.25,71.72,69.5,179.7,71.72,60.94,71.27,71.27,71.72,198,71.27,67.85,216.29,71.72,179.59,133.02,216.29,216.29,216.29,216.29,216.29,216.29,216.29,216.29,216.29,71.72,71.72,99.9,82.14,198,179.59,50.36,50.36,71.27,71.27,71.72,71.72
2022-01-02T19:00+00:00,78625.98,77244.23,139841.7,56.73,62.22,163.84,56.73,54.12,54.12,54.12,56.73,208.38,54.12,62.22,199.64,56.73,163.74,99.74,199.64,199.64,199.64,199.64,199.64,199.64,199.64,240,199.64,56.73,56.73,77,89.38,208.38,163.74,50.02,50.02,54.12,54.12,56.73,56.73
2022-01-02T20:00+00:00,77553.37,74796.96,135263.81,46.16,46.16,113.07,46.16,46.16,46.16,46.16,46.16,209.1,46.16,46.16,178.41,46.16,113,79,178.41,178.41,178.41,178.41,178.41,178.41,178.41,178.41,178.41,46.16,46.16,46.16,73.66,209.1,113,46.16,46.16,46.16,46.16,46.16,46.16
2022-01-02T21:00+00:00,77043.41,71753.25,129836.97,46.29,46.29,46.32,46.29,46.29,46.29,46.29,46.29,191.36,46.29,46.29,154.44,46.29,46.29,88.91,154.44,154.44,154.44,154.44,154.44,154.44,154.44,154.44,154.44,46.29,46.29,46.29,74.28,191.36,46.29,46.29,46.29,46.29,46.29,46.29,46.29
2022-01-02T22:00+00:00,76625.67,68290.83,123035.12,32.93,32.93,32.95,32.93,32.93,32.93,32.93,32.93,178,32.93,32.93,221.56,32.93,32.93,0,144.79,144.79,144.79,144.79,144.79,144.79,144.79,144.79,144.79,32.93,32.93,32.93,57.04,178,32.93,32.93,32.93,32.93,32.93,32.93,32.93
2022-01-02T23:00+00:00,74762.9,66150.84,118861.85,20.89,-0.7,20.89,20.89,0.31,13.2,13.2,20.89,181.5,20.89,2.71,201.59,20.89,20.89,-10.1,127,127,127,127,127,127,127,127,127,20.89,20.89,0.31,21.82,181.5,20.89,20.89,20.89,20.89,20.89,20.89,20.89
2022-01-03T00:00+00:00,73034.23,65839.35,114306.53,9.7,-1.34,9.7,9.7,-0.01,19.92,19.92,19.92,160.72,19.92,1.71,272.18,9.7,9.7,-10,127,127,127,127,127,127,127,127,127,19.92,19.92,-0.01,19.62,160.72,9.7,19.92,19.92,19.92,19.92,9.7,9.7
2022-01-03T01:00+00:00,72259.65,64798.4,112371.77,9.7,-0.99,9.7,9.7,-0.07,19.87,19.87,19.87,154.64,19.87,1.24,272.18,9.7,9.7,-10,84.62,84.62,84.62,84.62,84.62,84.62,84.62,84.62,84.62,19.87,19.87,-0.07,19.62,154.64,9.7,19.87,19.87,19.87,19.87,9.7,9.7
2022-01-03T02:00+00:00,71816.3,64482.49,108038.86,7.07,-1.83,7.07,7.07,-1.05,13.24,13.24,19.82,149.86,19.82,0.06,83.27,7.07,7.07,-18.88,83.27,83.27,83.27,83.27,83.27,83.27,83.27,83.27,83.27,19.82,19.82,-1.05,27.54,149.86,7.07,19.82,19.82,19.82,19.82,7.07,7.07
2022-01-03T03:00+00:00,71638.27,65449.19,110485.39,8.99,-1.72,8.99,8.99,-1,0.1,13.29,20.26,144.49,20.26,0.09,85,8.99,8.99,-25.78,85,85,85,85,85,85,85,85,85,20.26,20.26,-1,49.18,144.49,8.99,20.26,20.26,20.26,20.26,8.99,8.99
2022-01-03T04:00+00:00,72463.28,68390.12,115978.62,15.34,0,15.33,15.34,0.32,0.32,9.24,29.35,148.86,29.35,1.44,84.5,15.34,15.34,-19.7,84.5,84.5,84.5,84.5,84.5,84.5,84.5,84.5,84.5,29.35,29.35,0,76.3,148.86,15.34,29.35,29.35,29.35,29.35,15.34,15.34
2022-01-03T05:00+00:00,74470.17,75956.43,127347.43,61.21,35.22,79.99,80,37.55,37.55,37.55,80,153.77,80,41.11,164.46,162.86,80,0,164.46,164.46,164.46,164.46,164.46,164.46,164.46,164.46,164.46,80,80,35.97,89.98,153.77,80,37.55,37.55,37.55,37.55,162.86,80
2022-01-03T06:00+00:00,78858.26,87222.53,135329.41,89.19,88.5,112.99,102.48,88.76,88.76,88.76,106.87,160.72,106.87,90.54,202.03,202.03,113,4,202.03,202.03,202.03,202.03,202.03,202.03,202.03,202.03,202.03,106.87,106.87,90.34,102.48,160.72,113,48.37,48.37,88.76,88.76,202.03,102.48
2022-01-03T07:00+00:00,80286.46,94505.96,142278.42,131.47,96,141.07,131.47,122.93,122.93,122.93,131.47,189.26,122.93,161.79,212,212,141.08,23.6,212,212,212,212,212,212,212,212,212,131.47,131.47,120,119.24,189.26,141.08,48.48,48.48,122.93,122.93,212,131.47
2022-01-03T08:00+00:00,80359.3,98238.35,149666.97,125.92,70.5,135.52,135.53,110.17,110.17,110.17,135.53,183.54,110.17,180.36,202.03,232,135.53,58.26,232,232,232,232,232,232,232,232,232,135.53,135.53,129.9,114.67,183.54,135.53,48.07,48.07,110.17,110.17,232,135.53
2022-01-03T09:00+00:00,80428.18,98778.72,155108.9,101.02,90.57,135.52,107.46,93.38,93.38,93.38,107.46,160.72,101.99,125.03,201.59,239.51,135.53,82.17,239.51,239.51,239.51,239.51,239.51,239.51,239.51,239.51,239.51,107.46,107.46,119.04,107.46,160.72,135.53,48.18,48.18,93.38,93.38,239.51,107.46
2022-01-03T10:00+00:00,80700.62,99206.13,161336.1,93.63,101.33,120.53,110.08,90.73,90.73,90.73,110.08,152.2,102.38,100.74,201.59,212.22,120.54,102.2,212.22,212.22,212.22,212.22,212.22,212.22,212.22,212.22,212.22,110.08,110.08,119.19,110.08,152.2,120.54,48.2,48.2,90.73,90.73,212.22,110.08
2022-01-03T11:00+00:00,81550.77,99582.64,164546.53,86.43,97.3,135.49,119.78,82.37,82.37,82.37,119.78,148.86,106.06,96.39,202.03,202.03,135.5,112.12,202.03,202.03,202.03,202.03,202.03,202.03,202.03,202.03,202.03,119.78,119.78,120,119.78,148.86,135.5,48.67,48.67,82.37,82.37,202.03,119.78
2022-01-03T12:00+00:00,81710.57,99367.73,162898.05,85.03,96.2,116.99,117,80.9,80.9,80.9,117,142.04,110.07,95.22,199.89,199.89,117,125,199.89,199.89,199.89,199.89,199.89,199.89,199.89,199.89,199.89,117,117,122.62,117,142.04,117,48.3,48.3,80.9,80.9,199.89,117
2022-01-03T13:00+00:00,81890.08,99926.81,158797.22,87.23,100.73,129.98,111.57,80.99,80.99,80.99,111.57,127.38,101.97,102.67,207.16,207.16,130,134,207.16,207.16,207.16,207.16,207.16,207.16,207.16,207.16,207.16,111.57,111.57,138.18,111.57,127.38,130,47.99,47.99,80.99,80.99,207.16,111.57
2022-01-03T14:00+00:00,81960.35,101759.23,152591.7,102.38,117.23,180.01,111.39,98.05,98.05,98.05,111.39,112.87,98.05,112.87,230.36,265,180.02,136,265,265,265,265,265,265,265,265,265,111.39,111.39,143.1,111.39,112.87,180.02,47.71,47.71,98.05,98.05,265,111.39
2022-01-03T15:00+00:00,81936.08,106808.43,146934.22,124.51,128.57,180.06,124.51,123.51,120.55,120.55,124.51,126.8,120.55,126.8,202.03,270,180.07,137,270,270,270,270,270,270,270,270,270,124.51,124.51,136,120.27,126.8,180.07,47.1,47.1,120.55,120.55,270,124.51
2022-01-03T16:00+00:00,82073.43,111570.09,146391.05,148.49,148.49,153.43,148.49,148.49,139.57,139.57,148.49,148.49,139.57,148.49,245.55,292.36,153.44,179.49,300,300,300,300,300,300,300,300,300,148.49,148.49,148.49,120.27,148.49,153.44,46.38,46.38,139.57,139.57,292.36,148.49
2022-01-03T17:00+00:00,82163.23,113838.49,146411.53,148.1,162.12,148.09,138,138,134.69,134.69,138,175.06,134.69,175.06,252.79,265.43,148.1,251.91,300,300,300,300,300,300,300,382.14,300,138,138,214,120.27,175.06,148.1,45.7,45.7,134.69,134.69,265.43,138
2022-01-03T18:00+00:00,82239.89,114120.74,144149.28,133.51,123.91,135.53,117.64,117.64,114.82,114.82,117.64,180,114.82,180,234.7,240.1,135.54,220.92,275,275,275,275,275,275,275,382.14,275,117.64,117.64,192,117.64,180,135.54,45.2,45.2,114.82,114.82,240.1,117.64
2022-01-03T19:00+00:00,82123.7,110891.69,135988.22,125,120.7,124.99,117.71,117.71,117.71,92.91,117.71,153.77,92.91,146.43,176.6,221.16,125,184.08,221.16,221.16,221.16,221.16,221.16,221.16,221.16,382.14,221.16,117.71,117.71,149.8,117.61,153.77,125,43.84,43.84,92.91,92.91,221.16,117.71
2022-01-03T20:00+00:00,81841.97,105441.04,129400.78,98.9,111.01,98.9,95.95,95.95,95.95,72.39,95.95,141.94,72.39,105.71,199.08,199.08,98.9,154.56,199.08,199.08,199.08,199.08,199.08,199.08,199.08,199.08,199.08,95.95,95.95,144.22,95.95,141.94,98.9,42.57,42.57,72.39,72.39,199.08,95.95
2022-01-03T21:00+00:00,81479.43,99199.53,124791.64,108.44,119.97,108.43,105.68,105.68,105.68,39.45,105.68,114.11,49.3,114.11,170,159.56,108.44,149.44,170,170,170,170,170,170,170,170,170,105.68,105.68,130,105.68,114.11,108.44,39.45,39.45,39.45,39.45,159.56,105.68
2022-01-03T22:00+00:00,81466.43,91935.7,119685.26,96.93,103.93,96.92,95.26,95.26,95.26,34.4,95.26,100.36,34.4,100.36,195,96.93,96.93,120.24,161.01,161.01,161.01,161.01,161.01,161.01,161.01,161.01,161.01,95.26,95.26,110,95.26,100.36,96.93,34.4,34.4,34.4,34.4,96.93,95.26
