Date (UTC),Nuclear,Non-Renewable,Renewable,Day Ahead Auction (AT),Day Ahead Auction (BE),Day Ahead Auction (BG),Day Ahead Auction (CZ),Day Ahead Auction (DE-LU),Day Ahead Auction (DK1),Day Ahead Auction (DK2),Day Ahead Auction (EE),Day Ahead Auction (ES),Day Ahead Auction (FI),Day Ahead Auction (FR),Day Ahead Auction (GR),Day Ahead Auction (HR),Day Ahead Auction (HU),Day Ahead Auction (IE(SEM)),Day Ahead Auction (IT-Calabria),Day Ahead Auction (IT-Centre-North),Day Ahead Auction (IT-Centre-South),Day Ahead Auction (IT-North),Day Ahead Auction (IT-SACOAC),Day Ahead Auction (IT-SACODC),Day Ahead Auction (IT-Sardinia),Day Ahead Auction (IT-Sicily),Day Ahead Auction (IT-South),Day Ahead Auction (LT),Day Ahead Auction (LV),Day Ahead Auction (NL),Day Ahead Auction (PL),Day Ahead Auction (PT),Day Ahead Auction (RO),Day Ahead Auction (SE1),Day Ahead Auction (SE2),Day Ahead Auction (SE3),Day Ahead Auction (SE4),Day Ahead Auction (SI),Day Ahead Auction (SK)
2022-04-18T14:00+00:00,62094.35,63005.16,127681.89,82.92,82.92,121.18,82.92,82.92,82.92,82.92,72.9,80,72.9,82.92,266.17,82.92,82.92,96.1,30,30,30,128.08,30,30,30,30,30,72.9,72.9,82.92,83.82,80,121.18,72.9,72.9,72.9,72.9,82.92,82.92
2022-04-18T15:00+00:00,64089,71064.37,117347.82,121.25,121.25,121.25,121.25,121.25,121.25,121.25,81.56,63.15,81.56,121.25,266.17,121.25,121.25,131.1,196.25,196.25,196.25,196.25,196.25,196.25,196.25,196.25,196.25,81.56,81.56,121.25,121.25,63.15,121.25,81.56,81.56,81.56,81.56,121.25,121.25
2022-04-18T16:00+00:00,65480.42,79559.55,101632.8,189.84,189.84,189.84,189.84,189.84,189.84,189.84,82.94,67.8,82.94,189.84,271.85,189.84,189.84,147.06,229.68,229.68,229.68,229.68,229.68,229.68,229.68,229.68,229.68,82.94,82.94,189.84,161.88,67.8,189.84,82.94,82.94,82.94,82.94,189.84,189.84
2022-04-18T17:00+00:00,65962.22,87199.24,88711.66,240.3,240.3,313.51,240.3,240.3,240.3,240.3,160.02,95.9,86.42,240.3,313.51,240.3,313.51,167.59,251.05,251.05,251.05,251.05,251.05,251.05,251.05,251.05,251.05,160.02,160.02,240.3,144.74,95.9,313.51,86.42,86.42,86.42,160.02,240.3,240.3
2022-04-18T18:00+00:00,66439.38,89697.67,83584.63,250.73,250.73,331.36,250.73,250.73,250.73,250.73,160.06,196,82.68,250.73,331.36,255.1,331.36,197.25,255.1,255.1,255.1,255.1,255.1,255.1,255.1,255.1,255.1,160.06,160.06,250.73,176.36,196,331.36,82.68,82.68,82.68,160.06,255.1,250.73
2022-04-18T19:00+00:00,66574.71,91872.58,84719.8,227.09,236.11,266.17,226.6,226.6,226.6,226.6,160.01,219.69,82.9,229.75,266.17,227.09,266.17,213.3,258.18,258.18,258.18,258.18,258.18,258.18,258.18,258.18,258.18,160.01,160.01,250,155.61,219.69,266.17,82.9,82.9,82.9,160.01,227.09,226.6
2022-04-18T20:00+00:00,66407.72,90845.94,81325.14,221.23,221.23,257.32,221.23,221.23,221.23,221.23,71.26,177,71.26,221.23,257.32,221.23,257.32,215,246.57,246.57,246.57,246.57,246.57,246.57,246.57,246.57,246.57,71.26,71.26,221.23,136.87,177,257.32,71.26,71.26,71.26,71.26,221.23,221.23
2022-04-18T21:00+00:00,66549.82,87255.02,76750.13,202,202,225.68,202,202,202,202,64.18,151.02,64.18,202,225.68,202,225.68,190,225.68,225.68,225.68,225.68,225.68,225.68,225.68,225.68,225.68,64.18,64.18,202,123.19,151.02,225.68,64.18,64.18,64.18,64.18,202,202
2022-04-18T22:00+00:00,66452.34,83019.78,72276.81,205,205,205,205,205,205,205,102.65,120,81.88,205,225,205,205,178.28,221.6,221.6,221.6,221.6,221.6,221.6,221.6,221.6,221.6,102.65,102.65,205,106.76,120,205,81.88,81.88,81.88,102.65,205,205
2022-04-18T23:00+00:00,66209.91,80282.28,69536.54,192.98,192.98,192.98,192.98,192.98,192.98,192.98,79.57,92.91,79.57,192.98,225,192.98,192.98,170.9,194.49,194.49,194.49,194.49,194.49,194.49,194.49,194.49,194.49,79.57,79.57,192.98,101.34,92.91,192.98,79.57,79.57,79.57,79.57,192.98,192.98
2022-04-19T00:00+00:00,66184.44,80531.85,67422.36,191.14,191.14,191.14,191.14,191.14,191.14,191.14,79.94,87.85,79.94,191.14,191.15,191.15,191.14,161,191.15,191.15,191.15,191.15,191.15,191.15,191.15,191.15,191.15,79.94,79.94,191.14,99.83,87.85,191.14,79.94,79.94,79.94,79.94,191.15,191.14
2022-04-19T01:00+00:00,66296.73,81192.7,65789.22,190.95,190.95,190.95,190.95,190.95,190.95,190.95,81.33,87.85,81.33,190.95,190.95,190.95,190.95,157.75,190.95,190.95,190.95,190.95,190.95,190.95,190.95,190.95,190.95,81.33,81.33,190.95,102.12,87.85,190.95,81.33,81.33,81.33,81.33,190.95,190.95
2022-04-19T02:00+00:00,66585.16,83775.79,66233.76,190,190,190,190,190,190,190,84.14,87.85,84.14,190,247.47,190,190,154.74,197.59,197.59,197.59,197.59,197.59,197.59,197.59,197.59,197.59,84.14,84.14,190,109.41,87.85,190,84.14,84.14,84.14,84.14,190,190
2022-04-19T03:00+00:00,67113.34,91898.75,68213.98,200.61,200.61,230.11,200.61,200.61,200.61,200.61,119.2,90,92.34,200.61,273.62,200.61,230.11,165.34,226.18,226.18,226.18,226.18,226.18,226.18,226.18,226.18,226.18,119.2,119.2,200.61,119.2,90,230.11,92.34,92.34,92.34,119.2,200.61,200.61
2022-04-19T04:00+00:00,67639.59,101673.73,74801.82,251.27,251.27,253.81,251.27,251.27,251.27,251.27,180.04,135,120.01,251.27,291,261.68,253.81,178.38,261.68,261.68,261.68,261.68,261.68,261.68,261.68,261.68,261.68,180.04,180.04,251.27,180.04,135,253.81,101.28,120.01,120.01,180.04,261.68,251.27
2022-04-19T05:00+00:00,67783.06,108892.03,86066.21,291.43,291.43,296.55,291.43,291.43,291.43,291.43,291.43,155.67,175,291.43,355.15,291.43,296.55,200,291.43,291.43,291.43,291.43,291.43,291.43,291.43,291.43,291.43,291.43,291.43,291.43,148.96,155.67,296.55,114.05,204.7,204.7,291.43,291.43,291.43
2022-04-19T06:00+00:00,68085.48,111249.55,100176.3,295.43,295.43,295.43,295.43,295.43,295.43,295.43,160.05,170.91,160.05,295.43,358.15,295.43,295.43,251.4,295.43,295.43,295.43,295.43,295.43,295.43,295.43,295.43,295.43,295.43,160.05,295.43,172.91,170.91,295.43,118.02,285.98,285.98,295.43,295.43,295.43
2022-04-19T07:00+00:00,67991.02,110268.64,115020.74,255.71,255.71,278.56,255.71,255.71,255.71,255.71,122.87,160.2,122.87,255.71,358.15,255.71,278.56,284.2,255.71,255.71,255.71,255.71,255.71,255.71,255.71,255.71,255.71,249.57,122.87,255.71,166.97,160.2,278.56,119.1,247.53,247.53,249.57,255.71,278.56
2022-04-19T08:00+00:00,67495.81,108058.13,128274.31,235.75,212.53,256.88,235.75,232.54,222.8,232.54,139.95,150,139.95,244.87,318.87,244.87,256.88,290.48,244.87,244.87,244.87,244.87,244.87,244.87,244.87,244.87,244.87,226.96,139.95,222.8,138.57,150,256.88,116.74,199.95,199.95,226.96,244.87,256.88
2022-04-19T09:00+00:00,67260.52,103953.45,137714.18,227.95,195.33,253.51,227.95,207.71,202.04,207.71,97.52,135.4,97.52,216.25,349.15,228.64,253.51,261.69,228.64,228.64,228.64,228.64,228.64,228.64,228.64,228.64,228.64,202.72,97.52,202.04,131.71,135.4,253.51,97.52,97.52,97.52,202.72,228.64,253.51
2022-04-19T10:00+00:00,67250.56,101124.91,143465.81,221.6,174.23,245.42,221.6,193.56,193.56,193.56,88.55,120,88.55,214.09,307.36,221.6,245.42,247.46,221.6,221.6,221.6,221.6,221.6,221.6,221.6,221.6,221.6,200.04,88.55,176.6,131.69,120,245.42,88.55,88.55,88.55,188.92,221.6,245.42
2022-04-19T11:00+00:00,67081.65,99542.35,145045.18,214.98,166.92,241.31,214.98,187.06,187.06,187.06,80.65,106.17,80.65,200.73,251.19,214.98,241.31,232.44,211.33,211.33,211.33,211.33,211.33,211.33,211.33,211.33,211.33,200.03,80.65,177.81,121.97,106.17,241.31,80.65,80.65,80.65,182.57,214.98,241.31
2022-04-19T12:00+00:00,67105.6,98835.69,144537.73,214.93,169.77,224.29,214.93,176.57,176.57,176.57,77.92,89.61,77.92,195.01,224.29,214.93,224.29,209.07,214.93,214.93,214.93,214.93,214.93,214.93,214.93,214.93,214.93,200.02,77.92,159.9,115.48,89.61,224.29,77.92,77.92,77.92,172.33,214.93,224.29
2022-04-19T13:00+00:00,67238.52,98086.69,140560.81,214.64,163.28,226.22,214.64,176.11,176.11,176.11,75.05,75,75.05,196.42,226.22,214.64,226.22,202.67,214.64,214.64,214.64,214.64,214.64,214.64,214.64,214.64,214.64,200.01,75.05,158.66,115.48,75,226.22,75.05,75.05,75.05,171.89,214.64,226.22
2022-04-19T14:00+00:00,67256.59,100034.65,135050.18,214.94,163.29,238.97,214.94,168.94,168.94,168.94,78.42,61,78.42,186.77,266.18,222.71,238.97,197.1,222.71,222.71,222.71,222.71,222.71,222.71,222.71,222.71,222.71,164.88,78.42,158.89,127.69,61,238.97,78.42,78.42,78.42,164.88,222.71,238.97
2022-04-19T15:00+00:00,67193.83,104642.51,126221.03,201.16,190.43,235.1,201.16,193.33,193.33,193.33,84.97,55.11,84.97,196.74,266.18,231.88,235.1,232.6,231.88,231.88,231.88,231.88,231.88,231.88,231.88,231.88,231.88,140.06,84.97,190.43,151.11,55.11,235.1,84.97,84.97,84.97,140.06,231.88,235.1
2022-04-19T16:00+00:00,67212.18,110538.53,116569.38,224.93,224.93,258.97,224.93,224.93,224.93,224.93,115.3,64,90.83,224.93,355.15,244.87,258.97,255,244.87,244.87,244.87,244.87,244.87,244.87,244.87,244.87,244.87,140.08,115.3,224.93,183.48,64,258.97,90.83,90.83,90.83,140.08,244.87,258.97
2022-04-19T17:00+00:00,67605.62,114556.8,106963.5,239.03,239.03,313.46,239.03,239.03,239.03,239.03,115.37,87.85,88.56,239.03,363.15,264.9,313.46,259.2,264.9,264.9,264.9,264.9,264.9,264.9,264.9,264.9,264.9,180,115.37,239.03,225.6,87.85,313.46,88.56,88.56,88.56,180,264.9,239.03
2022-04-19T18:00+00:00,67701.24,116830.38,103472.91,240.01,240.01,329.13,240.01,240.01,240.01,240.01,180.02,149.17,89.13,240.01,355.15,267.88,329.13,248.3,267.88,267.88,267.88,267.88,267.88,267.88,267.88,267.88,267.88,180.02,180.02,240.01,240.01,149.17,329.13,89.13,94.17,94.17,180.02,267.88,240.01
2022-04-19T19:00+00:00,67781,111829.65,102299.53,223.6,223.6,246.65,223.6,223.6,223.6,223.6,140.04,160.2,87.81,223.6,355.15,254.74,246.65,250,254.74,254.74,254.74,254.74,254.74,254.74,254.74,254.74,254.74,140.04,140.04,223.6,220.16,160.2,246.65,87.81,87.81,87.81,140.04,254.74,223.6
2022-04-19T20:00+00:00,67654.94,107574.28,97780.41,200,200,253.24,200,200,200,200,102.68,149.17,84.16,200,273.62,200,253.24,245,235.69,235.69,235.69,235.69,235.69,235.69,235.69,235.69,235.69,102.68,102.68,200,181.52,149.17,253.24,84.16,84.16,84.16,102.68,200,200
2022-04-19T21:00+00:00,67536.43,101463.66,91480.21,184.2,184.2,237.19,184.2,184.2,184.2,184.2,80.07,100,74.24,184.2,271.58,184.2,237.19,190,225.95,225.95,225.95,225.95,225.95,225.95,225.95,225.95,225.95,80.07,80.07,184.2,156.16,100,237.19,74.24,74.24,74.24,74.24,184.2,184.2
2022-04-19T22:00+00:00,67659.92,92342.99,86052.6,191,191,191,191,191,191,191,70.05,125.01,68.48,191,279.14,200.7,191,203.4,200.7,200.7,200.7,200.7,200.7,200.7,200.7,200.7,200.7,70.05,70.05,191,141.57,125.01,191,68.48,68.48,68.48,68.48,200.7,191
2022-04-19T23:00+00:00,67504.23,87092.68,82383.12,189.55,189.55,189.55,189.55,189.55,189.55,189.55,70.02,100,65.52,189.55,279.14,189.84,189.55,187.5,189.84,189.84,189.84,189.84,189.84,189.84,189.84,189.84,189.84,70.02,70.02,189.55,127.1,100,189.55,65.52,65.52,65.52,65.52,189.84,189.55
2022-04-20T00:00+00:00,67586.02,86611.56,80862.52,183.1,183.1,183.1,183.1,183.1,183.1,183.1,65.52,80.11,65.52,183.1,265,183.1,183.1,183.55,183.1,183.1,183.1,183.1,183.1,183.1,183.1,183.1,183.1,65.52,65.52,183.1,128.86,80.11,183.1,65.52,65.52,65.52,65.52,183.1,183.1
2022-04-20T01:00+00:00,67409.27,86407.98,80283.14,183.28,183.28,183.28,183.28,183.28,183.28,183.28,67.26,70.02,67.26,183.28,265,183.28,183.28,179.55,183.28,183.28,183.28,183.28,183.28,183.28,183.28,183.28,183.28,67.26,67.26,183.28,122.97,70.02,183.28,67.26,67.26,67.26,67.26,183.28,183.28
2022-04-20T02:00+00:00,67655.99,87303.26,80042.39,183.38,183.38,183.38,183.38,183.38,183.38,183.38,68.55,76.24,68.55,183.38,279.14,183.38,183.38,178.45,183.38,183.38,183.38,183.38,183.38,183.38,183.38,183.38,183.38,68.55,68.55,183.38,125.69,76.24,183.38,68.55,68.55,68.55,68.55,183.38,183.38
2022-04-20T03:00+00:00,67744.26,90368.71,82469.08,197.96,197.96,222.21,197.96,197.96,197.96,197.96,70.86,86.04,70.86,197.96,279.14,200.92,222.21,178.45,200.92,200.92,200.92,200.92,200.92,200.92,200.92,200.92,200.92,70.86,70.86,197.96,131.95,86.04,222.21,70.86,70.86,70.86,70.86,200.92,197.96
2022-04-20T04:00+00:00,68004.81,101088.49,89402.09,227.24,227.24,252.75,227.24,227.24,227.24,227.24,106.67,95.54,86.65,227.24,349.74,232.8,252.75,201.3,232.8,232.8,232.8,232.8,232.8,232.8,232.8,232.8,232.8,140.01,106.67,227.24,151.02,95.54,252.75,86.65,86.65,86.65,140.01,232.8,252.75
2022-04-20T05:00+00:00,67992.06,109978.44,99963.99,249.92,249.92,295,249.92,249.92,249.92,249.92,115.31,145,109.99,249.92,295,249.92,295,220.68,249.92,249.92,249.92,249.92,249.92,249.92,249.92,249.92,249.92,200.08,115.31,249.92,172.67,145,295,98.68,109.99,109.99,200.08,249.92,295
2022-04-20T06:00+00:00,68108.69,113305.43,110558.85,249.9,249.9,279.14,249.9,249.9,249.9,249.9,100.12,148,100.12,249.9,279.14,249.9,279.14,290,259.5,259.5,259.5,259.5,259.5,259.5,259.5,259.5,259.5,200.06,100.12,249.9,177.52,148,279.14,100.12,109.99,109.99,200.06,249.9,279.14
2022-04-20T07:00+00:00,67924.16,113874.12,123237.28,209.96,209.96,300.04,209.96,209.96,209.96,209.96,97.14,145.58,97.14,209.96,301.48,209.96,300.04,330,301.48,301.48,301.48,301.48,301.48,301.48,301.48,273.88,301.48,124.08,97.14,209.96,124.08,145.58,300.04,97.14,97.14,97.14,124.08,209.96,300.04
2022-04-20T08:00+00:00,67872.77,109252.33,133615.6,193.5,193.5,263.53,193.5,193.5,193.5,193.5,89.95,125.01,89.95,193.5,263.53,193.5,263.53,304.99,263.53,263.53,263.53,263.53,263.53,263.53,263.53,237.69,263.53,89.95,89.95,193.5,111.53,125.01,263.53,89.95,89.95,89.95,89.95,193.5,263.53
2022-04-20T09:00+00:00,67800.39,103898.71,142962.91,190,182.2,250.75,190,188.91,188.91,188.91,79.63,86.04,79.63,192.99,250.75,190,250.75,311,250.75,250.75,250.75,250.75,250.75,250.75,250.75,234.69,250.75,79.63,79.63,185.71,111.65,86.04,250.75,79.63,79.63,79.63,79.63,190,250.75
2022-04-20T10:00+00:00,67102.97,101033.79,147905.84,201.93,138.25,236.05,201.93,175.87,175.87,175.87,72.79,69.39,72.79,200,236.05,201.93,236.05,268.21,236.05,236.05,236.05,236.05,236.05,236.05,236.05,234.69,236.05,72.79,72.79,157.5,111.65,69.39,236.05,72.79,72.79,72.79,72.79,201.93,236.05
2022-04-20T11:00+00:00,66169.48,101094.62,148929.28,201.92,143.2,230,201.92,168.37,168.37,168.37,69.31,60.24,69.31,185.47,233.59,201.92,230,215,233.59,233.59,233.59,233.59,233.59,233.59,233.59,234.69,233.59,69.31,69.31,156.75,111.83,60.24,230,69.31,69.31,69.31,69.31,201.92,230
2022-04-20T12:00+00:00,65921.2,98899,145939.12,198.95,135.08,205.07,198.95,158.9,158.9,158.9,69.33,38.08,69.33,175.6,205.07,236.06,205.07,182.28,236.06,236.06,236.06,236.06,236.06,236.06,236.06,234.69,236.06,69.33,69.33,147.83,116.04,38.08,205.07,69.33,69.33,69.33,69.33,236.06,205.07
2022-04-20T13:00+00:00,65847.63,99414.32,142048.99,175,165,234,175,171.95,171.95,171.95,68.93,8.99,68.93,176.31,234,237.19,234,178.33,237.19,237.19,237.19,237.19,237.19,237.19,237.19,234.69,237.19,68.93,68.93,168.82,111.87,8.99,234,68.93,68.93,68.93,68.93,237.19,234
2022-04-20T14:00+00:00,65882.99,101693.01,134436.33,175.87,175.7,238.79,175.87,175.85,175.85,175.85,69.26,6,69.26,175.94,238.79,238.79,238.79,178.33,238.79,238.79,238.79,238.79,238.79,238.79,238.79,234.69,238.79,69.26,69.26,175.79,116.04,6,238.79,69.26,69.26,69.26,69.26,238.79,238.79
2022-04-20T15:00+00:00,66133.51,104185.01,126233.6,196.15,196.15,245.86,196.15,196.15,196.15,196.15,71.74,7,71.74,196.15,245.86,245.86,245.86,211,245.86,245.86,245.86,245.86,245.86,245.86,245.86,245.86,245.86,71.74,71.74,196.15,111.87,7,245.86,71.74,71.74,71.74,71.74,245.86,245.86
2022-04-20T16:00+00:00,66424.09,109624.13,116345.92,222.95,222.95,253.43,222.95,222.95,222.95,222.95,69.9,33.06,69.9,222.95,253.43,253.43,253.43,234,253.43,253.43,253.43,253.43,253.43,253.43,253.43,260.88,253.43,69.9,69.9,222.95,120.45,33.06,253.43,69.9,69.9,69.9,69.9,253.43,253.43
2022-04-20T17:00+00:00,66613.17,112273.55,108080.66,249,249,290.43,249,249,249,249,69.88,66.94,69.88,249,290.43,290.43,290.43,252.11,290.43,290.43,290.43,290.43,290.43,290.43,290.43,290.43,290.43,69.88,69.88,249,173.12,66.94,290.43,69.88,69.88,69.88,69.88,290.43,290.43
2022-04-20T18:00+00:00,66595.04,113002.7,104068.97,250,250,300.65,250,250,250,250,111.77,105.6,69.81,250,317.65,317.65,300.65,246.63,317.65,317.65,317.65,317.65,317.65,317.65,317.65,372.3,317.65,111.77,111.77,250,217.05,105.6,300.65,69.81,69.81,69.81,69.81,317.65,300.65
2022-04-20T19:00+00:00,66615.76,111435.43,99095.22,239.18,239.18,272.03,239.18,239.18,239.18,239.18,69.01,147.02,69.01,239.18,272.03,260.1,272.03,235,260.1,260.1,260.1,260.1,260.1,260.1,260.1,273.88,260.1,69.01,69.01,239.18,158.96,147.02,272.03,69.01,69.01,69.01,69.01,260.1,272.03
2022-04-20T20:00+00:00,66645.34,106791.24,93708.99,220.1,220.1,255.29,220.1,220.1,220.1,220.1,59.95,126.61,59.95,220.1,255.29,241.47,255.29,212.4,241.47,241.47,241.47,241.47,241.47,241.47,241.47,241.47,241.47,59.95,59.95,220.1,144.55,126.61,255.29,59.95,59.95,59.95,59.95,241.47,255.29
2022-04-20T21:00+00:00,66561.6,101266,88210.96,201.97,201.97,231.03,201.97,201.97,201.97,201.97,54.71,93.02,54.71,201.97,275.12,233.59,231.03,179.15,233.59,233.59,233.59,233.59,233.59,233.59,233.59,234.69,233.59,70.02,54.71,201.97,129.45,93.02,231.03,54.71,54.71,54.71,54.71,233.59,231.03
2022-04-20T22:00+00:00,66631.43,93635.67,82843,188.55,188.55,188.55,188.55,188.55,188.55,188.55,33.26,154.5,33.26,188.55,234.36,234.36,188.55,185.1,234.36,234.36,234.36,234.36,234.36,234.36,234.36,225.45,234.36,33.26,33.26,188.55,121.28,154.5,188.55,33.26,33.26,33.26,33.26,234.36,188.55
2022-04-20T23:00+00:00,66698.98,89389.95,78893.33,179.92,179.92,179.92,179.92,179.92,179.92,179.92,30.42,145.8,30.42,179.92,219,210.65,179.92,172.33,219,219,219,219,219,219,219,219,219,30.42,30.42,179.92,120.54,145.8,179.92,30.42,30.42,30.42,30.42,210.65,179.92
2022-04-21T00:00+00:00,66769.36,89721.77,75792.89,181.08,181.08,181.08,181.08,181.08,181.08,181.08,31.09,145.8,31.09,181.08,217.98,181.08,181.08,161.92,217.98,217.98,217.98,217.98,217.98,217.98,217.98,217.98,217.98,31.09,31.09,181.08,120.57,145.8,181.08,31.09,31.09,31.09,31.09,181.08,181.08
2022-04-21T01:00+00:00,66824.35,89134.27,74817.96,178.92,178.92,178.92,178.92,178.92,178.92,178.92,35.01,149.18,35.01,178.92,251.25,178.92,178.92,160,217.98,217.98,217.98,217.98,217.98,217.98,217.98,217.98,217.98,35.01,35.01,178.92,120.74,149.18,178.92,35.01,35.01,35.01,35.01,178.92,178.92
2022-04-21T02:00+00:00,66973.84,89809.13,74689.63,180.5,180.5,180.5,180.5,180.5,180.5,180.5,36.76,155.2,36.76,180.5,275,180.5,180.5,153.14,217.98,217.98,217.98,217.98,217.98,217.98,217.98,217.98,217.98,36.76,36.76,180.5,120.57,155.2,180.5,36.76,36.76,36.76,36.76,180.5,180.5
2022-04-21T03:00+00:00,67035.27,93654.64,78013.34,199.92,199.92,199.97,199.92,199.92,199.92,199.92,45.58,167,45.58,199.92,346.93,225.58,199.97,152,225.58,225.58,225.58,225.58,225.58,225.58,225.58,225.45,225.58,45.58,45.58,199.92,120.97,167,199.97,45.58,45.58,45.58,45.58,225.58,199.92
2022-04-21T04:00+00:00,67024.72,103209.29,85714.66,229.76,229.76,237.14,229.76,229.76,229.76,229.76,105.01,173.57,66.75,229.76,346.93,241.83,237.14,159.2,241.83,241.83,241.83,241.83,241.83,241.83,241.83,223.45,241.83,105.01,105.01,229.76,141.52,173.57,237.14,66.75,66.75,66.75,66.75,241.83,237.14
2022-04-21T05:00+00:00,67058.43,110225.78,94359.6,256.02,256.02,265.96,256.02,256.02,256.02,256.02,105.09,203.56,72.79,256.02,283.74,269.49,265.96,185,269.49,269.49,269.49,269.49,269.49,269.49,269.49,238.45,269.49,105.09,105.09,256.02,162.7,203.56,265.96,72.79,72.79,72.79,72.79,269.49,265.96
2022-04-21T06:00+00:00,67081.17,112829.75,105403.96,256.25,256.25,256.25,256.25,256.25,256.25,256.25,105.07,209,81.87,256.25,305,256.25,256.25,233.56,305,305,305,305,305,305,305,225.45,305,105.07,105.07,256.25,185.76,209,256.25,81.87,81.87,81.87,81.87,256.25,256.25
2022-04-21T07:00+00:00,66986.37,112954.07,115782.86,232.26,232.26,232.26,232.26,232.26,232.26,232.26,72.39,176.82,72.39,232.26,299,232.26,232.26,243.3,299,299,299,299,299,299,299,225.45,299,72.39,72.39,232.26,165.2,176.82,232.26,72.39,72.39,72.39,72.39,232.26,232.26
2022-04-21T08:00+00:00,66855.4,111208.31,125059.84,207.93,207.93,207.93,207.93,207.93,207.44,207.44,68.22,161,68.22,207.93,281.07,207.93,207.93,225,281.07,281.07,281.07,281.07,281.07,281.07,281.07,225.69,281.07,68.22,68.22,207.93,137.62,161,207.93,68.22,68.22,68.22,68.22,207.93,207.93
2022-04-21T09:00+00:00,66357.64,106667.22,133914.52,199.48,181.77,199.48,199.48,197.01,190.38,190.38,56.33,153,56.33,206.44,251.56,240,199.48,200.8,251.56,251.56,251.56,251.56,251.56,251.56,251.56,225.45,251.56,56.33,56.33,189.9,135,153,199.48,56.33,56.33,56.33,56.33,240,199.48
2022-04-21T10:00+00:00,66097.8,102814.08,138926.98,205.2,170.48,205.2,205.2,185.06,182.59,182.59,49.31,147.02,49.31,199.36,241.47,241.47,205.2,179.69,241.47,241.47,241.47,241.47,241.47,241.47,241.47,225.45,241.47,49.31,49.31,176.23,134.23,147.02,205.2,49.31,49.31,49.31,49.31,241.47,205.2
2022-04-21T11:00+00:00,66005.38,100939.55,139666.18,179.23,161.67,179.23,179.23,176.25,176.25,176.25,43.5,145,43.5,189.59,238.29,238.29,179.23,166.23,238.29,238.29,238.29,238.29,238.29,238.29,238.29,225.45,238.29,43.5,43.5,167.3,127.17,145,179.23,43.5,43.5,43.5,43.5,238.29,179.23
2022-04-21T12:00+00:00,66056.37,99195.98,137327.62,171.44,150,156.27,171.44,167.93,167.93,167.93,37.73,104,37.73,183.04,245.99,192.3,171.44,153.72,245.99,245.99,245.99,245.99,245.99,245.99,245.99,225.45,245.99,37.73,37.73,157.48,122.78,104,156.27,37.73,37.73,37.73,37.73,192.3,171.44
2022-04-21T13:00+00:00,66087.06,99020.26,134518.02,178.67,159.4,178.67,178.67,168.05,168.05,168.05,40.11,101,40.11,173.91,246.49,184.2,178.67,144.71,246.49,246.49,246.49,246.49,246.49,246.49,246.49,225.45,246.49,40.11,40.11,163.96,121.1,101,178.67,40.11,40.11,40.11,40.11,184.2,178.67
2022-04-21T14:00+00:00,66145.82,99199.58,129657.54,178.15,170.39,178.15,178.15,173.4,172.01,172.01,39.95,101.77,39.95,175.45,247.29,178.15,178.15,146.21,246.67,246.67,246.67,246.67,246.67,246.67,246.67,225.45,246.67,39.95,39.95,172.01,127.56,101.77,178.15,39.95,39.95,39.95,39.95,178.15,178.15
2022-04-21T15:00+00:00,66549.47,100968.96,123921.92,187.69,185.13,187.69,187.69,185.34,185.34,185.34,97.3,123.67,44.25,185.41,275,187.69,187.69,165.07,238.46,238.46,238.46,238.46,238.46,238.46,238.46,237.45,238.46,97.3,97.3,185.34,132.15,123.67,187.69,44.25,44.25,44.25,44.25,187.69,187.69
2022-04-21T16:00+00:00,66605.5,104715.21,116826.72,204.96,204.96,245.28,204.96,204.96,204.96,204.96,105.05,154.69,46.7,204.96,293.21,204.96,245.28,211,239.99,239.99,239.99,239.99,239.99,239.99,239.99,253.23,239.99,105.05,105.05,204.96,140.83,154.69,245.28,46.7,46.7,46.7,46.7,204.96,245.28
2022-04-21T17:00+00:00,66722.05,108372.39,110465.73,220.62,220.62,299.37,220.62,220.62,220.62,220.62,105.1,178.07,45.4,220.62,349.93,220.62,299.37,230.4,252.93,252.93,252.93,252.93,252.93,252.93,252.93,329,252.93,105.1,105.1,220.62,183.58,178.07,299.37,45.4,45.4,45.4,45.4,220.62,299.37
2022-04-21T18:00+00:00,66745.81,109780.53,107619.22,223.61,223.61,283.52,223.61,223.61,223.61,223.61,140,223.61,44.55,223.61,283.52,223.61,283.52,232.06,252.93,252.93,252.93,252.93,252.93,252.93,252.93,372.3,252.93,140,140,223.61,206.89,223.61,283.52,44.55,44.55,44.55,44.55,223.61,283.52
2022-04-21T19:00+00:00,66791.52,108717.91,104649.56,220.44,220.44,220.44,220.44,220.44,204.18,204.18,61.28,220.44,39.77,220.44,270.49,220.44,220.44,223,239.99,239.99,239.99,239.99,239.99,239.99,239.99,335,239.99,61.28,61.28,220.44,162.01,220.44,220.44,39.77,39.77,39.77,39.77,220.44,220.44
2022-04-21T20:00+00:00,66657.35,102476.19,101076.36,199.71,199.71,200.01,199.71,199.71,199.71,199.71,25.73,199.71,25.73,199.71,247.25,199.71,200.01,200.7,236.13,236.13,236.13,236.13,236.13,236.13,236.13,335,236.13,25.73,25.73,199.71,140.33,199.71,200.01,25.73,25.73,25.73,25.73,199.71,200.01
2022-04-21T21:00+00:00,66497.82,95530.6,96654.76,177.53,177.88,177.53,174.62,174.62,174.62,174.62,20.04,187.81,19,187.81,219,177.53,177.53,163,219,219,219,219,219,219,219,253.23,219,20.04,20.04,193.4,125.27,187.81,177.53,19,19,19,19,177.53,177.53
