Date (UTC),Nuclear,Non-Renewable,Renewable,Day Ahead Auction (AT),Day Ahead Auction (BE),Day Ahead Auction (BG),Day Ahead Auction (CZ),Day Ahead Auction (DE-LU),Day Ahead Auction (DK1),Day Ahead Auction (DK2),Day Ahead Auction (EE),Day Ahead Auction (ES),Day Ahead Auction (FI),Day Ahead Auction (FR),Day Ahead Auction (GR),Day Ahead Auction (HR),Day Ahead Auction (HU),Day Ahead Auction (IE(SEM)),Day Ahead Auction (IT-Calabria),Day Ahead Auction (IT-Centre-North),Day Ahead Auction (IT-Centre-South),Day Ahead Auction (IT-North),Day Ahead Auction (IT-SACOAC),Day Ahead Auction (IT-SACODC),Day Ahead Auction (IT-Sardinia),Day Ahead Auction (IT-Sicily),Day Ahead Auction (IT-South),Day Ahead Auction (LT),Day Ahead Auction (LV),Day Ahead Auction (NL),Day Ahead Auction (PL),Day Ahead Auction (PT),Day Ahead Auction (RO),Day Ahead Auction (SE1),Day Ahead Auction (SE2),Day Ahead Auction (SE3),Day Ahead Auction (SE4),Day Ahead Auction (SI),Day Ahead Auction (SK)
,Power (MW),Power (MW),Power (MW),"Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)"
2022-12-31T23:00+00:00,62445.52,58574.94,117873.54,12.06,-4.39,20.02,4.84,-5.17,2.01,2.01,2.01,0,2.01,0,230.9,15.36,19.76,166.1,195.9,195.9,195.9,195.9,195.9,195.9,195.9,195.9,195.9,2.01,2.01,-3.61,18.09,0,20.02,2.01,2.01,2.01,2.01,13.31,20.26
2023-01-01T00:00+00:00,62281.56,57374.86,112917.18,-0.1,-1.75,0.18,-0.35,-1.07,1.38,1.38,1.38,0,1.38,-0.1,268.19,0.01,0.19,160.38,191.09,191.09,191.09,191.09,191.09,191.09,191.09,191.09,191.09,1.38,1.38,-1.46,5.75,0,0.18,1.38,1.38,1.38,1.38,-0.07,0.33
2023-01-01T01:00+00:00,61603.39,57138.86,111083.5,-0.66,-1.46,0.01,-0.97,-1.47,0.09,0.09,0.09,0,0.09,-1.33,229.58,-0.3,0.07,157.75,187.95,187.95,187.95,187.95,187.95,187.95,187.95,187.95,187.95,0.09,0.09,-1.52,5.27,0,0.01,0.09,0.09,0.09,0.09,-0.47,0.5
2023-01-01T02:00+00:00,60891.25,56359.88,108987.05,-1.99,-5.27,0.01,-1.93,-5.08,0.08,0.08,0.08,0,0.08,-4.08,235.98,-1.05,0.01,147.5,187.82,187.82,187.82,187.82,187.82,187.82,187.82,187.82,187.82,0.08,0.08,-5,5.74,0,0.01,0.08,0.08,0.08,0.08,-1.56,0.5
2023-01-01T03:00+00:00,60800.23,54201.18,106850.82,-2.42,-4.41,0.01,-3.07,-4.49,0.05,0.05,0.05,0,0.05,-4.16,234.28,-1.45,-0.77,144.71,187.74,187.74,187.74,187.74,187.74,187.74,187.74,187.74,187.74,0.05,0.05,-4.6,5.22,0,0.01,0.05,0.05,0.05,0.05,-1.94,0.1
2023-01-01T04:00+00:00,60917.97,53567.42,104900.46,-1.86,-5.4,0.01,-1.86,-5.4,0,0.08,0.08,0,0.08,-3.58,237.63,-0.95,0.01,144.71,187.74,187.74,187.74,187.74,187.74,187.74,187.74,187.74,187.74,0.08,0.08,-4.05,6.14,0,0.01,0.08,0.08,0.08,0.08,-1.42,0.72
2023-01-01T05:00+00:00,60696.72,53705.81,104646.69,-3.35,-4.69,0.01,-3.44,-5.02,-0.38,0.09,0.09,0,0.09,-4.37,239.66,-2.53,-2.56,142.53,187.22,187.22,187.22,187.22,187.22,187.22,187.22,187.22,187.22,0.09,0.09,-3.6,5.31,0,0,0.09,0.09,0.09,0.09,-2.97,-2.45
2023-01-01T06:00+00:00,60764.01,53800.48,106701.04,0,-1.31,0.01,-0.47,-1.3,0,0.53,0.53,0,0.53,-0.12,231.88,-0.09,0.02,136.3,187.82,187.82,187.82,187.82,187.82,187.82,187.82,187.82,187.82,0.53,0.53,0,5.99,0,0.01,0.53,0.53,0.53,0.53,-0.12,0.04
2023-01-01T07:00+00:00,60997.13,54449.96,111154.16,-0.22,-1.57,0.29,-0.3,-1.44,0,2.03,2.03,0,2.03,-0.06,186.47,0.03,0.3,149.86,186.47,186.47,186.47,186.47,186.47,186.47,186.47,186.47,186.47,2.03,2.03,0,6.63,0,0.29,2.03,2.03,2.03,2.03,-0.06,0.48
2023-01-01T08:00+00:00,60399.24,54100.07,118305.08,0.29,-1.03,0.93,0.26,-1.09,0.04,3.1,3.1,0,3.1,0,186.47,0.6,0.95,160,186.47,186.47,186.47,186.47,186.47,186.47,186.47,186.47,186.47,3.1,3.1,0,6.64,0,0.93,3.1,3.1,3.1,3.1,0.47,1.19
2023-01-01T09:00+00:00,60626.41,54546.91,127833.01,0.73,-0.23,1.57,0.69,-1.07,0.8,4.43,4.43,0,4.43,0,177.25,1.13,1.6,175,177.25,177.25,177.25,177.25,177.25,177.25,177.25,177.25,177.25,4.43,4.43,0.99,5.17,0,1.57,4.43,4.43,4.43,4.43,0.94,1.91
2023-01-01T10:00+00:00,61360.91,55933.11,134215.46,1.14,-0.74,2.27,1.17,-1.07,0.08,6.06,6.06,0,6.06,0,168.5,1.66,2.32,189.82,168.5,168.5,168.5,168.5,168.5,168.5,168.5,168.5,168.5,6.06,6.06,0.58,8.53,0,2.27,6.06,6.06,6.06,6.06,1.41,2.74
2023-01-01T11:00+00:00,61587.75,57499.37,138232.86,1.34,-0.57,2.4,1.34,-0.79,0.04,6.06,6.06,0,6.06,0,84.9,1.83,2.43,189.92,173,173,173,173,173,173,173,173,173,6.06,6.06,0.04,10.72,0,2.4,6.06,6.06,6.06,6.06,1.59,2.79
2023-01-01T12:00+00:00,62898.58,58120.27,135203.11,1.53,-0.12,2.49,1.53,-0.27,0,5.68,5.68,0.1,5.68,0.1,81.95,2.13,2.56,198.4,165.89,165.89,165.89,165.89,165.89,165.89,165.89,165.89,165.89,5.68,5.68,0,14.06,0.1,2.49,5.68,5.68,5.68,5.68,1.78,2.76
2023-01-01T13:00+00:00,64415.77,57840.22,132754.9,5.78,0.85,9.7,5.78,0.85,0.85,17.71,17.71,0.1,17.71,1.5,179.73,7.89,9.96,201.87,179.73,179.73,179.73,179.73,179.73,179.73,179.73,179.73,179.73,17.71,17.71,0.85,56.41,0.1,9.7,17.71,17.71,17.71,17.71,6.41,9.96
2023-01-01T14:00+00:00,65561.96,59270.22,127643.09,23.85,23.5,23.86,23.72,23.53,23.53,24.11,24.11,0.01,24.11,23.5,295,23.79,23.87,206,188.06,188.06,188.06,188.06,188.06,188.06,188.06,188.06,188.06,24.11,24.11,23.53,91.66,0.01,23.86,24.11,24.11,24.11,24.11,23.76,23.87
2023-01-01T15:00+00:00,66774.35,62564.34,121085.49,36.54,36.54,36.54,36.54,36.54,36.54,36.54,36.54,1,36.54,36.54,348.15,36.54,36.54,195,193.67,193.67,193.67,193.67,193.67,193.67,193.67,193.67,193.67,36.54,36.54,36.54,97.81,1,36.54,36.54,36.54,36.54,36.54,36.54,36.54
2023-01-01T16:00+00:00,67506.17,65254.49,121811.63,46.03,46.03,46.03,46.03,46.03,46.03,46.03,46.03,4.16,46.03,46.03,322.34,46.03,46.03,221,213.36,213.36,213.36,213.36,213.36,213.36,213.36,213.36,213.36,46.03,46.03,46.03,102.08,4.16,46.03,46.03,46.03,46.03,46.03,46.03,46.03
2023-01-01T17:00+00:00,68762.94,66012.63,124952.16,52.71,36.64,53.22,53.99,55.57,55.57,55.57,54.23,15.1,54.23,44.43,301.65,52.59,53.35,255,229.99,229.99,229.99,229.99,229.99,229.99,229.99,229.99,229.99,54.23,54.23,99.9,106.34,15.1,53.22,54.23,54.23,54.23,54.23,52.31,53.68
2023-01-01T18:00+00:00,69152.39,62692.01,123768.91,54.95,54.95,54.95,54.95,54.95,54.95,54.95,53.63,19.51,53.63,54.95,353.15,54.95,54.95,240.2,243.42,243.42,243.42,243.42,243.42,243.42,243.42,243.42,243.42,53.63,53.63,54.95,108.73,19.51,54.95,53.63,53.63,53.63,53.63,54.95,54.95
2023-01-01T19:00+00:00,69445.67,64697.39,121967.52,49.05,45.83,49.06,49.16,49.23,49.23,49.23,48.05,24.61,48.05,47.38,363.15,48.99,49.08,210.37,235,235,235,235,235,235,235,235,235,48.05,48.05,62,106.65,24.61,49.06,48.05,48.05,48.05,48.05,48.96,49.11
2023-01-01T20:00+00:00,69692.38,63989.38,120078.78,44.14,36.57,44.27,44.56,44.99,44.99,44.99,44.68,40.07,44.68,40.24,283.56,44.03,44.32,198.31,203.25,203.25,203.25,203.25,203.25,203.25,203.25,203.25,203.25,44.68,44.68,52.93,107.42,40.07,44.27,44.68,44.68,44.68,44.68,43.94,44.43
2023-01-01T21:00+00:00,70055.19,59793.49,115003.03,45.96,45.96,45.96,45.96,45.96,45.96,45.96,45.96,40.07,45.96,45.96,237.97,45.96,45.96,190.97,190.85,190.85,190.85,190.85,190.85,190.85,190.85,190.85,190.85,45.96,45.96,45.96,103.81,40.07,45.96,45.96,45.96,45.96,45.96,45.96,45.96
2023-01-01T22:00+00:00,69803.54,57855.16,109390.34,35,35,35,35,35,35,35,35,16,35,35,230.59,35,35,176.55,187.28,187.28,187.28,187.28,187.28,187.28,187.28,187.28,187.28,35,35,35,90.35,16,35,35,35,35,35,35,35
2023-01-01T23:00+00:00,70077.57,57348.02,103826.87,82.06,69.92,66.78,63.02,57.91,57.91,57.91,57.91,61.38,57.91,61.38,187.27,67.65,66.75,180,187.27,187.27,187.27,187.27,187.27,187.27,187.27,187.27,187.27,57.91,57.91,109.9,96.87,61.38,66.78,57.91,57.91,57.91,57.91,67.96,65.21
2023-01-02T00:00+00:00,70365.09,57815.07,100047.59,73.03,59.14,59.3,56.08,51.67,51.67,51.67,51.67,42.17,51.67,52.68,187.2,60.01,59.31,200,187.2,187.2,187.2,187.2,187.2,187.2,187.2,187.2,187.2,51.67,51.67,94.9,96.07,42.17,59.3,51.67,51.67,51.67,51.67,60.17,57.98
2023-01-02T01:00+00:00,69369.33,58890.98,98662.55,52.93,52.93,52.93,52.93,52.93,52.93,52.86,52.86,42,52.86,52.93,180,52.93,52.93,200.24,180,180,180,180,180,180,180,180,180,52.86,52.86,52.93,94.8,42,52.93,52.86,52.86,52.86,52.86,52.93,52.93
2023-01-02T02:00+00:00,69307.77,59325.19,96361.82,46.12,42.59,44.67,44.39,44.09,44.16,44.16,44.16,42.07,44.16,42.75,180,44.68,44.69,180.64,180,180,180,180,180,180,180,180,180,44.16,44.16,44.16,94.86,42.07,44.67,44.16,44.16,44.16,44.16,44.64,44.59
2023-01-02T03:00+00:00,70173.41,59948.46,95826.85,50.08,50.08,50.08,50.08,50.08,50.08,50.08,50.08,42.17,50.08,50.08,185.89,50.08,50.08,165,185.89,185.89,185.89,185.89,185.89,185.89,185.89,185.89,185.89,50.08,50.08,50.08,96.87,42.17,50.08,50.08,50.08,50.08,50.08,50.08,50.08
2023-01-02T04:00+00:00,72098.2,63423.27,97612.33,78.1,69.72,72.53,71.36,69.72,77.09,70.73,70.73,63.22,70.73,67.91,271.87,72.69,72.57,154.27,185.89,185.89,185.89,185.89,185.89,185.89,185.89,185.89,185.89,70.73,70.73,77.09,96.99,63.22,72.53,70.73,70.73,70.73,70.73,72.65,72.11
2023-01-02T05:00+00:00,73735.64,72031.53,102959.79,105.08,105.08,105.08,105.08,105.08,105.08,104.08,105.08,85,102.56,105.08,348.77,105.08,105.08,158.75,198.85,198.85,198.85,198.85,198.85,198.85,198.85,198.85,198.85,105.08,105.08,105.08,140.48,85,105.08,102.56,102.56,102.56,102.56,105.08,105.08
2023-01-02T06:00+00:00,74614.77,80191.46,107166.79,140.64,140.64,140.64,140.64,140.64,140.64,140.64,138.19,105.36,138.19,140.64,353.77,140.64,140.64,177.29,202.72,202.72,202.72,202.72,202.72,202.72,202.72,202.72,202.72,138.19,138.19,140.64,140.64,105.36,140.64,112.43,112.43,138.19,138.19,140.64,140.64
2023-01-02T07:00+00:00,75517.5,87097.62,114824.87,147.08,151.89,146.73,146.39,145.98,145.98,145.98,145.98,131,145.98,149.8,231,146.98,146.67,163.46,213.36,213.36,213.36,213.36,213.36,213.36,213.36,213.36,213.36,145.98,145.98,162.44,145.98,119.46,146.73,111.29,111.29,145.98,145.98,147.15,146.51
2023-01-02T08:00+00:00,75714.98,90930.86,121589.54,149.23,158.84,148.55,147.87,147.05,147.05,147.05,147.05,131.58,147.05,154.66,203.99,149.04,148.42,184.31,203.99,203.99,203.99,203.99,203.99,203.99,203.99,203.99,203.99,147.05,147.05,180,147.05,120.14,148.55,114.94,114.94,147.05,147.05,149.37,148.09
2023-01-02T09:00+00:00,74754.38,92119.22,127410.7,145.61,145.61,145.61,145.61,145.61,145.61,145.61,145.61,127,145.61,145.61,196.23,145.61,145.61,200.56,196.23,196.23,196.23,196.23,196.23,196.23,196.23,196.23,196.23,145.61,145.61,145.61,145.61,121.21,145.61,114.95,114.95,145.61,145.61,145.61,145.61
2023-01-02T10:00+00:00,75251.1,91834.82,131629.32,143.35,143.35,143.35,143.35,143.35,143.35,143.35,143.35,126.07,143.35,143.35,188.89,143.35,143.35,205.01,188.89,194.63,194.63,194.63,194.63,194.63,194.63,188.89,188.89,143.35,143.35,143.35,143.35,125,143.35,117.56,117.56,143.35,143.35,143.35,143.35
2023-01-02T11:00+00:00,75879.61,91632.92,133089.2,144.38,144.38,144.38,144.38,144.38,144.38,144.38,144.38,127,144.38,144.38,187.91,144.38,144.38,207.57,187.91,194.47,187.91,194.47,187.91,194.47,187.91,187.91,187.91,144.38,144.38,144.38,144.38,126.75,144.38,131.27,131.27,144.38,144.38,144.38,144.38
2023-01-02T12:00+00:00,76089.03,92864.23,131283.06,143.76,143.76,143.76,143.76,143.76,143.76,143.76,143.76,130,143.76,143.76,188.89,143.76,143.76,208.56,188.89,193.75,188.89,193.75,188.89,193.75,188.89,188.89,188.89,143.76,143.76,143.76,143.76,126.75,143.76,143.76,143.76,143.76,143.76,143.76,143.76
2023-01-02T13:00+00:00,76164.44,94994.28,127688.38,148.2,148.2,148.2,148.2,148.2,148.2,148.2,148.2,131,148.2,148.2,203.7,148.2,148.2,199,195.74,195.74,195.74,195.74,195.74,195.74,195.74,195.74,195.74,148.2,148.2,148.2,146.09,128,148.2,148.2,148.2,148.2,148.2,148.2,148.2
2023-01-02T14:00+00:00,76426.06,98715.6,120297.07,155.34,155.34,155.34,155.34,155.34,155.34,155.34,155.34,128,155.34,155.34,363.77,155.34,155.34,193.5,199.09,199.09,199.09,199.09,199.09,199.09,199.09,199.09,199.09,155.34,155.34,155.34,145.86,128,155.34,155.34,155.34,155.34,155.34,155.34,155.34
2023-01-02T15:00+00:00,76741.86,101838.72,116512.72,163,163.3,163.8,162.79,162.89,162.89,162.89,162.89,131.88,162.89,163.17,348.77,163.34,163.98,184.31,206.21,206.21,206.21,206.21,206.21,206.21,206.21,206.21,206.21,162.89,162.89,164,146.63,129,163.8,162.89,162.89,162.89,162.89,163.17,163.13
2023-01-02T16:00+00:00,77504.4,105631.18,116916.44,171.32,175.81,170.77,170.45,170,170,170,170,160,170,173.8,363.77,171.01,170.71,195,262,262,262,262,262,262,262,262,262,170,170,185.68,145.28,140,170.77,170,170,170,170,171.18,170.55
2023-01-02T17:00+00:00,77780.8,106698.48,118075.33,174.74,174.74,174.74,174.74,174.74,174.74,174.74,174.74,174.74,174.74,174.74,301.24,174.74,174.74,210.49,247,247,247,247,247,247,247,247,247,174.74,174.74,174.74,145.43,174.74,174.74,174.74,174.74,174.74,174.74,174.74,174.74
2023-01-02T18:00+00:00,77833.18,106968.12,118331.26,164.9,166.45,164.72,164.6,164.46,164.46,164.46,164.46,165.76,164.46,165.76,353.77,164.8,164.69,188.62,250,250,250,250,250,250,250,250,250,164.46,164.46,169.9,145.54,165.76,164.72,164.46,164.46,164.46,164.46,164.86,164.64
2023-01-02T19:00+00:00,78192.03,103273.87,115659,153,153,153,153,153,153,153,153,153,153,153,358.77,153,153,166.97,210.95,210.95,210.95,210.95,210.95,210.95,210.95,210.95,210.95,153,153,153,147.23,153,153,153,153,153,153,153,153
2023-01-02T20:00+00:00,78377.05,98665.31,112364.14,141.67,141.67,141.67,141.67,141.67,141.67,141.67,141.67,141.67,141.67,141.67,284.53,141.67,141.67,139.6,199.09,199.09,199.09,199.09,199.09,199.09,199.09,199.09,199.09,141.67,141.67,141.67,141.67,141.67,141.67,141.67,141.67,141.67,141.67,141.67,141.67
2023-01-02T21:00+00:00,78360.01,92866.72,106614.99,134.91,134.91,134.91,134.91,134.91,134.91,131.67,131.67,134.91,131.67,134.91,268.66,134.91,134.91,155,194.47,194.47,194.47,194.47,194.47,194.47,194.47,194.47,194.47,131.67,131.67,134.91,137.54,134.91,134.91,131.67,131.67,131.67,131.67,134.91,134.91
2023-01-02T22:00+00:00,78287.52,87764.53,99448.02,124.22,124.22,124.22,124.22,124.22,124.22,118.06,118.06,124.22,118.06,124.22,262.99,124.22,124.22,97.52,185,185,185,185,185,185,185,185,185,118.06,118.06,124.22,124.22,124.22,124.22,118.06,118.06,118.06,118.06,124.22,124.22
2023-01-02T23:00+00:00,78225.06,81707.98,93809.25,130.01,130.01,130.01,130.01,130.01,130.01,78.81,78.81,130.01,78.81,130.01,349.17,130.01,130.01,127.98,170.77,170.77,170.77,170.77,170.77,170.77,170.77,170.77,170.77,78.81,78.81,130.01,130.01,130.01,130.01,78.81,78.81,78.81,78.81,130.01,130.01
2023-01-03T00:00+00:00,78140.01,79360.09,91471.63,120,120,120,120,120,120,73.93,73.93,120,73.93,120,274.1,120,120,127.98,148.89,148.89,148.89,148.89,148.89,148.89,148.89,148.89,148.89,73.93,73.93,120,120,120,120,73.93,73.93,73.93,73.93,120,120
2023-01-03T01:00+00:00,78403.21,77779.88,89505.29,118.76,118.76,118.76,118.76,118.76,118.76,73.94,73.94,118.76,73.94,118.76,271.25,118.76,118.76,127.98,120,120,120,120,120,120,120,120,120,73.94,73.94,118.76,118.76,118.76,118.76,73.94,73.94,73.94,73.94,118.76,118.76
2023-01-03T02:00+00:00,78377.67,77093.42,87760.77,115,115,115,115,115,115,71.44,71.44,115,71.44,115,172.78,115,115,91.83,115,115,115,115,115,115,115,115,115,71.44,71.44,115,115,115,115,71.44,71.44,71.44,71.44,115,115
2023-01-03T03:00+00:00,78457.52,78891.01,87370.07,113.63,113.63,113.63,113.63,113.63,113.63,72.33,72.33,113.63,72.33,113.63,272.85,113.63,113.63,94.42,113.63,113.63,113.63,113.63,113.63,113.63,113.63,113.63,113.63,72.33,72.33,113.63,113.63,113.63,113.63,72.33,72.33,72.33,72.33,113.63,113.63
2023-01-03T04:00+00:00,78483.02,83100.84,87201.61,116.27,116.27,116.27,116.27,116.27,116.27,77.14,77.14,116.27,77.14,116.27,354.17,116.27,116.27,116.68,148.89,148.89,148.89,148.89,148.89,148.89,148.89,148.89,148.89,77.14,77.14,116.27,116.27,116.27,116.27,77.14,77.14,77.14,77.14,116.27,116.27
2023-01-03T05:00+00:00,78657.82,92794.62,90696.71,138.92,138.92,138.92,138.92,138.92,138.92,102.48,102.48,138.92,102.48,138.92,359.17,138.92,138.92,132,191.58,191.58,191.58,191.58,191.58,191.58,191.58,191.58,191.58,102.48,102.48,138.92,138.92,138.92,138.92,102.48,102.48,102.48,102.48,138.92,138.92
2023-01-03T06:00+00:00,78855.31,102695.77,96480.22,159.92,159.92,159.92,159.92,159.92,159.92,154.96,154.96,155.59,154.96,159.92,349.17,159.92,159.92,175,191.63,191.63,191.63,191.63,191.63,191.63,191.63,191.63,191.63,154.96,154.96,159.92,140.83,142.11,159.92,102.09,102.09,154.96,154.96,159.92,159.92
2023-01-03T07:00+00:00,79020.47,108449.11,103634.65,169.17,169.17,169.17,169.17,169.17,169.17,163.92,163.92,169.17,163.92,169.17,269.99,169.17,169.17,199.53,199.74,199.74,199.74,199.74,199.74,199.74,199.74,199.74,199.74,163.92,163.92,169.17,142.2,148.56,169.17,102.37,102.37,163.92,163.92,169.17,169.17
2023-01-03T08:00+00:00,78558.49,109859.17,109852.63,171.18,171.18,171.18,171.18,171.18,171.18,167.07,167.07,171.18,167.07,171.18,198.49,171.18,171.18,188,198.49,198.49,198.49,198.49,198.49,198.49,198.49,198.49,198.49,167.07,167.07,171.18,141.56,158.89,171.18,99.65,99.65,167.07,167.07,171.18,171.18
2023-01-03T09:00+00:00,78134.95,109846.49,119155.93,168.57,168.57,168.57,168.57,168.57,168.57,168.57,168.57,154.9,168.57,168.57,191.58,168.57,168.57,190.97,191.58,191.58,191.58,191.58,191.58,191.58,191.58,191.58,191.58,168.57,168.57,168.57,143.34,154.9,168.57,94.92,94.92,168.57,168.57,168.57,168.57
2023-01-03T10:00+00:00,78012.43,108667.18,126093.02,169.49,169.49,169.49,169.49,169.49,169.49,169.49,169.49,146.71,169.49,169.49,180.2,169.49,169.49,192.3,180.2,180.2,180.2,180.2,180.2,180.2,180.2,180.2,180.2,169.49,169.49,169.49,141.65,146.71,169.49,107.95,107.95,169.49,169.49,169.49,169.49
2023-01-03T11:00+00:00,78001.68,108049.21,128612.98,164.5,164.5,164.5,164.5,164.5,164.5,164.5,164.5,133.33,164.5,164.5,175,164.5,164.5,185,175,175,175,175,175,175,175,175,175,164.5,164.5,164.5,143.34,133.33,164.5,108.42,108.42,164.5,164.5,164.5,164.5
2023-01-03T12:00+00:00,77986.26,108179.62,125392.31,160.91,160.91,160.91,160.91,160.91,160.91,160.91,160.91,130,160.91,160.91,174.76,160.91,160.91,185,174.76,174.76,174.76,174.76,174.76,174.76,174.76,174.76,174.76,160.91,160.91,160.91,141.59,130,160.91,109.05,109.05,160.91,160.91,160.91,160.91
2023-01-03T13:00+00:00,77869.85,109954.46,120354.34,163.06,163.06,163.06,163.06,163.06,163.06,163.06,163.06,126,163.06,163.06,180.2,163.06,163.06,184,180.2,180.2,180.2,180.2,180.2,180.2,180.2,180.2,180.2,163.06,163.06,163.06,141.58,126,163.06,110.69,110.69,163.06,163.06,163.06,163.06
2023-01-03T14:00+00:00,77823.88,113175.54,112769.6,171.42,166.64,181,166.42,167.73,167.73,167.73,167.73,120,167.73,166.46,269.97,173.75,180.43,179,190,190,190,190,190,190,190,190,190,167.73,167.73,166.79,170.74,120,181,118.83,118.83,167.73,167.73,171.42,171.36
2023-01-03T15:00+00:00,77991.85,115814.72,109558.43,174.99,166.64,201.06,169.59,166.61,166.61,166.61,166.61,135.56,166.61,166.88,354.17,177.89,172.63,179,194.9,194.9,194.9,194.9,194.9,194.9,194.9,194.9,194.9,166.61,166.61,166.57,167.72,135.56,201.06,116.9,116.9,166.61,166.61,174.99,169.14
2023-01-03T16:00+00:00,78020.15,120048.95,110984.21,171.27,170.95,202.8,165.85,170.72,170.72,170.72,170.72,156.3,170.72,171.23,369.17,184.43,201.09,191,200.38,200.38,200.38,200.38,200.38,200.38,200.38,200.38,200.38,170.72,170.72,170.82,167.97,156.3,202.8,115.49,115.49,170.72,170.72,178.01,178.59
2023-01-03T17:00+00:00,78003.76,121387.5,112978.1,169.02,168.97,173.62,168.23,168.93,168.93,168.93,168.93,169.01,168.93,169.01,344.5,170.94,173.38,196,200,200,200,200,200,200,200,200,200,168.93,168.93,168.95,159.96,169.01,173.62,120,120,168.93,168.93,170,170.1
2023-01-03T18:00+00:00,77996.34,121495.95,115022.95,160.99,160.99,160.99,160.99,160.99,160.99,160.99,160.99,160.99,160.99,160.99,349.17,160.99,160.99,177,199.74,199.74,199.74,199.74,199.74,199.74,199.74,199.74,199.74,160.99,160.99,160.99,160.99,160.99,160.99,120.92,120.92,160.99,160.99,160.99,160.99
2023-01-03T19:00+00:00,77924.85,118160.64,115931.17,149.62,149.62,149.62,149.62,149.62,149.62,149.62,149.62,152.1,149.62,149.62,343,149.62,149.62,178,195.02,195.02,195.02,195.02,195.02,195.02,195.02,195.02,195.02,149.62,149.62,149.62,149.62,152.1,149.62,119.97,119.97,149.62,149.62,149.62,149.62
2023-01-03T20:00+00:00,77357.38,109441.6,116462.82,134.69,131.04,136.6,135.03,130.99,130.99,131.05,131.05,149.92,131.05,131.5,270.76,135.58,136.66,157.53,189.89,189.89,189.89,189.89,189.89,189.89,189.89,189.89,189.89,131.05,131.05,130.63,143.07,149.92,136.6,119.72,119.72,131.05,131.05,135.16,137.39
2023-01-03T21:00+00:00,77145.49,99593.74,114854.91,119.44,114.69,90.96,119.03,114.27,114.27,114.27,114.27,132.53,114.27,115.1,243.82,122.18,122.19,128,173.57,173.57,173.57,173.57,173.57,173.57,173.57,173.57,173.57,114.27,114.27,114.42,132.52,132.53,90.96,114.27,114.27,114.27,114.27,120.78,123.7
2023-01-03T22:00+00:00,76796.18,89764.23,113972.41,103.97,93.76,109.42,104.95,93.66,93.66,93.66,93.66,115,93.66,95.02,149.99,106.57,109.6,95,149.99,149.99,149.99,149.99,149.99,149.99,149.99,149.99,149.99,93.66,93.66,92.48,128.25,115,109.42,93.66,93.66,93.66,93.66,105.32,111.7
2023-01-03T23:00+00:00,76187.83,78427.14,113571.24,105.1,80.17,100.72,90.34,80.89,80.89,82.88,82.88,119.99,82.88,82.03,151.68,99.97,101.38,30,121.5,121.5,121.5,121.5,121.5,121.5,121.5,121.5,121.5,82.88,82.88,80.07,130.34,119.99,100.72,82.88,82.88,82.88,82.88,99.18,101.38
2023-01-04T00:00+00:00,75214.38,72102.71,113976.98,90.85,69.32,85.26,80.01,70.67,70.67,78.84,78.84,100,78.84,72.22,216.29,85.51,85.56,1,119.22,119.22,119.22,119.22,119.22,119.22,119.22,119.22,119.22,78.84,78.84,68.44,121.78,100,85.26,78.84,78.84,78.84,78.84,85.36,84
2023-01-04T01:00+00:00,74669.15,70588.32,113928.11,83.1,39.58,77.97,77.87,40,40,69.93,69.93,90.23,69.93,43.91,155.18,76.62,79.05,2.22,100,100,100,100,100,100,100,100,100,69.93,69.93,37.92,128.19,90.23,77.97,69.93,69.93,69.93,69.93,75.04,77.87
2023-01-04T02:00+00:00,73619.76,70239.01,112074.35,83.06,2.62,74.42,62.38,8.68,8.68,69.26,69.26,84.2,69.26,16.28,130,72.21,75.83,-4.15,123.87,123.87,123.87,123.87,123.87,123.87,123.87,123.87,123.87,69.26,69.26,0,121.78,84.2,74.42,69.26,69.26,69.26,69.26,69.87,74.11
