Date (UTC),Nuclear,Non-Renewable,Renewable,Day Ahead Auction (AT),Day Ahead Auction (BE),Day Ahead Auction (BG),Day Ahead Auction (CH),Day Ahead Auction (CZ),Day Ahead Auction (DE-LU),Day Ahead Auction (DK1),Day Ahead Auction (DK2),Day Ahead Auction (EE),Day Ahead Auction (ES),Day Ahead Auction (FI),Day Ahead Auction (FR),Day Ahead Auction (GR),Day Ahead Auction (HR),Day Ahead Auction (HU),Day Ahead Auction (IE(SEM)),Day Ahead Auction (IT-Calabria),Day Ahead Auction (IT-Centre-North),Day Ahead Auction (IT-Centre-South),Day Ahead Auction (IT-North),Day Ahead Auction (IT-SACOAC),Day Ahead Auction (IT-SACODC),Day Ahead Auction (IT-Sardinia),Day Ahead Auction (IT-Sicily),Day Ahead Auction (IT-South),Day Ahead Auction (LT),Day Ahead Auction (LV),Day Ahead Auction (ME),Day Ahead Auction (MK),Day Ahead Auction (NL),Day Ahead Auction (NO1),Day Ahead Auction (NO2),Day Ahead Auction (NO2NSL),Day Ahead Auction (NO3),Day Ahead Auction (NO4),Day Ahead Auction (NO5),Day Ahead Auction (PL),Day Ahead Auction (PT),Day Ahead Auction (RO),Day Ahead Auction (RS),Day Ahead Auction (SE1),Day Ahead Auction (SE2),Day Ahead Auction (SE3),Day Ahead Auction (SE4),Day Ahead Auction (SI),Day Ahead Auction (SK)
2024-01-09T13:00+00:00,87054.69,160028.9,169326.48,110.89,101.19,110.82,110.73,110.47,110.89,110.89,112.36,112.36,107.07,84.88,105.16,110,110.3,110.89,98.11,110,110,110,110,110,110,110,110,110,112.36,112.36,107.88,105,85,107.45,107.45,104.57,50.53,35.23,107.45,144.16,107.07,110.82,115.05,35.23,35.23,107.45,112.36,110,111.14
2024-01-09T14:00+00:00,87337.18,163877.92,161306.55,118.35,112.35,119.43,118.34,119,119.4,119.4,121.09,121.09,114.75,90.11,114.75,114.25,118.85,119.44,106.53,116.55,116.55,116.55,116.55,116.55,116.55,116.55,116.55,116.55,121.09,121.09,118.56,111.13,99.9,115.69,115.69,115.92,50.97,36.08,115.69,130.7,114.75,119.43,121.73,36.08,36.08,115.69,121.09,118.55,119.83
2024-01-09T15:00+00:00,87572.83,166517.47,155056.28,127.36,122.38,128.51,129.03,127.84,127.85,127.85,130.99,130.99,124.29,78.03,124.29,127.36,127.92,128.51,122.7,127.36,127.36,127.36,127.36,127.36,127.36,127.36,127.36,127.36,130.99,130.99,132.21,123.8,112.67,123.88,123.88,128.49,51.72,35.77,123.88,130.99,124.29,128.51,131.51,35.77,35.77,123.88,130.99,127.62,128.93
2024-01-09T16:00+00:00,87582.04,169677.26,155665.47,137.71,137.1,137.35,142.72,137.79,137.84,137.84,137.95,137.95,137.35,94.99,137.35,137.35,137.69,137.82,141.08,137.35,137.35,137.35,137.35,137.35,137.35,137.35,137.35,137.35,137.95,137.95,139.55,136.36,135.69,133.56,133.56,140.01,49.85,34.84,133.56,137.95,137.35,137.35,140.13,34.84,34.84,133.56,137.95,137.7,137.84
2024-01-09T17:00+00:00,87585.68,170198.65,154730.87,137,136.7,137,143.05,137.56,137.8,137.8,137.8,137.72,137,133.53,137,137,137.3,137.46,146.53,137,137,137,137,137,137,137,137,137,137.72,137.72,140.9,141.53,129.25,133.53,133.53,144.27,49.83,33.39,133.53,137.72,137,137,146.01,33.39,33.39,133.53,137.72,137.29,137.52
2024-01-09T18:00+00:00,87603.39,171624.27,152311.54,129.64,129.74,130.05,132.95,130.23,130.43,130.43,130.43,130.33,138.95,126.38,130.05,130.05,130.07,130.13,139.1,130.05,130.05,130.05,130.05,130.05,130.05,130.05,130.05,130.05,130.33,130.33,132.89,128,126.3,126.38,126.38,138.97,48.99,34.58,126.38,130.33,138.95,130.05,138.71,34.58,34.58,126.38,130.33,130.05,130.18
2024-01-09T19:00+00:00,87770.21,169640.51,147226.16,119.49,116.34,119.81,115.89,119.91,120.24,120.24,120.24,117.36,148.01,116.51,117.67,117.67,119.61,119.84,123.21,117.67,117.67,117.67,117.67,117.67,117.67,117.67,117.67,117.67,117.36,117.36,124.74,117.48,108.82,116.51,116.51,119.01,48.94,33.51,116.51,120.41,148.01,119.81,127.23,33.51,33.51,116.51,117.36,119.5,119.96
2024-01-09T20:00+00:00,88129.19,160794.73,140531.24,110.95,105.57,109.18,108.95,111.61,111.68,111.68,111.68,109,130,99.96,107.69,109.18,111.03,112.07,105.74,110.99,110.99,110.99,110.99,110.99,110.99,110.99,112,110.99,109,109,111.93,106,93.66,99.96,99.96,107.01,47,32.92,99.96,113.92,130,109.18,114.64,32.92,32.92,99.96,109,110.99,112.36
2024-01-09T21:00+00:00,88285.58,151253.15,134801.02,105.5,98.4,105.61,103.3,105.68,106.18,106.18,106.18,103.63,111.86,89.98,101.83,105.61,105.48,105.62,96.11,105.61,105.61,105.61,105.61,105.61,105.61,105.61,105.61,105.61,103.63,103.63,104.96,105,84.9,91.69,91.69,102.02,48.83,31.11,91.69,105.96,111.86,105.61,110.96,31.11,31.11,89.98,103.63,105.42,105.68
2024-01-09T22:00+00:00,88422.68,142076.4,129264.44,96.44,93.69,96.58,98.72,96.74,97.09,97.09,97.09,94.76,106.11,50.92,94.84,96.58,96.43,96.61,89.8,103.46,103.46,103.46,103.46,103.46,103.46,103.46,103.46,103.46,94.76,94.76,102.06,105,88,90.91,90.91,96.35,45.35,30.33,90.91,96.94,106.11,96.58,103.08,30.33,30.33,50.92,94.76,96.36,96.69
2024-01-09T23:00+00:00,88425.96,133577.99,122210.11,88.61,83,89.16,93.62,89.04,89.29,89.29,89.29,87.15,92.33,37.99,85.3,89.16,88.78,89.19,82.5,97.97,97.97,97.97,97.97,97.97,97.97,97.97,97.97,97.97,87.15,87.15,95.54,101.46,75.54,86.52,86.52,89,50.99,28.68,86.52,90.52,92.33,89.16,100.85,28.68,28.68,37.99,87.15,88.56,89.44
2024-01-10T00:00+00:00,88488.28,127085.78,117468.86,86.76,86.76,86.76,91.26,86.76,86.76,86.76,86.76,84.67,90.12,34.6,86.76,86.76,86.76,86.76,82,92.9,92.9,92.9,92.9,92.9,92.9,92.9,92.9,92.9,84.67,84.67,95.05,94.88,86.76,84.07,84.07,81.36,49.5,28.52,84.07,87.82,90.12,86.76,94.67,28.52,28.52,34.6,84.67,86.76,86.76
2024-01-10T01:00+00:00,88459.97,124820.98,114312.83,86.73,86.73,86.73,90.59,86.73,86.73,86.73,86.73,84.64,87.01,27.99,86.73,86.73,86.73,86.73,82.14,91.29,91.29,91.29,91.29,91.29,91.29,91.29,91.29,91.29,84.64,84.64,90.05,89.99,86.73,84.04,84.04,81.46,47.41,27.99,84.04,88.65,87.01,86.73,90.98,27.99,27.99,27.99,84.64,86.73,86.73
2024-01-10T02:00+00:00,88382.65,124089.01,112508.1,85.71,84.06,85.8,89.25,85.89,86.09,86.09,86.09,84.02,85.8,27.4,84.75,85.8,85.71,85.81,80.57,92.2,92.2,92.2,92.2,92.2,92.2,92.2,92.2,92.2,84.02,84.02,87.18,85,81.22,83.42,83.42,81,44.97,27.4,83.42,88.55,85.8,85.8,89.76,27.4,27.4,27.4,84.02,85.66,85.86
2024-01-10T03:00+00:00,88484.48,124451.96,112646.06,86.9,84.18,87.8,89.22,86.95,86.3,86.3,86.3,84.23,85,32.11,85,87.8,87.33,87.78,81.44,91.29,91.29,91.29,91.29,91.29,91.29,91.29,91.29,91.29,84.23,84.23,87.19,85.06,80.48,83.63,83.63,81.21,41.97,27.36,83.63,90.02,85,87.8,91.05,27.36,27.36,32.11,84.23,87.08,88.14
2024-01-10T04:00+00:00,88450.57,131626.24,113724.13,89.9,84.64,91.46,92,90.05,89.05,89.05,89.05,89.05,86.3,80,86.3,91.46,90.6,91.42,82.89,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,89.05,89.05,95.83,96.99,77.9,82.45,82.45,82.21,40.01,25.85,82.45,95.25,86.3,91.46,100.49,25.85,25.85,80,89.05,90.17,92.03
2024-01-10T05:00+00:00,88331.01,147404.81,123105.21,108.53,99.03,110.59,104.65,109.73,108.88,108.88,108.88,114.84,95,82.74,102.6,108.96,109.47,110.57,83,108.96,108.96,108.96,108.96,108.96,108.96,108.96,108.96,108.96,114.84,114.84,113.54,110,79.3,82.74,82.74,97.63,41.92,26.34,82.74,114.84,95,110.59,115.43,26.34,26.34,82.74,108.88,108.96,111.24
2024-01-10T06:00+00:00,88363.11,162477.25,135654.47,126.02,115.35,128.79,123.28,127,126.29,126.29,129.4,134.87,103.94,96.89,119.26,120,127.37,128.75,86.45,120,120,120,120,120,120,120,120,120,134.87,134.87,131.13,123.62,96,96.89,96.89,122.12,46.51,27.39,96.89,134.87,103.94,128.79,132.75,27.39,27.39,96.89,129.4,126.69,129.67
2024-01-10T07:00+00:00,88479.33,169711.77,143862.71,140.99,138.09,141.62,137.62,141.27,141.28,141.28,143,143,121.4,100.03,139.2,139.2,141.29,141.62,113.91,139.2,139.2,139.2,139.2,139.2,139.2,139.2,139.2,139.2,143,143,140.35,136,132.52,136.9,136.9,133.67,49.35,27.69,136.9,143,121.4,141.62,145.18,27.69,27.69,136.9,143,141.13,141.83
2024-01-10T08:00+00:00,88427.24,167065.31,152639.41,130.39,130.39,130.39,126.06,130.39,130.39,130.39,130.39,130.39,121.4,79.98,130.39,104.56,130.39,130.39,125.65,130.39,130.39,130.39,130.39,130.39,130.39,130.39,130.39,130.39,130.39,130.39,122.85,122.32,130.39,126.35,126.35,128,51.37,28.23,126.35,130.39,121.4,130.39,131.01,28.23,28.23,126.35,130.39,130.39,130.39
2024-01-10T09:00+00:00,87077.23,161956.24,158084.74,117.47,116.31,119.17,114.85,118.65,118.56,118.56,121.47,121.47,105.38,50.07,117.47,117.47,118.72,119.13,123.96,117.47,117.47,117.47,117.47,117.47,117.47,117.47,117.47,117.47,121.47,121.47,114.12,111.99,111.21,114.88,114.88,115,51.35,28.42,114.88,121.47,105.38,119.17,119.09,28.42,28.42,114.88,121.47,118.51,119.49
2024-01-10T10:00+00:00,88414.1,162906.96,165301.38,109.13,109.13,109.13,108.61,109.13,109.13,109.13,109.13,109.13,102.97,36.9,109.13,109.13,109.13,109.13,119.71,109.13,109.13,109.13,109.13,109.13,109.13,109.13,109.13,109.13,109.13,109.13,107.97,109.71,109.13,105.97,105.97,110.14,50.49,28.58,105.97,121.99,102.97,109.13,109.85,28.58,28.58,105.97,109.13,109.13,109.13
2024-01-10T11:00+00:00,88381.76,161221.39,163569.74,101.46,99,101.73,104.07,101.81,102.21,102.21,102.21,102.21,99.99,32.98,99.99,101.73,101.56,101.75,115.55,104.2,104.2,104.2,104.2,104.2,104.2,104.2,104.2,104.2,102.21,102.21,104.42,105.1,89.1,98.82,98.82,104.68,50.57,28.65,98.82,121.97,99.99,101.73,105.75,28.65,28.65,98.82,102.21,101.47,101.85
2024-01-10T12:00+00:00,88385.08,160975.08,161729.98,105.88,98.8,108.21,103.84,106.47,105.61,105.61,108.2,113.34,98.5,27.8,101.25,106.54,107.08,108.15,119,106.54,106.54,106.54,106.54,106.54,106.54,106.54,106.54,106.54,113.34,113.34,105.31,110,87.45,91.49,91.49,103.26,50.38,27.8,91.49,113.34,98.5,108.21,106.35,27.8,27.8,91.49,108.2,106.54,108.91
2024-01-10T13:00+00:00,88382.06,162230.69,156899.24,112.71,102.38,115.64,108.57,113.64,112.91,112.91,115.68,122.03,94.76,27.43,106.1,110.2,114.18,115.59,122.5,110.2,110.2,110.2,110.2,110.2,110.2,110.2,110.2,110.2,122.03,122.03,114.03,111.77,84.9,109.41,109.41,107.99,50.08,27.43,109.41,122.03,94.76,115.64,117.22,27.43,27.43,94.99,115.68,113.48,116.58
2024-01-10T14:00+00:00,88410.01,165724.71,149050.08,123.8,117.49,125.77,117.74,124.39,123.8,123.8,123.8,130.06,94.73,26.87,119.77,119.77,124.8,125.73,127.69,119.77,119.77,119.77,119.77,119.77,119.77,119.77,119.77,119.77,130.06,130.06,122.54,117.99,106.34,119.96,119.96,116.06,49.96,26.87,119.96,130.06,94.73,125.77,123.17,26.87,26.87,99.32,123.8,124.36,126.4
2024-01-10T15:00+00:00,88374.94,169243.97,144599.34,135.05,132.23,136.15,125.06,135.22,134.64,134.64,134.64,134.64,99.37,26.32,133.14,133.14,135.61,136.11,141.2,133.14,133.14,133.14,133.14,133.14,133.14,133.14,133.14,133.14,134.64,134.64,131.75,129.49,127.94,122.06,122.06,129.17,50.29,26.32,122.06,138.64,99.37,136.15,136.99,26.32,26.32,122.06,134.64,135.36,136.5
2024-01-10T16:00+00:00,88384.37,172174.26,146292.33,143.79,143.79,143.79,137.26,143.79,143.79,143.79,143.79,143.79,102.7,26.54,143.79,143.79,143.79,143.79,155,143.79,143.79,143.79,143.79,143.79,143.79,143.79,143.79,143.79,143.79,143.79,149.4,142,143.79,139.19,139.19,139.02,49.17,26.54,139.19,143.79,102.7,143.79,147.93,26.54,26.54,139.19,143.79,143.79,143.79
2024-01-10T17:00+00:00,88376.48,172152,144164.51,140,140,140,138.1,140,140,140,140,136.64,111.29,25.94,140,140,140,140,184.83,140,140,140,140,140,140,140,140,140,136.64,136.64,144.58,145.99,140,135.66,135.66,139.03,50.14,25.94,135.66,140,111.29,140,148.72,25.94,25.94,94.92,136.64,140,140
2024-01-10T18:00+00:00,88248.51,173785.27,145039.6,132.15,132.15,132.15,128.47,132.15,132.15,132.15,132.15,128.98,121.4,25.39,132.15,132.15,132.15,132.15,158.6,132.15,132.15,132.15,132.15,132.15,132.15,132.15,132.15,132.15,128.98,128.98,140.23,136,132.15,128.06,128.06,128.43,49.64,25.39,128.06,132.15,121.4,132.15,136.05,25.39,25.39,42.93,128.98,132.15,132.15
2024-01-10T19:00+00:00,88310.6,169689.86,139732.08,120,120,120,116.27,120,120,120,120,117.12,120,25.09,120,120,120,120,129.5,120,120,120,120,120,120,120,120,120,117.12,117.12,122.63,120.34,120,116.28,116.28,119.29,49.42,25.09,116.28,120,120,120,122.91,25.09,25.09,25.09,117.12,120,120
2024-01-10T20:00+00:00,88354.99,161652.32,135183.14,109.13,106.73,109.35,105.72,109.5,109.76,109.76,109.76,107.12,107.71,25.32,107.71,109.13,109.2,109.37,115,109.13,109.13,109.13,109.13,109.13,109.13,109.13,109.13,109.13,107.12,107.12,113.86,110.93,97.3,100.52,100.52,107,46.85,25.32,100.52,109.71,107.71,109.35,112.44,25.32,25.32,25.32,107.12,109.12,109.46
2024-01-10T21:00+00:00,88291.53,152159.22,129598.59,104.17,99.6,104.86,102.43,104.45,104.49,104.49,104.49,83.1,101.32,24.43,101.32,104.86,104.39,104.86,103.8,105.37,105.37,105.37,105.37,105.37,105.37,105.37,105.37,105.37,83.1,83.1,104.9,110,91.3,89.46,89.46,99.12,44.9,24.72,89.46,105.92,101.32,104.86,107.7,24.43,24.43,24.43,83.1,104.17,104.86
2024-01-10T22:00+00:00,88321.38,143228.48,124616.5,95.66,90.93,95.83,97.53,95.79,96.03,90.9,96.03,30.07,92.68,21.5,92.68,95.83,95.54,95.83,90.59,103.62,103.62,103.62,103.62,103.62,103.62,103.62,103.62,103.62,30.07,30.07,104.07,105,82.31,85.04,85.04,92.16,42.91,24.26,85.04,96.09,92.68,95.83,100.94,21.5,21.5,21.5,30.07,95.39,95.83
2024-01-10T23:00+00:00,88361.42,131041.6,119237.41,91.75,91.75,91.75,92.31,91.75,91.75,91.75,91.75,83.1,91.75,21.09,91.75,91.75,91.75,91.75,88.96,91.75,91.75,91.75,91.75,91.75,91.75,91.75,91.75,91.75,83.1,83.1,94.3,100.31,91.75,88.9,88.9,84.11,37.83,25.63,88.9,91.75,91.75,91.75,94.75,21.09,21.09,21.09,83.1,91.75,91.75
2024-01-11T00:00+00:00,88402.46,124437.75,117710.75,88.59,88.59,88.59,89.51,88.59,88.59,88.59,88.59,74.1,86.18,21.85,88.59,88.59,88.59,88.59,86.34,88.6,88.6,88.6,88.6,88.6,88.6,88.6,88.6,88.6,74.1,74.1,90.48,92,88.59,85.84,85.84,82,38.5,25.89,85.84,88.59,86.18,88.59,90.37,21.85,21.85,21.85,21.85,88.59,88.59
2024-01-11T01:00+00:00,88411.49,122518.28,116940.96,87.25,87.25,87.25,87.18,87.25,87.25,87.25,87.25,24.39,82.1,24.39,87.25,87.25,87.25,87.25,86.84,87.25,87.25,87.25,87.25,87.25,87.25,87.25,87.25,87.25,24.39,24.39,90.08,90.99,87.25,84.54,84.54,82.11,40.75,25.98,84.54,87.65,82.1,87.25,87.13,24.39,24.39,24.39,24.39,87.25,87.25
2024-01-11T02:00+00:00,87990.52,122017.02,116174.83,82.38,82.38,82.38,86.25,82.38,82.38,82.38,82.38,40,80,27.01,82.38,82.38,82.38,82.38,84.66,82.38,82.38,82.38,82.38,82.38,82.38,82.38,82.38,82.38,40,40,90.07,89.19,82.38,79.83,79.83,81.01,44.46,27.01,79.83,87.62,80,82.38,84.3,27.01,27.01,27.01,27.01,82.38,82.38
2024-01-11T03:00+00:00,88201.11,123146.1,116123.81,82.1,80.72,82.06,86.69,82.12,81.95,81.95,81.95,68.47,79.6,28.77,80.6,82.06,82.03,82.07,84.66,83.61,83.61,83.61,83.61,83.61,83.61,83.61,83.61,83.61,68.47,68.47,90.14,86,81.2,79.57,79.57,81.53,50.31,28.77,79.57,87.69,79.6,82.06,84.64,28.77,28.77,28.77,28.77,82.02,82.08
2024-01-11T04:00+00:00,87652.61,128439.43,120027.72,88.69,85.65,90.35,90.33,88.98,89.36,89.36,89.36,34.36,81.1,34.36,86.92,90.35,88.91,88.84,86,90.35,90.35,90.35,90.35,90.35,90.35,90.35,90.35,90.35,34.36,34.36,97,93.72,79.6,83.75,83.75,82.96,51.98,34.36,83.75,90.02,81.1,90.35,91.45,34.36,34.36,34.36,34.36,88.73,88.83
2024-01-11T05:00+00:00,87665.19,143747.62,128890.96,101.45,97.88,111.57,104.83,101.57,102.07,102.07,102.07,99.62,85.91,41.94,99.36,111.57,102.93,101.41,84.66,103.1,103.1,103.1,103.1,103.1,103.1,103.1,103.1,103.1,99.62,99.62,106.41,108.83,90,86.74,86.74,88.96,58.95,41.94,86.74,107.99,85.91,111.57,105.47,41.94,41.94,41.94,99.62,102.01,100.84
2024-01-11T06:00+00:00,87662.23,159464.87,142296.17,116.96,116.87,122,121.45,116.82,116.86,116.86,116.86,114.06,102.05,53.51,116.89,116.89,117.71,116.83,92.97,116.89,116.89,116.89,116.89,116.89,116.89,116.89,116.89,116.89,114.06,114.06,119.2,121.06,116.87,110.07,110.07,113.35,70.06,53.51,101.63,116.53,102.05,122,119.99,53.51,53.51,53.51,114.06,117.26,116.47
2024-01-11T07:00+00:00,87628.51,164934.99,153161.05,141,141,141,142.42,141,141,141,141,137.62,113.84,69.38,141,141,141,141,128,139.22,141,141,141,141,141,141,139.22,141,137.62,137.62,130.23,130.15,141,136.63,136.63,119.64,71.92,59.5,136.63,125.98,113.84,141,130.27,59.5,59.5,89.99,137.62,141,141
2024-01-11T08:00+00:00,87493.58,164416.05,160946.53,129.16,129.16,129.16,130.11,129.16,129.16,129.16,129.16,126.06,110,89.57,129.16,114.67,129.16,129.16,133,129.16,129.16,129.16,129.16,129.16,129.16,129.16,129.16,129.16,126.06,126.06,124.96,124.88,129.16,125.03,125.03,121.63,71.64,64.2,125.03,124.13,110,129.16,124.72,64.2,64.2,125.03,126.06,129.16,129.16
2024-01-11T09:00+00:00,87637.87,161865.17,168868.8,113.65,113.65,113.65,115.45,113.65,113.65,113.65,113.65,110.92,97.63,110.01,113.65,103.77,113.65,113.65,126,113.65,113.65,113.65,113.65,113.65,113.65,113.65,113.65,113.65,110.92,110.92,114.85,115,113.65,110.01,110.01,113.58,72.16,71.23,110.01,113.65,97.63,113.65,114.6,71.23,71.23,110.01,110.92,113.65,113.65
2024-01-11T10:00+00:00,87628.03,157480.36,174822.52,106.48,106.48,106.48,105.77,106.48,106.48,106.48,106.48,103.92,86.18,103.29,106.48,103.86,106.48,106.48,118.08,106.48,106.48,106.48,106.48,106.48,106.48,106.48,106.48,106.48,103.92,103.92,107.2,107.24,106.48,103.29,103.29,106.08,74.91,74.91,103.29,106.48,86.18,106.48,109.27,74.91,74.91,103.29,103.92,106.48,106.48
2024-01-11T11:00+00:00,87645.43,154216.15,173438.58,99.38,99.38,99.38,100.68,99.38,99.38,99.38,99.38,97,83.89,96.3,99.38,99.38,99.38,99.38,112.79,99.38,99.38,99.38,99.38,99.38,99.38,99.38,99.38,99.38,97,97,102.48,103,99.38,96.3,96.3,97.37,73.37,73.37,96.3,99.38,83.89,99.38,103.86,73.37,73.37,96.3,97,99.38,99.38
2024-01-11T12:00+00:00,87621.45,153694.93,170530.05,99,99,99,100.66,99,99,99,99,99,82.18,99,99,99,99,99,113.27,99,99,99,99,99,99,99,99,99,99,99,104.45,103.6,99,95.93,95.93,96.05,73.69,73.69,95.93,99,82.18,99,103.59,73.69,73.69,95.93,99,99,99
2024-01-11T13:00+00:00,87610.71,154104.91,167103.61,105.98,105.98,105.98,105.21,105.98,105.98,105.98,105.98,105.98,83,105.98,105.98,105.98,105.98,105.98,113,105.98,105.98,105.98,105.98,105.98,105.98,105.98,105.98,105.98,105.98,105.98,107.2,107.79,105.98,102.69,102.69,100.27,73.82,73.82,102.69,105.98,83,105.98,106.52,73.82,73.82,102.69,105.98,105.98,105.98
2024-01-11T14:00+00:00,87681.51,159390.94,158327.16,117.51,115.38,119.08,116.63,117.81,117.96,117.96,117.96,124.1,85,124.1,113.71,119.08,117.68,117.68,123,113.71,113.71,113.71,113.71,113.71,113.71,113.71,113.71,113.71,124.1,124.1,114.35,114.31,117.31,114.3,114.3,110.37,71.03,71.03,114.3,118.01,85,119.08,116.16,71.03,71.03,117.96,117.96,117.48,117.68
2024-01-11T15:00+00:00,87657.75,163048.91,153939.27,133.01,118.57,147.05,125.62,133.94,137.35,137.35,137.35,141.86,97.63,141.86,106.55,147.05,138.09,147.05,135.62,120,120,120,120,120,120,120,120,120,141.86,141.86,122.2,128.3,132.62,133.09,133.09,123.3,62.89,62.89,133.09,128.97,97.63,147.05,129.98,62.89,62.89,137.35,137.35,134.83,139.57
2024-01-11T16:00+00:00,87644.47,167373.27,152922.88,147.04,136.43,158.09,139.26,148.44,150.09,150.09,150.09,155,118.5,155,126.87,158.09,148.58,149.12,150.4,128.75,128.75,128.75,128.75,128.75,128.75,128.75,128.75,128.75,155,155,136.05,140.64,147.06,145.44,145.44,131.83,59.44,58.79,145.44,134.35,118.5,158.09,140.21,59.44,59.44,150.09,150.09,147.12,147.93
2024-01-11T17:00+00:00,87675.95,170388.41,150498.5,136.8,136.7,142,140.23,136.64,136.69,136.69,136.69,200,128.93,200,136.72,142,137.58,136.66,188.3,136.72,136.72,136.72,136.72,136.72,136.72,136.72,136.72,136.72,200,200,136.37,139.25,136.7,132.45,132.45,131.91,59.21,51.19,132.45,134.42,128.93,142,137.75,59.21,59.21,136.69,136.69,137.11,136.27
2024-01-11T18:00+00:00,87434.16,171863.97,150113.66,132.31,132.31,132.31,133.02,132.31,132.31,132.31,132.31,145.44,132.31,145.44,132.31,132.31,132.31,132.31,171,132.31,132.31,132.31,132.31,132.31,132.31,132.31,132.31,132.31,145.44,145.44,132.19,136.15,132.31,128.21,128.21,124.22,54.19,47.55,128.21,132.31,132.31,132.31,133.81,54.19,54.19,132.31,132.31,132.31,132.31
2024-01-11T19:00+00:00,86918.38,168403.71,145986.13,117.77,117.9,122,116.64,117.24,117.88,117.88,118.95,123.51,117.93,123.51,117.93,122,119.67,122,135.7,117.93,117.93,117.93,117.93,117.93,117.93,117.93,117.93,117.93,123.51,123.51,119.96,120.1,117.88,114.22,114.22,113.82,49.58,47.23,97.25,118.95,117.93,122,117.77,49.58,49.58,117.88,118.95,118.68,119.51
2024-01-11T20:00+00:00,86856.2,159301.67,140185.51,107.19,107.19,107.19,105.48,107.19,107.19,107.19,107.19,108.2,108.33,108.2,107.19,107.19,107.19,107.19,113,107.19,107.19,107.19,107.19,107.19,107.19,107.19,107.19,107.19,108.2,108.2,111,107.35,107.19,103.76,103.76,100.79,46.31,46.31,101.32,107.19,108.33,107.19,106.22,46.31,46.31,103.76,107.19,107.19,107.19
2024-01-11T21:00+00:00,86940.03,148702.36,133818.46,100,100,105.98,101.9,100,100,100,100,100,100,100,100,105.98,100,100,103,105.98,105.98,105.98,105.98,105.98,105.98,105.98,105.98,105.98,100,100,101.96,108.1,100,94.49,94.49,94.99,43.9,43.9,94.49,114.72,100,100,99.47,43.9,43.9,94.49,100,100,100
2024-01-11T22:00+00:00,86950.26,138302.67,129103.66,95.98,91.22,99,94.71,96.63,97.22,97.22,97.22,96.97,93.26,96.97,93.26,99,96.12,96.4,94,99,99,99,99,99,99,99,99,99,96.97,96.97,94.84,102.99,81,85.74,85.74,87.9,42.01,41.49,85.74,107.19,93.26,96.36,92.72,42.01,42.01,85.74,96.97,96.01,96.54
2024-01-11T23:00+00:00,86965.57,128509.84,123011.17,90.42,87.92,92.99,87.9,90.76,91.04,91.04,91.04,90.94,88.98,90.94,88.98,92.99,90.49,90.64,96.19,101.46,101.46,101.46,101.46,101.46,101.46,101.46,101.46,101.46,90.94,90.94,90.08,94.2,82.12,86.53,86.53,84.57,44.96,44.1,86.53,90.94,88.98,90.62,90.53,44.96,44.96,86.53,90.94,90.44,90.72
2024-01-12T00:00+00:00,86998.25,124277.85,118822.86,87.69,85.54,93,85.53,87.98,88.22,88.22,88.22,88.13,86.45,88.13,86.45,93,87.75,87.87,94.98,95.64,95.64,95.64,95.64,95.64,95.64,95.64,95.64,95.64,88.13,88.13,88.71,85.54,80.63,83.3,83.3,81.66,45.08,43.8,83.3,88.13,86.45,87.86,89.41,45.08,45.08,83.3,86.11,87.7,87.94
2024-01-12T01:00+00:00,87011.16,122970.07,117886.58,85.4,84.86,85.68,85.33,85.43,85.22,85.22,85.22,86.3,84.99,86.3,84.99,85.68,85.55,85.68,100,91.2,91.2,91.2,91.2,91.2,91.2,91.2,91.2,91.2,86.3,86.3,87.18,84.53,83.13,81.25,81.25,79.81,45.02,43.81,81.25,86.3,84.99,85.68,86.63,45.02,45.02,81.25,83.17,85.5,85.78
2024-01-12T02:00+00:00,87010.79,121152.16,117840.19,84.67,82.07,85.36,83.92,84.92,84.63,84.63,84.63,86.85,83,86.85,83,85.36,85.01,85.36,99.21,89.9,89.9,89.9,89.9,89.9,89.9,89.9,89.9,89.9,86.85,86.85,84.65,85.3,77.29,79.84,79.84,76.79,44.45,44.08,79.84,86.85,83,85.36,84.72,44.45,44.45,79.84,82.6,84.88,85.62
2024-01-12T03:00+00:00,87025.83,121525.24,118104.84,85.81,82.21,87.77,84.47,85.93,84.34,84.34,84.34,92.24,83.14,92.24,83.14,87.77,86.91,87.73,99.21,88.59,88.59,88.59,88.59,88.59,88.59,88.59,88.59,88.59,92.24,92.24,83.84,84.49,78,79.98,79.98,76.3,44.12,44.12,79.98,92.24,83.14,87.77,82.95,44.12,44.12,79.98,82.32,86.51,88.47
2024-01-12T04:00+00:00,86575.15,127013.21,122274.34,89.99,83.17,94.76,86.55,89.34,85.32,84.24,85.32,103.41,85,103.41,85,94.76,92.53,93.79,98.01,94.76,94.76,94.76,94.76,94.76,94.76,94.76,94.76,94.76,103.41,103.41,86.07,89.97,79.18,81.8,81.8,80.13,44.18,44.18,81.8,103.41,85,94.76,88.26,44.18,44.18,81.8,83.27,91.56,95.18
