Date (UTC),Nuclear,Non-Renewable,Renewable,Day Ahead Auction (AT),Day Ahead Auction (BE),Day Ahead Auction (BG),Day Ahead Auction (CH),Day Ahead Auction (CZ),Day Ahead Auction (DE-LU),Day Ahead Auction (DK1),Day Ahead Auction (DK2),Day Ahead Auction (EE),Day Ahead Auction (ES),Day Ahead Auction (FI),Day Ahead Auction (FR),Day Ahead Auction (GR),Day Ahead Auction (HR),Day Ahead Auction (HU),Day Ahead Auction (IE(SEM)),Day Ahead Auction (IT-Calabria),Day Ahead Auction (IT-Centre-North),Day Ahead Auction (IT-Centre-South),Day Ahead Auction (IT-North),Day Ahead Auction (IT-SACOAC),Day Ahead Auction (IT-SACODC),Day Ahead Auction (IT-Sardinia),Day Ahead Auction (IT-Sicily),Day Ahead Auction (IT-South),Day Ahead Auction (LT),Day Ahead Auction (LV),Day Ahead Auction (ME),Day Ahead Auction (MK),Day Ahead Auction (NL),Day Ahead Auction (NO1),Day Ahead Auction (NO2),Day Ahead Auction (NO2NSL),Day Ahead Auction (NO3),Day Ahead Auction (NO4),Day Ahead Auction (NO5),Day Ahead Auction (PL),Day Ahead Auction (PT),Day Ahead Auction (RO),Day Ahead Auction (RS),Day Ahead Auction (SE1),Day Ahead Auction (SE2),Day Ahead Auction (SE3),Day Ahead Auction (SE4),Day Ahead Auction (SI),Day Ahead Auction (SK)
2024-01-01T12:00+00:00,74654.23,58034.01,177440.51,2.58,2,3.24,9.31,2.53,1.96,44.29,44.29,61.14,2.06,61.14,2.06,3.24,2.94,3.22,125.58,98.16,98.16,98.16,98.16,98.16,98.16,98.16,98.16,98.16,61.14,61.14,25.07,30,1.97,59.82,59.82,61.99,44.29,38.14,59.82,79.79,2.06,3.24,7.04,44.29,44.29,44.29,44.29,2.83,3.44
2024-01-01T13:00+00:00,74475.67,58611.01,173448.9,5.29,1.35,9.85,11.51,4.89,1.04,46.24,46.24,60.34,1.73,60.34,1.73,65.1,7.86,9.73,118.72,98.17,98.17,98.17,98.17,98.17,98.17,98.17,98.17,98.17,60.34,60.34,60.06,69.44,1.13,62.06,62.06,62,46.24,38.14,62.06,82.68,1.73,9.85,13.07,46.24,46.24,46.24,46.24,7.04,11.18
2024-01-01T14:00+00:00,74788.59,60028.82,167985.4,22.22,4.13,39.22,20.41,24.04,3.66,50.61,50.61,77.56,5.72,77.56,5.72,96.91,31.9,38.66,106.43,105.54,105.54,105.54,105.54,105.54,105.54,105.54,105.54,105.54,77.56,77.56,59.12,40,3.19,62.52,62.52,68.05,50.61,38.14,62.52,77.56,5.72,39.22,38.75,50.61,50.61,50.61,50.61,28.49,43.85
2024-01-01T15:00+00:00,76039.99,62734.59,163066.05,47.61,27.96,53.13,29.09,49.26,43.06,59.47,59.47,68.4,18.49,68.4,18.49,97.44,49.32,53.17,100,110,110,110,110,110,110,110,110,110,68.4,68.4,93.12,69.73,40,63.19,63.19,68.61,59.47,39.55,63.19,75.46,18.49,53.13,57.06,59.47,59.47,59.47,59.47,47.48,55.61
2024-01-01T16:00+00:00,78700.44,65543.95,162185.81,56.53,50.37,61.37,42.1,57.21,49.93,64.99,64.99,74.16,37,74.16,37,94,58.44,61.26,115,120.04,120.04,120.04,120.04,120.04,120.04,120.04,120.04,120.04,74.16,74.16,111.24,71.73,84.46,64.99,64.99,66.62,64.99,40.25,64.99,74.16,37,61.37,67.17,64.99,64.99,64.99,64.99,57.11,63.03
2024-01-01T17:00+00:00,81293.51,65791.47,158971.85,59.06,53.76,60.67,48.83,59.85,58,61.74,61.74,65.01,47.5,65.01,47.5,98.58,59.47,60.7,125,131.5,131.5,131.5,131.5,131.5,131.5,131.5,131.5,131.5,65.01,65.01,113.79,57.09,61.74,63.58,63.58,66,61.74,38.14,63.58,74.16,47.5,60.67,62.49,61.74,61.74,61.74,61.74,58.91,61.39
2024-01-01T18:00+00:00,81918.99,65161.54,159870.72,55.01,56.77,65,43.31,54.76,54.25,61.27,55.07,55.91,54.97,55.91,54.97,101.03,54.96,54.94,102.53,132,132,132,132,132,132,132,132,132,55.91,55.91,115.79,59.51,61.27,63.1,63.1,65.37,55.07,38.14,63.1,75.61,54.97,54.96,50.09,55.07,55.07,55.07,55.07,54.97,54.94
2024-01-01T19:00+00:00,81660.68,64702.4,159394.19,48.76,51.4,50.01,42.59,48.41,48.01,59.97,48.01,48.15,60.9,48.15,48.61,105.72,48.57,48.47,85.61,127.75,127.75,127.75,127.75,127.75,127.75,127.75,127.75,127.75,48.15,48.15,111.24,30,59.97,62.15,62.15,61.99,48.01,35.56,62.15,86.1,60.9,48.47,46.69,48.01,48.01,48.01,48.01,48.61,48.4
2024-01-01T20:00+00:00,80944.16,62898.35,156240.9,41.36,35.39,50.01,35,42.27,42.95,54.92,44.01,64.94,60,64.94,24.88,101.06,44.56,40.6,74.12,113.48,113.48,113.48,113.48,113.48,113.48,113.48,113.48,113.48,64.94,64.94,107.9,32.88,54.92,58.27,58.27,58.46,44.01,35.56,58.27,86.02,60,9.85,43.35,44.01,44.01,44.01,44.01,42.15,40.46
2024-01-01T21:00+00:00,80348.6,61314.31,151943.06,45.95,40.74,43,34.01,46.32,47.09,47.65,45.2,53.6,47.5,53.6,35.89,103.19,49.91,44.92,65.97,109.18,109.18,109.18,109.18,109.18,109.18,109.18,109.18,109.18,45.2,45.2,96.29,99.15,47.65,52.58,52.58,53.06,45.2,35.56,52.58,81.21,47.5,9.85,41.66,45.2,45.2,45.2,45.2,47.34,44.59
2024-01-01T22:00+00:00,80380.41,58987.48,146731.16,35.55,35.55,35.55,26.07,35.55,35.55,35.55,38,43.99,42.09,43.99,35.55,99.05,35.55,35.55,40.7,107.2,107.2,107.2,107.2,107.2,107.2,107.2,107.2,107.2,38,38,96.24,100,35.55,44.03,44.03,57,38,35.01,50.93,77.26,42.09,35.55,35.88,38,38,38,38,35.55,35.55
2024-01-01T23:00+00:00,79473.16,56232.86,142736.16,29.22,23.92,29.38,22.24,30.07,30.59,30.59,38,55.5,37.8,55.5,19.49,55,28.88,29.48,30,105.49,105.49,105.49,105.49,105.49,105.49,105.49,105.49,105.49,38,38,93.34,107.65,29.39,38,38,42.21,38,32.65,60.28,82.35,37.8,29.38,37.87,38,38,38,38,28.59,29.71
2024-01-02T00:00+00:00,78725.15,54523.23,139522.53,19.58,17.7,19.64,14,19.89,20.07,20.07,33.56,49.94,25,49.94,16.12,90.09,19.46,19.67,28.39,90.09,90.09,90.09,90.09,90.09,90.09,90.09,90.09,90.09,33.56,33.56,89.63,90.73,19.6,33.56,33.56,30.37,33.56,32.74,58.45,81.39,25.61,19.64,31.25,33.56,33.56,33.56,33.56,19.36,19.76
2024-01-02T01:00+00:00,78973.18,54972.35,137301.59,27.57,12.39,27.65,11.32,29.6,31.03,31.03,32.03,47.26,3.99,47.26,0.06,84.27,26.23,27.92,35,84.27,84.27,84.27,84.27,84.27,84.27,84.27,84.27,84.27,32.03,32.03,76.87,40.65,27.33,32.03,32.03,28.14,32.03,32.03,58.14,81.04,20.61,27.65,26.09,32.03,32.03,32.03,32.03,25.45,28.56
2024-01-02T02:00+00:00,77587.58,56011.87,135667.11,15.67,7.35,16.38,9.66,17.54,18.39,18.39,32.29,53.5,14,53.5,0.02,40.82,15.55,16.54,44.82,84.27,84.27,84.27,84.27,84.27,84.27,84.27,84.27,84.27,53.5,53.5,74.78,29.26,16.2,32.29,32.29,26.67,32.29,32.29,57.55,81.46,14.54,16.38,24.04,32.29,32.29,32.29,32.29,15.07,16.92
2024-01-02T03:00+00:00,75401.33,57124.35,138145.84,9.69,4.19,9.85,10.01,10.55,11.08,11.08,36.7,76.48,10,76.48,0.01,84.27,9.34,9.95,51.87,84.27,84.27,84.27,84.27,84.27,84.27,84.27,84.27,84.27,76.48,76.48,74.71,31.05,9.5,36.7,36.7,25.81,36.7,33.22,58.1,90.75,13.21,9.85,26.1,36.7,36.7,36.7,36.7,9.06,10.17
2024-01-02T04:00+00:00,75150.13,60041.7,142330.99,27.59,4.75,65.02,11.36,28.22,13.78,13.78,41.72,180.05,14.54,180.05,0.09,100,32.31,38.51,68.94,100,100,100,100,100,100,100,100,100,180.05,180.05,70.02,38.61,11.2,41.72,41.72,26.61,41.72,38.18,59.3,91.67,14.54,38.77,31.47,41.72,41.72,41.72,41.72,29.45,42.27
2024-01-02T05:00+00:00,75753.44,66569.22,150119.26,45.09,31.59,108.28,19.89,47.13,47.63,47.63,49.18,250.01,36.29,250.01,20.74,108.28,44.49,46.22,90,108.28,108.28,108.28,108.28,108.28,108.28,108.28,108.28,108.28,110.09,110.09,70.06,57.39,44.43,49.18,49.18,41.98,49.18,41.83,58.55,91.78,36.29,46,40.2,49.18,49.18,49.18,49.18,43.69,46.94
2024-01-02T06:00+00:00,80032.88,72171.12,162204.32,65.89,49.96,113.85,40.56,65.43,58.1,58.1,58.75,483.08,44.7,483.08,44.7,113.85,69.28,73.84,110,113.85,113.85,113.85,113.85,113.85,113.85,113.85,113.85,113.85,483.08,483.08,70.08,69.2,56.56,62.04,62.04,56.71,58.75,44.42,62.04,94.89,44.7,73.93,50.06,58.75,58.75,58.75,58.75,67.3,76.73
2024-01-02T07:00+00:00,81878.69,75918.73,175051.28,70.99,58.46,107.42,48.36,71.3,65.67,65.67,65.67,300.07,53.78,300.07,53.78,107.42,74.26,77.86,121.02,126.9,126.9,126.9,126.9,126.9,126.9,126.9,126.9,126.9,250.03,250.03,76.34,67.88,64.28,65.67,65.67,66.52,65.67,44.44,65.67,94.23,53.78,77.9,55.88,65.67,65.67,65.67,65.67,72.6,80.12
2024-01-02T08:00+00:00,82072.62,76833.9,183529.18,69.95,59.05,76.35,51.81,70.16,64.73,64.73,66.11,250.01,54.23,250.01,54.23,76.36,72.95,76.31,140.4,119.5,119.5,119.5,119.5,119.5,119.5,119.5,119.5,119.5,120,120,78.34,75,66.12,66.8,66.8,72.72,66.11,44.44,66.8,91.74,54.23,76.35,54.07,66.11,66.11,66.11,66.11,71.49,78.46
2024-01-02T09:00+00:00,82399.84,75261.72,193335.48,70.63,68.65,75.6,51.89,71.77,68.98,68.98,68.98,241.94,50,241.94,50,75.6,72.61,75.65,150,110.6,110.6,110.6,110.6,110.6,110.6,110.6,110.6,110.6,110.02,110.02,74.64,73.73,70.6,71.08,71.08,75.9,68.98,44.41,71.08,87.51,50,75.6,52.12,68.98,68.98,68.98,68.98,71.29,77.51
2024-01-02T10:00+00:00,83006.97,75052.83,197760.32,73.97,74.18,77.87,55.87,75.33,73.54,73.54,73.54,159.47,52.2,159.47,52.2,77.87,75.33,78,135.7,108.28,108.28,108.28,108.28,108.28,108.28,108.28,108.28,108.28,98.1,98.1,75.99,62.07,78.8,73.54,73.54,77.36,73.54,44.41,73.54,87.38,52.2,77.87,51.39,73.54,73.54,73.54,73.54,74.15,79.66
2024-01-02T11:00+00:00,83194.65,75486.61,199970.6,77.85,65.02,80.27,58.49,79.71,78.16,78.16,78.16,149.99,45,149.99,45,80.27,77.84,80.54,119.66,105.88,105.88,105.88,105.88,105.88,105.88,105.88,105.88,105.88,128.1,128.1,75.99,57.46,99.9,78.16,78.16,74.04,78.16,44.87,78.16,87.39,45,80.27,55.63,78.16,78.16,78.16,78.16,76.63,81.93
2024-01-02T12:00+00:00,83178.77,75922.07,200783.92,78.6,64.71,81.27,61.17,80.61,78.87,78.87,78.87,149.99,43,149.99,43,81.27,78.61,81.55,115,100.15,100.15,100.15,100.15,100.15,100.15,100.15,100.15,100.15,100.1,100.1,74.95,59.85,102.5,78.87,78.87,71.8,78.87,47.06,78.87,89.07,43,81.27,56.95,78.87,78.87,78.87,78.87,77.3,83.02
2024-01-02T13:00+00:00,83244.67,78402.73,198937.53,80.4,66.74,85.03,64.98,82.18,79.24,79.24,79.24,165.8,43,165.8,43,95.12,80.8,84.21,109,108.28,108.28,108.28,108.28,108.28,108.28,108.28,108.28,108.28,100.09,100.09,79.49,58.31,110.6,79.24,79.24,72.56,79.24,48.87,79.24,94.14,43,83.94,59.21,79.24,79.24,79.24,79.24,79.32,85.98
2024-01-02T14:00+00:00,83246.57,80071.45,196935.13,81,64.43,102.56,67.44,83.04,79.96,79.96,79.96,250.02,40.99,250.02,40.99,102.56,81.86,85.59,99,110,110,110,110,110,110,110,110,110,97.14,97.14,88.65,71.94,105.7,79.96,79.96,78.02,79.96,49.63,79.96,97.14,40.99,85.31,72.07,79.96,79.96,79.96,79.96,80.06,87.67
2024-01-02T15:00+00:00,83285.06,81988.53,196560.59,83.56,65.04,87.85,72.51,85.91,83.46,81.46,81.46,226.21,43.66,226.21,43.66,102.38,84.43,88.12,95.73,112.8,112.8,112.8,112.8,112.8,112.8,112.8,112.8,112.8,99.25,99.25,110.64,90,100.7,81.46,81.46,80.43,81.46,46.37,81.46,99.25,43.66,87.85,91.48,81.46,81.46,81.46,81.46,82.61,90.19
2024-01-02T16:00+00:00,83785.32,82785.81,197580.28,82.96,73.85,86.04,75.8,84.07,80.92,80.92,80.92,196.9,52.2,196.9,52.2,103.32,83.57,86.21,110,129.99,129.99,129.99,129.99,129.99,129.99,129.99,129.99,129.99,94.89,94.89,110.7,90,118.93,80.92,80.92,81,80.92,44.47,80.92,94.89,52.2,86.04,101.06,80.92,80.92,80.92,80.92,82.12,87.77
2024-01-02T17:00+00:00,83769.53,83947.4,196407.66,77.28,66.62,81.49,67.84,78.11,74.95,74.95,74.95,250.01,57.77,250.01,57.77,103.58,79.04,81.53,125.63,130,130,130,130,130,130,130,130,130,91.7,91.7,104.42,90,81.3,74.95,74.95,80.79,74.95,44.02,74.95,91.7,57.77,81.49,83.07,74.95,74.95,74.95,74.95,77.66,83.15
2024-01-02T18:00+00:00,83819.15,80833.31,197335.84,68.93,64.36,75.17,60.03,68.82,63.18,63.18,63.18,196.91,62.45,196.91,62.45,106.06,72.64,75.01,115,124.29,124.29,124.29,124.29,124.29,124.29,124.29,124.29,124.29,88.52,88.52,92.08,90,70.1,66.77,66.77,72.6,63.18,42.6,66.77,88.52,62.45,75.17,65.17,63.18,63.18,63.18,63.18,71.3,76.81
2024-01-02T19:00+00:00,84020.17,77705.79,196054.1,58.85,60,65.01,48.26,58.56,57.11,57.11,57.11,105.7,58,105.7,58,104.96,59.51,59.91,101.43,111.26,111.26,111.26,111.26,111.26,111.26,111.26,111.26,111.26,100.06,100.06,111.66,90,66.7,64.92,64.92,75.69,57.11,44.46,64.92,87.37,58,59.95,58.07,57.11,57.11,57.11,57.11,59.29,60.22
2024-01-02T20:00+00:00,83949.51,73456.46,192513.02,47.84,49.5,65.01,33.12,47.61,46.89,46.89,48.04,149.52,52.83,149.52,47.9,102.2,47.93,47.98,97.09,108.28,108.28,108.28,108.28,108.28,108.28,108.28,108.28,108.28,100.02,100.02,101.66,88.63,54.9,64.43,64.43,70.9,48.04,42.91,64.43,87.94,52.83,47.99,50.04,48.04,48.04,48.04,48.04,47.9,48.02
2024-01-02T21:00+00:00,82945.84,68885.7,186736.89,41.05,44.19,101.97,28.8,40.62,40,40,40,90.38,46.26,90.38,41.67,101.97,41.06,41.04,87.16,106,106,106,106,106,106,106,106,106,40.99,40.99,93.66,90,53.18,62.61,62.61,70.01,45.43,40.44,62.61,91.82,46.26,41.04,36.03,40.99,40.99,40.99,40.99,41.08,40.93
2024-01-02T22:00+00:00,82304.42,63670.72,182452.21,20.42,26.83,92.41,18.01,17.77,7.43,21.81,30,86.69,40.1,86.69,21.42,92.41,25.48,25.48,76.9,92.41,92.41,92.41,92.41,92.41,92.41,92.41,92.41,92.41,38.35,38.35,89.16,90,54.9,59.16,59.16,60.42,42.5,38.18,59.24,83.49,40.1,37.54,24.78,38.35,38.35,38.35,38.35,23.38,25.28
2024-01-02T23:00+00:00,81019.73,58034.02,175616.08,11.43,0,19.44,19.45,11.81,-0.08,1.04,20,49.08,6.8,49.08,1.29,82.5,15.45,19.2,77.41,82.5,82.5,82.5,82.5,82.5,82.5,82.5,82.5,82.5,49.08,49.08,70.08,103.01,-0.39,58,58,58.71,40.8,40.44,58,70.97,6.8,19.44,27.01,40.8,40.8,40.8,40.8,13.45,21.93
2024-01-03T00:00+00:00,80983.42,56424.68,172872.66,10.2,-1.23,18.16,15.14,10.64,-1.23,-0.01,15.87,56.76,3.2,56.76,0.1,70.1,14.21,17.93,81.12,70.1,70.1,70.1,70.1,70.1,70.1,70.1,70.1,70.1,49.06,49.06,70.08,79.44,-1.61,58.39,58.39,61.61,39.21,38.27,58.39,70.3,3.2,18.16,20.64,39.21,39.21,39.21,39.21,12.21,20.69
2024-01-03T01:00+00:00,80177.28,55852.1,171034.81,9.65,-1.26,17.26,11.35,10.09,-1.3,0,15.88,56.11,3.2,56.11,-0.01,50.21,13.58,17.04,79.58,50.21,50.21,50.21,50.21,50.21,50.21,50.21,50.21,50.21,49.05,49.05,12.26,77.93,-1.39,58.41,58.41,61.68,37.36,33.73,58.41,69.23,3.2,17.26,17.16,37.36,37.36,37.36,37.36,11.57,19.77
2024-01-03T02:00+00:00,79603.52,54779,166888.86,9.4,-1.31,16.83,11.32,9.76,-1.31,-0.01,15.88,57.96,3.2,57.96,-0.05,40,13.33,16.62,78.41,40,40,40,40,40,40,40,40,40,49.05,49.05,11.32,11.35,-1.31,55.84,55.84,60.05,36.17,33.59,55.84,68.84,3.2,16.83,11.44,36.17,36.17,36.17,36.17,11.3,19.08
2024-01-03T03:00+00:00,79390.55,55063.02,166568.26,9.96,-1.39,17.84,11.3,10.42,-1.31,0,15.94,70.17,3.2,70.17,-0.05,50,14.01,17.58,78.78,50,50,50,50,50,50,50,50,50,49.07,49.07,13.2,10.32,-1.39,54.53,54.53,59.08,38.21,35.65,54.53,69.48,3.2,17.84,12.21,38.21,38.21,38.21,38.21,11.94,20.47
2024-01-03T04:00+00:00,78938.31,57338.47,170078.47,10.6,-1.26,20.03,23.61,11.72,-1.38,0.02,20.04,86.7,2.21,86.7,0.1,75,15.72,19.71,76.9,75,75,75,75,75,75,75,75,75,86.7,86.7,31.08,75.21,-1.95,58.41,58.41,63.81,42.58,40.15,58.41,70.39,2.21,20.03,32.07,42.58,42.58,42.58,42.58,13.41,22.82
2024-01-03T05:00+00:00,79305.1,61927.46,185892.6,21.92,2.58,65.01,51.91,36.04,1.09,1.09,49.44,118.79,4.78,118.79,4.78,95.46,29.1,34.36,89.85,95.46,95.46,95.46,95.46,95.46,95.46,95.46,95.46,95.46,95.05,95.05,79.64,87.42,1.05,62.7,62.7,69.11,49.44,44.56,62.7,91.04,4.78,34.1,52.97,49.44,49.44,49.44,49.44,26.52,37.74
2024-01-03T06:00+00:00,81191.76,68186.78,196904.57,43.27,40.8,75.12,60.02,43.58,40.59,40.59,53.53,131.51,45.42,131.51,41.04,107.15,45.07,46.28,110.73,108.28,108.28,108.28,108.28,108.28,108.28,108.28,108.28,108.28,131.51,131.51,91.04,99.12,40.63,64.81,64.81,73.43,53.53,44.53,64.81,91.67,45.42,46.35,71.5,53.53,53.53,53.53,53.53,44.5,47.24
