Date (UTC),Nuclear,Non-Renewable,Renewable,Day Ahead Auction (AT),Day Ahead Auction (BE),Day Ahead Auction (BG),Day Ahead Auction (CH),Day Ahead Auction (CZ),Day Ahead Auction (DE-LU),Day Ahead Auction (DK1),Day Ahead Auction (DK2),Day Ahead Auction (EE),Day Ahead Auction (ES),Day Ahead Auction (FI),Day Ahead Auction (FR),Day Ahead Auction (GR),Day Ahead Auction (HR),Day Ahead Auction (HU),Day Ahead Auction (IE(SEM)),Day Ahead Auction (IT-Calabria),Day Ahead Auction (IT-Centre-North),Day Ahead Auction (IT-Centre-South),Day Ahead Auction (IT-North),Day Ahead Auction (IT-SACOAC),Day Ahead Auction (IT-SACODC),Day Ahead Auction (IT-Sardinia),Day Ahead Auction (IT-Sicily),Day Ahead Auction (IT-South),Day Ahead Auction (LT),Day Ahead Auction (LV),Day Ahead Auction (NL),Day Ahead Auction (NO1),Day Ahead Auction (NO2),Day Ahead Auction (NO2NSL),Day Ahead Auction (NO3),Day Ahead Auction (NO4),Day Ahead Auction (NO5),Day Ahead Auction (PL),Day Ahead Auction (PT),Day Ahead Auction (RO),Day Ahead Auction (RS),Day Ahead Auction (SE1),Day Ahead Auction (SE2),Day Ahead Auction (SE3),Day Ahead Auction (SE4),Day Ahead Auction (SI),Day Ahead Auction (SK)
,Power (MW),Power (MW),Power (MW),"Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)"
2022-11-10T05:00+00:00,66011.02,119203.86,116249.95,209.32,153.19,250.97,197.27,209.32,153.19,151.27,151.27,153.92,130.31,153.92,159.49,250.97,250,249.24,0,250,250,250,250,250,250,250,250,250,279.31,279.31,151.27,29.02,29.02,35.69,27.61,18.69,29.02,163.35,130.31,250.97,221.74,43.17,43.17,43.17,43.17,250,249.24
2022-11-10T06:00+00:00,65886.12,129281.88,127276.83,224.96,184.07,295.81,210.56,237,182.06,181.85,181.85,172.89,146.46,172.89,190.18,295.81,295.72,290.42,27,300,300,300,300,300,300,300,300,300,256.31,256.31,181.85,35.76,35.76,45.87,33.91,22.4,35.76,164.3,146.46,295.81,247.07,89.47,89.47,89.47,89.47,300,290.42
2022-11-10T07:00+00:00,65775.6,133134.56,134600.2,228.05,200.95,290.87,212.77,246.2,199.12,199.12,199.12,143.79,155.01,137.72,208.09,290.87,300.59,284.43,90.77,309.89,309.89,309.89,309.89,309.89,309.89,309.89,309.89,309.89,271.62,271.62,199.12,44.02,44.02,47.89,44.02,44.02,44.02,168.66,155.01,290.87,257.31,89.66,89.66,89.66,89.66,309.89,284.43
2022-11-10T08:00+00:00,65720.52,131495.69,143097.68,220,167.52,294.86,206.57,258.39,167.52,155.16,167.52,275.64,141.42,136.78,206.04,294.86,292.72,292.22,122,294.86,294.86,294.86,294.86,294.86,294.86,294.86,294.86,294.86,385.99,385.99,155.16,37.12,37.12,46.43,37.12,37.12,37.12,165.47,141.42,294.86,241.97,86.05,86.05,86.05,86.05,294.86,303.01
2022-11-10T09:00+00:00,65874.73,127556.04,153028.43,219.94,115.9,254.66,204.64,231.55,124.34,75.95,124.34,147.1,130.61,147.1,167.65,254.66,254.36,254.78,113,254.78,254.78,254.78,254.78,254.78,254.78,254.78,254.78,254.78,245.24,245.24,105.77,35.32,35.32,44.99,35.32,35.32,35.32,161.98,130.61,254.66,224.48,75.57,75.57,75.57,75.57,254.78,259.1
2022-11-10T10:00+00:00,66691.08,123833.27,159774.26,219.5,95.14,246.55,202.65,239.68,123.34,64.69,123.34,163.7,116,163.7,185.92,246.55,255.02,280.87,102.96,246.55,246.55,246.55,246.55,246.55,246.55,246.55,246.55,246.55,430.39,430.39,87.49,33.29,33.29,43.61,33.29,33.29,33.29,159.6,116,278.05,219.97,64.69,64.69,64.69,64.69,244.94,297.79
2022-11-10T11:00+00:00,66769.94,122703.72,164009.96,211.94,82.1,240.97,199.1,211.94,89.52,43.51,89.52,278.8,114.56,174.99,115.8,240.97,244.32,253,100,240.97,240.97,240.97,240.97,240.97,240.97,240.97,240.97,240.97,278.8,278.8,80.72,33.16,33.16,39.74,30.18,24.18,33.16,156.26,114.56,251.4,219.93,43.51,43.51,43.51,43.51,240.97,257.48
2022-11-10T12:00+00:00,66714.62,123251.42,162050.99,211.95,92.3,244.39,199.67,220,101.24,41.09,101.24,256.36,113.75,175.96,113.75,244.39,244.93,249.71,99,244.39,244.39,244.39,244.39,244.39,244.39,244.39,244.39,244.39,256.36,256.36,88.31,31.97,31.97,37.44,29.01,29.01,31.97,157.02,113.75,248.75,219.99,41.09,41.09,41.09,41.09,243.35,254.7
2022-11-10T13:00+00:00,66701.87,125190.02,153307.79,209.98,118.48,280,200.41,258,126.98,35.29,85.82,285.14,110,179.72,143.82,280,279.54,280,108,280,280,280,280,280,280,280,280,280,285.14,285.14,112.92,30.93,30.93,37.42,22.22,22.22,30.93,164.51,110,280,227.96,35.29,35.29,35.29,35.29,280,284.57
2022-11-10T14:00+00:00,67047.59,129664.55,143051.04,218.15,134.22,331.53,201.69,297,153.24,30.76,30.76,423.01,110.4,244.29,161.33,331.53,325.3,329.77,106.59,325.3,325.3,325.3,325.3,325.3,325.3,325.3,325.3,325.3,423.01,423.01,152.92,29.5,29.5,37.33,18.92,18.68,29.5,170.1,110.4,331.53,251.54,30.76,30.76,30.76,30.76,325.3,346.46
2022-11-10T15:00+00:00,67080.92,134768.94,133984.75,250.06,183.3,327.35,203.51,338.73,184.65,31.14,31.14,256.39,132.74,256.39,197.19,327.35,325.27,327.35,99,325.3,325.3,325.3,325.3,325.3,325.3,325.3,325.3,325.3,256.39,256.39,183.3,30.23,30.23,38.53,18.98,18.98,30.23,172.18,132.74,327.35,267.78,31.14,31.14,31.14,31.14,325.3,342.5
2022-11-10T16:00+00:00,67709.44,137725.4,130582.85,269.67,201.27,359.99,213.7,376.94,197.44,29.97,29.97,256.4,155.39,256.4,213.53,359.99,356.16,359.99,140,359.99,359.99,359.99,353,359.99,359.99,359.99,359.99,359.99,256.4,256.4,195.64,29.1,29.1,38.89,18.48,18.48,29.1,172.33,155.39,359.99,291.38,29.97,29.97,29.97,29.97,353,374.44
2022-11-10T17:00+00:00,67760.33,137249.52,131881.33,232.1,200.05,326.1,211.52,278.73,198.24,23.13,23.13,221,178,221,206.89,326.1,283.08,278.84,156.12,326.1,326.1,326.1,326.1,326.1,326.1,326.1,326.1,326.1,312.21,312.21,197.55,22.46,22.46,36.35,17.95,17.95,22.46,172.22,178,326.1,278.36,22.46,22.46,22.46,22.46,276.07,278.84
2022-11-10T18:00+00:00,67321.02,136123.17,137583.61,211.9,169.99,237.6,204.36,219,181.95,17.42,17.42,196.31,199.39,196.31,199.39,309.89,227.94,237.6,132,309.89,309.89,309.89,309.89,309.89,309.89,309.89,309.89,309.89,304.08,304.08,175.16,16.92,16.92,33.24,17.41,17.41,16.92,164.85,199.39,237.6,254.79,17.42,17.42,17.42,17.42,223.3,244.82
2022-11-10T19:00+00:00,67206.97,132945.25,131941.53,204.97,145.24,246.38,195.05,210.6,145.07,16.4,16.4,181.09,190.38,181.09,190.38,257.79,231.68,247.09,112.47,257.79,257.79,257.79,257.79,257.79,257.79,257.79,257.79,257.79,363.41,256.36,135.23,15.93,15.93,29.92,16.4,16.4,15.93,160.51,190.38,246.38,235.08,16.4,16.4,16.4,16.4,224.72,259.31
2022-11-10T20:00+00:00,66798.72,125160.2,128140.07,200,116.86,228.46,193.88,186.81,125.35,14.13,14.13,184.9,167.9,184.9,167.9,238.47,217.62,228.31,101.87,238.47,238.47,238.47,238.47,238.47,238.47,238.47,238.47,238.47,331.06,331.06,104.01,13.72,13.72,26.41,14.13,14.13,13.72,144.57,167.9,228.46,214.4,14.13,14.13,14.13,14.13,213,237.93
2022-11-10T21:00+00:00,66419.22,116829.78,122261.07,178.16,131.86,182.92,177.44,200,121.98,11.68,11.68,143.74,139.92,143.74,139.92,232.02,180.5,184.51,89.47,232.02,232.02,232.02,232.02,232.02,232.02,232.02,232.02,232.02,160.51,160.51,124.63,11.68,11.68,22.56,11.68,11.68,11.68,160.51,139.92,182.92,200.09,11.68,11.68,11.68,11.68,178.3,184.09
2022-11-10T22:00+00:00,66105.5,108742.82,119073.03,150.02,113.25,140.23,169.57,133.57,79.99,7.52,7.52,107.12,130.61,103.2,134.14,224.47,142.47,140.59,50.5,224.47,224.47,224.47,224.47,224.47,224.47,224.47,224.47,224.47,116.09,116.09,80.12,7.52,7.52,18.46,7.52,7.52,7.52,116.09,130.61,140.23,175.06,7.52,7.52,7.52,7.52,143.01,136.31
2022-11-10T23:00+00:00,66001.07,99829.49,114180.86,175.08,50,152.78,170.85,126.38,70.25,0.95,0.95,101.52,139.05,0.95,139.05,211.64,156.52,153.27,7.2,211.64,211.64,211.64,211.64,211.64,211.64,211.64,211.64,211.64,118.84,118.84,27.61,0.95,0.95,4.84,0.95,0.95,0.95,118.84,139.05,152.78,166.26,0.95,0.95,0.95,0.95,157.31,145.38
2022-11-11T00:00+00:00,65311.97,92913.44,111008.37,172.77,20.06,152.07,170.22,126.43,67.97,0.3,0.3,0.29,135.29,0.29,135.29,174,155.1,153.08,0,174,174,174,174,174,174,174,174,174,107.22,107.22,27.91,0.29,0.29,1.61,0.29,0.29,0.29,107.22,135.29,152.07,151.06,0.29,0.29,0.29,0.29,155.21,145.74
2022-11-11T01:00+00:00,65524.28,90024.27,109494.74,170.4,25,136.21,168.05,113.2,67.97,0.08,0.08,0.09,126.06,0,126.06,170.4,140.07,136.37,0,170.4,170.4,170.4,170.4,170.4,170.4,170.4,170.4,170.4,106.4,106.4,22.09,0.08,0.08,0.19,0,0,0.08,106.4,126.06,136.21,135.2,0,0,0,0,141.07,129.19
2022-11-11T02:00+00:00,64954.82,88518.93,108806.13,170.95,67,150.79,166.68,126.2,68.19,0.07,0.07,0.09,109.23,-0.06,109.23,170.95,152.93,152.02,-0.01,170.95,170.95,170.95,170.95,170.95,170.95,170.95,170.95,170.95,106.85,106.85,43.2,0.07,0.07,-0.56,-0.06,-0.06,0.07,106.85,109.23,150.79,132.43,-0.06,-0.06,-0.06,-0.06,152.5,145.16
2022-11-11T03:00+00:00,65101.63,88812.54,110230.96,171.08,22.69,136.23,165.25,116.52,75.77,0.04,0.04,0.09,104,-0.07,104,174,147.31,134.23,-3,174,174,174,174,174,174,174,174,174,98.01,98.01,0.04,0.04,0.04,-2.96,-0.07,-0.07,0.04,98.01,104,136.23,146.72,-0.07,-0.07,-0.07,-0.07,152.98,125.36
2022-11-11T04:00+00:00,65813.24,93419.21,113296.34,188.78,34.05,170.66,173.81,133,81.26,0.1,0.1,96.7,108.74,0.01,108.74,190.4,175.52,170.53,-7,190.4,190.4,190.4,190.4,190.4,190.4,190.4,190.4,190.4,96.7,96.7,11.14,0.09,0.09,0.5,0.01,0.01,0.09,96.7,108.74,170.66,191.41,0.01,0.01,0.01,0.01,177.86,170.08
2022-11-11T05:00+00:00,66065.79,102398.13,122558.03,235.81,108.19,238.34,201.58,190.66,109,0.83,0.83,97.75,117,0.83,117,238.34,234.74,240.97,-1,231.11,231.11,231.11,231.11,231.11,231.11,231.11,231.11,231.11,97.75,97.75,105.04,0.83,0.83,7,0.83,0.83,0.83,97.75,117,238.34,227.4,0.83,0.83,0.83,0.83,231.11,240.97
2022-11-11T06:00+00:00,65843.49,109643.68,133792.62,234.95,134.81,251.93,208.61,201.99,134.81,2.01,2.01,129.96,139.39,2.01,139.39,251.93,245.24,252.13,20,241.87,241.87,241.87,241.87,241.87,241.87,241.87,241.87,241.87,129.96,129.96,134.81,1.93,1.93,10.57,2.01,2.01,1.93,106.05,139.39,251.93,253.4,2.01,2.01,2.01,2.01,241.87,251.22
2022-11-11T07:00+00:00,66118.78,112291.23,143623.84,228.33,149.07,241.61,210.01,210.33,149.07,3.05,3.05,140.09,141.86,3.05,152.99,241.61,241.86,242.25,75,241.61,241.61,241.61,241.61,241.61,241.61,241.61,241.61,241.61,152.94,152.94,150.23,2.96,2.96,10.85,3.05,3.05,2.96,112,141.86,241.61,254.54,3.05,3.05,3.05,3.05,241.61,241.11
2022-11-11T08:00+00:00,65997.89,111189.6,150116.86,219.49,119.39,227.23,206.89,205.9,125.52,3.01,3.01,140.07,127.47,3.01,127.47,227.23,227.23,227.23,80.12,227.23,227.23,227.23,227.23,227.23,227.23,227.23,227.23,227.23,140.07,140.07,125.52,2.92,2.92,10.73,3.01,3.01,2.92,97.81,127.47,227.23,237.24,3.01,3.01,3.01,3.01,227.23,227.23
2022-11-11T09:00+00:00,65923.5,110486.84,161623.51,210,100.7,212.8,202.37,180,111.32,3.03,3.03,140.03,113.3,3.03,113.3,212.8,214.3,214.3,89,212.8,214.3,214.3,214.3,214.3,214.3,214.3,212.8,212.8,140.03,140.03,111.32,2.95,2.95,10.85,3.03,3.03,2.95,96.88,113.3,212.8,217.19,3.03,3.03,3.03,3.03,214.3,210.69
2022-11-11T10:00+00:00,65982.43,109766.44,164899.94,215.67,95.92,212.8,200.43,183.42,109.45,3.02,3.02,115.75,106,3.02,125.56,212.8,215.67,215.67,86.9,212.8,215.67,215.67,215.67,215.67,215.67,215.67,212.8,212.8,115.75,115.75,103.46,2.94,2.94,10.29,3.02,3.02,2.94,97.76,106,212.8,208.72,3.02,3.02,3.02,3.02,215.67,213.31
2022-11-11T11:00+00:00,66173.04,108190.57,162675.71,210,94.9,210,195.98,175.57,104.49,2.5,2.5,128.31,106,2.5,124.93,210,210,210,85.39,210,210,210,210,210,210,210,210,210,128.31,128.31,94.9,2.42,2.42,9.81,2.5,2.5,2.42,97.77,106,210,200.98,2.5,2.5,2.5,2.5,210,208.24
2022-11-11T12:00+00:00,65922.61,108070.55,162039.11,207.37,87.37,214.24,197.9,180,114.22,2.13,2.13,112.09,102.98,2.13,114.22,214.24,214.24,214.24,93.5,212.8,214.24,214.24,214.24,214.24,214.24,214.24,212.8,212.8,112.09,112.09,105.6,2.07,2.07,9.81,2.13,2.13,2.07,112.09,102.98,214.24,209.12,2.13,2.13,2.13,2.13,214.24,214.24
2022-11-11T13:00+00:00,65761.54,111146.85,154013.67,210,115.35,227.03,200.27,184.14,134.74,2.51,2.51,134.04,100,2.6,134.74,227.03,225.64,225.64,94.38,218.5,225.64,225.64,225.64,225.64,225.64,225.64,218.5,218.5,134.04,134.04,132.97,2.43,2.43,11.22,2.51,2.51,2.43,134.04,100,227.03,229.36,2.51,2.51,2.51,2.51,225.64,221.95
2022-11-11T14:00+00:00,65703.57,115631.09,141077.82,231.33,145.94,231.08,209.68,208.79,174.1,2.84,2.84,140.07,100.5,10.21,164.36,231.11,231.33,231.33,108.89,231.11,231.11,231.11,231.11,231.11,231.11,231.11,231.11,231.11,199.5,199.5,177.8,2.76,2.76,12.46,2.84,2.84,2.76,144.64,100.5,231.08,232.52,2.84,2.84,2.84,2.84,231.11,227.26
2022-11-11T15:00+00:00,65926.1,119674.3,133936.51,245.16,105,244.34,208.1,220.62,179.61,5.04,5.04,203.69,110,10.32,151.34,244.34,245.82,245.16,100.11,244.34,244.34,244.34,244.34,244.34,244.34,244.34,244.34,244.34,218.35,218.35,187.88,4.89,4.89,14.55,5.04,5.04,4.89,148.62,110,244.34,275.06,5.04,5.04,5.04,5.04,245.16,238.44
2022-11-11T16:00+00:00,66197.72,124388.32,134611.67,246.9,177.68,242.57,207.04,231.1,208.51,6.35,22.04,140.08,135.29,6.35,197.22,242.57,242.93,243.2,160.2,242.57,242.57,242.57,242.57,242.57,242.57,242.57,242.57,242.57,229.4,229.4,211.88,6.16,6.16,14.56,6.35,6.35,6.16,150.6,135.29,242.57,290.04,6.35,6.35,6.35,6.35,242.57,240.46
2022-11-11T17:00+00:00,66198.82,123990.94,137017.94,231.76,206.79,240,205.19,219.87,206.79,4.71,22.02,140.02,138.39,4.71,208.22,240,239.89,240,255,240,240,240,240,240,240,240,240,240,210.78,210.78,207.37,4.57,4.57,13.72,4.71,4.71,4.57,148.8,138.39,240,270.07,4.71,4.71,4.71,4.71,240,240
2022-11-11T18:00+00:00,66223.54,123541.71,134629.31,222.77,177.37,231.41,205.09,200.73,177.37,2.36,2.55,129.96,142.39,2.36,180.11,231.41,231.5,232.08,235,231.41,231.41,231.41,231.41,231.41,231.41,231.41,231.41,231.41,190.87,190.87,178.12,2.29,2.29,12.28,2.36,2.36,2.29,151.59,142.39,231.41,254.2,2.36,2.36,2.36,2.36,231.41,232.08
2022-11-11T19:00+00:00,66189.97,120350.25,128811.92,219.92,157.23,219.92,204.26,188.34,156.21,1.02,1.02,128.37,145.9,1.02,158.85,219.92,217.35,221.62,206.4,219.92,219.92,219.92,219.92,219.92,219.92,219.92,219.92,219.92,177.54,177.54,157.28,0.99,0.99,10.71,1.02,1.02,0.99,151.4,145.9,219.92,230.18,1.02,1.02,1.02,1.02,215.04,222.37
2022-11-11T20:00+00:00,66065.1,114545.82,122384.19,210,134.26,207.41,198.96,171.48,133.13,0.94,0.94,128.32,136.09,0.91,136.09,213.7,203.29,209.81,179,213.7,213.7,213.7,213.7,213.7,213.7,213.7,213.7,213.7,158.29,158.29,134.34,0.91,0.91,9.81,0.91,0.91,0.91,134.04,136.09,207.41,206.2,0.91,0.91,0.91,0.91,199.66,210.5
2022-11-11T21:00+00:00,65943.79,109358.7,116900.27,188.1,128.89,190.06,183.06,157.79,128.23,0.41,0.41,101.57,124.16,0.38,132.41,204.33,185.64,192.12,149,204.33,204.33,204.33,204.33,204.33,204.33,204.33,204.33,204.33,141.84,141.84,127.45,0.4,0.4,6.96,0.38,0.38,0.4,141.84,124.16,190.06,181.33,0.38,0.38,0.38,0.38,182.52,195.41
2022-11-11T22:00+00:00,65238.19,103258.29,113237.52,160,121.71,161.73,160.04,142.46,121.04,0.29,0.29,0.09,99.33,-0.01,122.79,168.02,158.96,163.37,130,168.02,168.02,168.02,168.02,168.02,168.02,168.02,168.02,168.02,120.91,120.91,121.41,0.28,0.28,5.37,-0.01,-0.01,0.28,120.91,99.33,161.73,148.02,-0.01,-0.01,-0.01,-0.01,156.8,165.78
2022-11-11T23:00+00:00,64603.98,96781.61,108242.1,177.6,138.04,142.89,177.26,142.99,137.41,0.09,0.09,102.34,123.57,-1.04,138.86,177.6,165.2,159.22,135.28,177.6,177.6,177.6,177.6,177.6,177.6,177.6,177.6,177.6,143,143,137.8,0.08,0.08,1.09,-1.04,0.9,0.08,123.68,123.57,142.89,148.5,-1.04,-1.04,-1.04,-1.04,164.81,151.15
2022-11-12T00:00+00:00,64836.7,94264.12,104451.37,134.21,134.21,134.21,162.03,134.21,134.21,0.19,0.19,102.32,97,-1.98,134.21,150,134.21,134.21,118.03,150,150,150,150,150,150,150,150,150,134.21,134.21,134.21,0.18,0.18,1.14,-1.98,0.88,0.18,134.21,97,134.21,141.46,-1.98,-1.98,-1.98,-1.98,134.21,134.21
2022-11-12T01:00+00:00,64666.09,91998.44,101887.61,130.01,130.01,130.01,166.86,130.01,130.01,8.03,8.03,10.24,90.69,-2.05,130.01,130.01,130.01,130.01,121.2,130.01,130.01,130.01,130.01,130.01,130.01,130.01,130.01,130.01,130.01,130.01,130.01,0.22,0.22,1.51,-2.05,0.02,0.22,130.01,90.69,130.01,130.32,-2.05,-2.05,-2.05,-2.05,130.01,130.01
2022-11-12T02:00+00:00,64030.41,90792.58,100137.71,126.8,126.8,126.8,161.82,126.8,126.8,45.47,45.47,9.88,89.98,-2.08,126.8,126.8,126.8,126.8,114.11,126.8,126.8,126.8,126.8,126.8,126.8,126.8,126.8,126.8,126.8,126.8,126.8,0.27,0.27,1.51,-2.08,-0.02,0.27,126.8,89.98,126.8,120.95,-2.08,-2.08,-2.08,-2.08,126.8,126.8
2022-11-12T03:00+00:00,64290.27,90970.74,97779.57,129.44,129.44,129.44,160.95,129.44,129.44,99.52,99.52,102.31,89.98,-2.08,129.44,129.44,129.44,129.44,112,129.44,129.44,129.44,129.44,129.44,129.44,129.44,129.44,129.44,129.44,129.44,129.44,0.33,0.33,1.89,-2.08,-0.07,0.33,129.44,89.98,129.44,118.07,-2.08,-2.08,-2.08,-2.08,129.44,129.44
2022-11-12T04:00+00:00,65154.73,92363.87,96179.34,129.68,129.68,129.68,167.47,129.68,129.68,129.68,129.68,102.37,89,-2.03,129.68,129.68,129.68,129.68,108.99,129.68,129.68,129.68,129.68,129.68,129.68,129.68,129.68,129.68,129.68,129.68,129.68,0.39,0.39,1.99,-2.03,-1.03,0.39,132.43,89,129.68,140.73,-2.03,-2.03,-2.03,-2.03,129.68,129.68
2022-11-12T05:00+00:00,65503.64,95124,94744.38,158,158,158,175.79,158,158,158,158,131.31,89.98,-1.11,158,169.64,158,158,95,169.64,169.64,169.64,169.64,169.64,169.64,169.64,169.64,169.64,158,158,158,0.44,0.44,2.01,-1.11,-1.02,0.44,134.88,89.98,158,166.11,-1.11,-1.11,-1.11,-1.11,158,158
2022-11-12T06:00+00:00,65553.24,99853.29,100090.45,178.05,171.73,179.95,180,175.98,172.29,172.29,172.29,131.31,87.64,-0.38,172.29,182.27,179.95,179.95,110.15,182.27,182.27,182.27,182.27,182.27,182.27,182.27,182.27,182.27,174.81,174.81,172.5,0.65,0.65,2.38,-0.38,-0.38,0.65,148.73,87.64,179.95,183.72,-0.38,-0.38,-0.38,-0.38,179.95,179.34
2022-11-12T07:00+00:00,65517.3,103297.54,105413.99,189.56,153.99,193,185.85,183.75,171.72,171.72,171.72,131.33,89,0,165.05,193,193,193,105,193,193,193,193,193,193,193,193,193,183.35,183.35,174.1,0.4,0.4,2.99,0,0,0.4,156.11,89,193,187.5,0,0,0,0,193,189.66
2022-11-12T08:00+00:00,65478.87,104901.23,117364.54,190.02,161.75,190.02,184.12,181.57,166.93,166.93,166.93,131.32,87.41,0.57,165.94,190.02,190.45,190.45,135,190.02,190.02,190.02,190.02,190.02,190.02,190.02,190.02,190.02,179.81,179.81,166.93,0.79,0.79,3.82,0.57,0.57,0.79,159.94,87.41,190.02,180.94,0.57,0.57,0.57,0.57,190.02,188.09
2022-11-12T09:00+00:00,65541.18,104196.73,126165.32,184.98,130.85,184.77,183.64,169.28,141.85,141.85,141.85,102.39,82.63,0.99,139.26,184.77,185.86,185.53,125,184.77,184.98,184.98,184.98,184.98,184.98,184.98,184.77,184.77,165.91,165.91,141.85,0.99,0.99,4.92,0.99,0.99,0.99,158.57,82.63,184.77,173.46,0.99,0.99,0.99,0.99,184.98,181.33
2022-11-12T10:00+00:00,65383.74,103971.59,126868.92,182.1,124.69,182.38,181.83,163.53,130.89,130.89,130.89,102.34,80.18,1.65,130.89,183.2,183.86,183.2,111.49,183.2,183.2,183.2,183.2,183.2,183.2,183.2,183.2,183.2,159.16,159.16,130.3,1.65,1.65,4.92,1.65,1.65,1.65,159.16,80.18,182.38,167.57,1.65,1.65,1.65,1.65,183.2,178.62
2022-11-12T11:00+00:00,65161.49,104646.78,127757.26,180.03,129.37,180.03,180.48,163.61,134.16,134.16,134.16,102.4,78.32,1.48,134.48,180.03,180.91,180.89,108.71,180.03,180.03,180.03,180.03,180.03,180.03,180.03,180.03,180.03,160.91,160.91,133.78,1.48,1.48,4.45,1.48,1.48,1.48,160.91,78.32,180.03,166.89,1.48,1.48,1.48,1.48,180.03,176.89
2022-11-12T12:00+00:00,64971.65,105027.56,124593.21,179.23,131.59,179.23,178.37,164.34,138.03,138.03,138.03,131.34,78.16,1.71,137.45,179.23,179.92,179.79,113.81,179.23,179.23,179.23,179.23,179.23,179.23,179.23,179.23,179.23,161,161,137.82,1.71,1.71,4.46,1.71,1.71,1.71,161,78.16,179.23,160.06,1.71,1.71,1.71,1.71,179.23,175.62
2022-11-12T13:00+00:00,65257.2,107688.37,120481.86,185.25,135.57,184.21,179.78,172.05,148.94,148.94,148.94,154.59,78.16,1.93,145.28,184.21,184.46,185.07,116.97,183.5,183.5,183.5,183.5,183.5,183.5,183.5,183.5,183.5,169.08,169.08,149.88,1.93,1.93,4.51,1.93,1.93,1.93,169.08,78.16,184.21,175.48,1.93,1.93,1.93,1.93,183.5,181.85
2022-11-12T14:00+00:00,65211.23,111538.96,108228.09,193.89,149.1,199.65,192.77,206.11,206.97,206.97,206.97,207.39,78.32,2.05,108.69,200.91,195.65,200.78,124.98,192.9,192.9,192.9,192.9,192.9,192.9,192.9,192.9,192.9,207.39,207.39,200.01,2.05,2.05,4.69,2.05,2.05,2.05,199.51,78.32,199.65,188.91,2.05,2.05,2.05,2.05,192.9,203.05
2022-11-12T15:00+00:00,65308.69,116309.64,103545.27,239.42,151.88,240.01,210.02,228.17,194.53,194.53,194.53,243.03,82.9,4.48,119.01,240.01,236.59,242.1,112.29,196.49,196.49,196.49,196.49,196.49,196.49,196.49,196.49,196.49,243.03,243.03,189.9,4.48,4.48,5.05,4.48,4.48,4.48,210.04,82.9,240.01,214.52,4.48,4.48,4.48,4.48,233.54,239.58
2022-11-12T16:00+00:00,65356.05,121480.14,106143.86,237.28,217.6,238.58,230.11,240,240.7,240.7,240.7,240.39,116.99,7.49,220,238.58,237.73,238.78,147.47,220,220,220,220,220,220,220,220,220,240.39,240.39,240.7,7.49,7.49,5.94,7.49,7.49,7.49,209.1,116.99,238.58,230.78,7.49,7.49,7.49,7.49,237.18,239.27
2022-11-12T17:00+00:00,65511.99,122310,106341.63,238,238,238,230.91,238,238,238,238,238,146.56,6.07,238,238,238,238,178.98,238,238,238,238,238,238,238,238,238,238,238,238,6.07,6.07,5.67,6.07,6.07,6.07,209.85,146.56,238,234.36,6.07,6.07,6.07,6.07,238,238
2022-11-12T18:00+00:00,65446.69,122927.89,107135.25,220.4,198.3,235.08,219.98,208.91,199.71,199.71,199.71,131.39,161.45,9.5,199.71,235.08,224.23,237.9,145.3,221,221,221,221,221,221,221,221,221,243.01,243.01,199.71,9.5,9.5,5.28,9.5,9.5,9.5,208.21,161.45,235.08,230.13,9.5,9.5,9.5,9.5,219.72,220.95
