Date (UTC),Nuclear,Non-Renewable,Renewable,Day Ahead Auction (AT),Day Ahead Auction (BE),Day Ahead Auction (BG),Day Ahead Auction (CH),Day Ahead Auction (CZ),Day Ahead Auction (DE-LU),Day Ahead Auction (DK1),Day Ahead Auction (DK2),Day Ahead Auction (EE),Day Ahead Auction (ES),Day Ahead Auction (FI),Day Ahead Auction (FR),Day Ahead Auction (GR),Day Ahead Auction (HR),Day Ahead Auction (HU),Day Ahead Auction (IE(SEM)),Day Ahead Auction (IT-Calabria),Day Ahead Auction (IT-Centre-North),Day Ahead Auction (IT-Centre-South),Day Ahead Auction (IT-North),Day Ahead Auction (IT-SACOAC),Day Ahead Auction (IT-SACODC),Day Ahead Auction (IT-Sardinia),Day Ahead Auction (IT-Sicily),Day Ahead Auction (IT-South),Day Ahead Auction (LT),Day Ahead Auction (LV),Day Ahead Auction (ME),Day Ahead Auction (MK),Day Ahead Auction (NL),Day Ahead Auction (NO1),Day Ahead Auction (NO2),Day Ahead Auction (NO2NSL),Day Ahead Auction (NO3),Day Ahead Auction (NO4),Day Ahead Auction (NO5),Day Ahead Auction (PL),Day Ahead Auction (PT),Day Ahead Auction (RO),Day Ahead Auction (RS),Day Ahead Auction (SE1),Day Ahead Auction (SE2),Day Ahead Auction (SE3),Day Ahead Auction (SE4),Day Ahead Auction (SI),Day Ahead Auction (SK)
,Power (MW),Power (MW),Power (MW),"Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)"
2023-04-28T15:00+00:00,66395.08,97279.02,149665.19,99.11,95.22,99.31,112.79,99.93,100.24,100.24,99.17,99.17,91.63,99.17,91.63,129.87,98.95,99.4,110,121.39,121.39,121.39,121.39,121.39,121.39,121.39,121.39,121.39,99.17,99.17,90.63,,99.45,99.17,99.17,98.95,99.17,42.86,99.17,124,91.63,99.31,96.34,99.17,99.17,99.17,99.17,98.72,99.57
2023-04-28T16:00+00:00,66548.82,103439.76,140727.84,115.21,113.53,115.3,119.57,115.57,115.7,115.42,112.93,115.57,112,103.4,112,125.6,115.14,115.34,123.27,125.6,125.6,125.6,125.6,125.6,125.6,125.6,125.6,125.6,115.57,115.57,111.44,,115.42,108.82,108.82,108.53,103.4,43.62,108.82,115.57,112,115.3,111.83,103.4,103.4,108.82,112.93,115.04,115.42
2023-04-28T17:00+00:00,67010.89,107129.38,132734.2,122.9,120.13,125.91,120.64,122.79,120.04,120.04,117.16,132.82,118,98.83,120.34,173.43,124.81,125.93,137,159.99,159.99,159.99,159.99,159.99,159.99,159.99,159.99,159.99,132.82,132.82,127.7,,120.04,116.2,116.2,123.05,98.83,48.01,116.2,132.82,118,125.91,126.29,98.83,98.83,116.2,117.16,124.22,126.9
2023-04-28T18:00+00:00,66748.23,109066.88,127195.99,129.15,125.65,132.92,124.25,128.93,125.4,125.4,122.39,141.6,126,96.83,126,209.08,131.52,132.94,140,175,175,175,175,175,175,175,175,175,141.6,141.6,119.97,,125.43,121.52,121.52,125.31,96.83,48.47,121.52,141.6,126,132.92,136.42,96.83,96.83,121.52,122.39,130.78,134.14
2023-04-28T19:00+00:00,66217.87,107556.04,124318.54,124.34,124.34,124.34,120.24,124.34,124.34,124.34,121.36,124.34,126.93,105.55,124.34,199.08,124.34,124.34,136,160,160,160,160,160,160,160,160,160,124.34,124.34,114.32,,124.34,120.48,120.48,122.38,105.55,48.96,120.48,124.34,126.93,124.34,124.38,105.55,105.55,120.48,121.36,124.34,124.34
2023-04-28T20:00+00:00,66131.24,103886.47,118893.85,116.71,116.71,116.71,116.1,116.71,116.71,116.71,112.88,112.88,120,94.95,116.71,204.08,116.71,116.71,133.07,129.37,129.37,129.37,129.37,129.37,129.37,129.37,129.37,129.37,112.88,112.88,105.47,,116.71,112.88,112.88,115.01,94.95,49.23,112.88,122.81,120,116.71,116.11,94.95,94.95,112.88,112.88,116.71,116.71
2023-04-28T21:00+00:00,66122.65,99091.27,113871.27,105.48,105.48,105.48,114.43,105.48,105.48,105.48,93.18,93.18,116.02,88.29,105.48,134.41,105.48,105.48,113.07,121.61,121.61,121.61,121.61,121.61,121.61,121.61,121.61,121.61,93.18,93.18,100.74,,105.48,102.42,102.42,104.45,88.29,48.9,102.42,119.81,116.02,105.48,100.26,88.29,88.29,93.18,93.18,105.48,105.48
2023-04-28T22:00+00:00,65886.29,91482.09,107006.88,115.59,115.59,115.59,111.33,115.59,115.59,115.59,91.2,91.2,115.59,89.57,115.59,121,115.59,115.59,126.81,121,121,121,121,121,121,121,121,121,91.2,91.2,104.68,,115.59,104.45,104.45,101.41,89.57,62.14,104.45,120.68,115.59,115.59,104.84,89.57,89.57,91.2,91.2,115.59,115.59
2023-04-28T23:00+00:00,65654.45,83165.17,103320.83,108.56,108.56,108.56,102.83,108.56,108.56,108.56,91.19,91.19,110.25,88.39,108.56,118.03,108.56,108.56,112,118.03,118.03,118.03,118.03,118.03,118.03,118.03,118.03,118.03,91.19,91.19,99.44,,108.56,105.2,105.2,99.65,88.39,59.22,105.2,118.47,110.25,108.56,101.2,88.39,88.39,91.19,91.19,108.56,108.56
2023-04-29T00:00+00:00,65775.74,78589.49,98695.85,106.1,106.1,106.1,102.39,106.1,106.1,106.1,86.57,86.57,106.1,86.57,106.1,117.04,106.1,106.1,109.39,117.04,117.04,117.04,117.04,117.04,117.04,117.04,117.04,117.04,86.57,86.57,97.31,,106.1,102.81,102.81,97.8,86.57,56.16,102.81,118.77,106.1,106.1,98.24,86.57,86.57,86.57,86.57,106.1,106.1
2023-04-29T01:00+00:00,65768.1,76814.7,95708.72,105,105,105,100.39,105,105,105,86.39,86.39,105,86.39,105,115.1,105,105,107,115.1,115.1,115.1,115.1,115.1,115.1,115.1,115.1,115.1,86.39,86.39,95.7,,105,101.75,101.75,95.77,86.39,55.08,101.75,120.41,105,105,95.06,86.39,86.39,86.39,86.39,105,105
2023-04-29T02:00+00:00,66061.54,75571.94,94476.21,101.24,101.24,101.24,100.06,101.24,101.24,101.24,88.16,88.16,101.24,85.61,101.24,112.41,101.24,101.24,105.31,112.41,112.41,112.41,112.41,112.41,112.41,112.41,112.41,112.41,88.16,88.16,93.75,,101.24,98.1,98.1,95.47,85.61,55,98.1,119.85,101.24,101.24,95.08,85.61,85.61,85.61,88.16,101.24,101.24
2023-04-29T03:00+00:00,65983.7,75397.35,96125.99,102.75,102.75,102.75,100.83,102.75,102.75,102.75,100.29,100.29,102.75,84.5,102.75,115.85,102.75,102.75,105.24,115.85,115.85,115.85,115.85,115.85,115.85,115.85,115.85,115.85,100.29,100.29,93.49,,102.75,99.57,99.57,96.83,84.5,56.99,99.57,120.05,102.75,102.75,96.96,84.5,84.5,84.5,100.29,102.75,102.75
2023-04-29T04:00+00:00,66061.07,75776.85,101050.96,103.24,103.24,103.24,102.69,103.24,103.24,103.24,100.76,100.76,103.24,85.19,103.24,118.51,103.24,103.24,107.67,118.51,118.51,118.51,118.51,118.51,118.51,118.51,118.51,118.51,100.76,100.76,104.45,,103.24,100.04,100.04,101.08,85.19,61.16,100.04,124.22,103.24,103.24,106.13,85.19,85.19,85.19,100.76,103.24,103.24
2023-04-29T05:00+00:00,66192.69,78714.58,110902.69,109.4,109.4,109.4,106.47,109.4,109.4,109.4,109.4,106.77,109.4,88.24,109.4,122.24,109.4,109.4,116,122.24,122.24,122.24,122.24,122.24,122.24,122.24,122.24,122.24,106.77,106.77,117.12,,109.4,106.01,106.01,109.91,88.24,62.07,106.01,120.51,109.4,109.4,114.99,88.24,88.24,88.24,106.77,109.4,109.4
2023-04-29T06:00+00:00,66297.95,79549.07,122465.92,115.64,115.64,115.64,112.35,115.64,115.64,115.64,115.64,112.87,115.64,89.28,115.64,122.39,115.64,115.64,127,122.39,122.39,122.39,122.39,122.39,122.39,122.39,122.39,122.39,112.87,112.87,117.18,,115.64,109.62,109.62,107.81,89.28,62.04,109.62,120.25,115.64,115.64,115.81,89.28,89.28,89.28,112.87,115.64,115.64
2023-04-29T07:00+00:00,66528.02,80176.05,135928.28,106.61,106.61,106.61,103.91,106.61,106.61,106.61,89.69,89.69,106.61,89.69,106.61,123.42,106.61,106.61,131.53,123.42,123.42,123.42,123.42,123.42,123.42,123.42,123.42,123.42,89.69,89.69,109.15,,106.61,103.69,103.69,102.22,89.69,63.51,103.69,124.32,106.61,106.61,109.59,89.69,89.69,89.69,89.69,106.61,106.61
2023-04-29T08:00+00:00,66621.24,76801.36,146022.06,103.59,103.59,100.42,98.21,103.59,103.59,103.59,85.37,85.37,103.58,85.37,103.58,100.42,103.51,103.63,137.75,122.24,122.24,122.24,122.24,122.24,122.24,122.24,122.24,122.24,85.37,85.37,97.69,,103.59,100.27,100.27,94.01,85.37,71.07,100.27,124.56,103.58,100.42,98.54,85.37,85.37,85.37,85.37,103.57,103.59
2023-04-29T09:00+00:00,66468.65,72493.82,155067.46,92.88,92.87,89.16,91.03,92.88,92.87,92.87,76.51,76.51,92.87,76.51,92.87,89.16,92.77,92.93,134.41,115.1,115.1,115.1,115.1,115.1,115.1,115.1,115.1,115.1,76.51,76.51,97.16,,92.87,92.8,92.8,89.4,76.51,62.76,92.8,126.78,92.87,89.16,93.1,76.51,76.51,76.51,76.51,92.85,92.88
2023-04-29T10:00+00:00,65959.15,69222.75,159996.77,82.23,82.23,82.23,81.78,82.23,82.23,82.23,64.37,64.37,75.41,64.37,82.23,82.23,82.23,82.23,117.63,97.63,97.63,97.63,97.63,97.63,97.63,97.63,97.63,97.63,64.37,64.37,88.46,,82.23,84.63,84.63,83.49,64.37,61.44,87.36,125.96,75.41,82.23,89.15,64.37,64.37,64.37,64.37,82.23,82.23
2023-04-29T11:00+00:00,65849.7,66550.67,163140.73,79.65,84.55,79.56,70.42,79.35,78.96,75.29,47.76,47.76,69.01,47.76,82.17,79.56,79.7,79.53,110,82.61,82.61,82.61,82.61,82.61,82.61,82.61,82.61,82.61,47.76,47.76,77.96,,75.29,77.78,77.78,73.04,47.76,47.76,87.36,126.44,69.01,79.56,76.08,47.76,47.76,47.76,47.76,79.78,79.47
2023-04-29T12:00+00:00,65994.32,65960.35,163638.05,66.2,66.2,66.2,64.26,66.2,66.2,66.2,42.43,42.43,43.21,42.43,66.2,66.2,66.2,66.2,103.22,83,83,83,83,83,83,83,83,83,42.43,42.43,76.62,,66.2,68.31,68.31,66.47,42.43,42.43,87.36,126.38,43.21,66.2,70.49,42.43,42.43,42.43,42.43,66.2,66.2
2023-04-29T13:00+00:00,66161.29,66916.72,160343.99,69.05,69.05,69.05,73.27,69.05,69.05,69.05,40.53,40.53,6,40.53,69.05,80,69.05,69.05,100.69,80,80,80,80,80,80,80,80,80,40.53,40.53,76.83,,69.05,71.26,71.26,68.05,40.53,40.53,87.36,124.32,37.65,69.05,75.01,40.53,40.53,40.53,40.53,69.05,69.05
2023-04-29T14:00+00:00,66117.47,68002.96,155533.85,80,80,80,91.94,80,80,76,42.47,42.47,4.16,42.47,80,101.6,80,80,102.16,101.6,101.6,101.6,101.6,101.6,101.6,101.6,101.6,101.6,42.47,42.47,83.31,,80,78.13,78.13,71.72,42.47,42.47,87.36,124.29,30,80,83.82,42.47,42.47,42.47,42.47,80,80
2023-04-29T15:00+00:00,66564.13,71096.31,147419.92,85,85,85,99.74,85,85,85,42.76,42.76,4.16,42.76,85,115.1,85,85,107.17,115.1,115.1,115.1,115.1,115.1,115.1,115.1,115.1,115.1,42.76,42.76,97.88,,85,87.54,87.54,84.21,42.76,42.76,87.54,124.7,30,85,97.9,42.76,42.76,42.76,42.76,85,85
2023-04-29T16:00+00:00,66623.22,77928.79,139365.13,100.1,100.1,100.1,102.88,100.1,100.1,88.98,47.48,47.48,10,47.48,100.1,123.99,100.1,100.1,125.18,123.99,123.99,123.99,123.99,123.99,123.99,123.99,123.99,123.99,47.48,47.48,115.34,,100.1,91.64,91.64,95.14,47.48,47.48,91.64,109.15,32.6,100.1,115.75,47.48,47.48,47.48,47.48,100.1,100.1
2023-04-29T17:00+00:00,66838.14,81553.21,132696.78,117.94,116.57,118.06,119.35,118.27,118.36,99.78,45.34,91.19,58.09,45.34,115.32,174.5,117.94,118.09,138.55,174.5,174.5,174.5,147.63,174.5,174.5,174.5,174.5,174.5,91.19,91.19,127.85,,118.18,99.78,99.78,99,45.34,45.34,99.78,118.29,58.09,118.06,127.73,45.34,45.34,45.34,45.34,117.86,118.15
2023-04-29T18:00+00:00,67033.19,82614.73,125826.99,118.02,116.45,119.39,119.62,119.36,119.45,105.04,43.93,91.19,114.34,43.93,114.34,197,119.56,119.31,136.26,197,197,197,150,197,197,197,197,197,91.19,91.19,139.52,,119.12,102,102,101.29,43.93,43.93,102,135.04,114.34,119.39,136.44,43.93,43.93,43.93,43.93,119.69,119.32
2023-04-29T19:00+00:00,67084.2,82797.98,121832.96,120,120,120,121.06,120,120,108.21,41.36,41.36,120,41.36,120,175,120,120,131.62,175,175,175,123.78,175,175,175,175,175,41.36,41.36,123.66,,120,105.08,105.08,103.03,41.36,41.36,105.08,126.37,120,120,126.89,41.36,41.36,41.36,41.36,120,120
2023-04-29T20:00+00:00,66886.36,80771.39,118789.81,115.57,115.57,115.57,115.89,115.57,115.57,108.13,28.84,28.84,115.57,28.84,115.57,140.83,115.57,115.57,120.55,140.83,140.83,140.83,121.68,140.83,140.83,140.83,140.83,140.83,28.84,28.84,118.91,,115.57,105,105,102.01,29.95,28.84,105,115.57,115.57,115.57,120.88,28.84,28.84,28.84,28.84,115.57,115.57
2023-04-29T21:00+00:00,66502.84,77890.66,115490.67,110,110,110,102.64,110,110,106.7,25.48,25.48,110,25.48,110,131.31,110,110,109.47,119.89,119.89,119.89,119.8,119.89,119.89,119.89,119.89,119.89,25.48,25.48,107.71,,110,103.6,103.6,99.82,25.48,25.48,103.6,121.71,110,110,109,25.48,25.48,25.48,25.48,110,110
2023-04-29T22:00+00:00,66479.03,71147.76,112352.29,99.28,99.28,99.28,106.24,99.28,99.28,99.28,28.25,45.02,99.28,28.25,99.28,115,99.28,99.28,117,115,115,115,115,115,115,115,115,115,45.02,45.02,111.5,,99.28,99.28,99.28,101.17,28.25,28.25,99.28,99.28,99.28,99.28,109.78,28.25,28.25,28.25,28.25,99.28,99.28
2023-04-29T23:00+00:00,65992.21,65634.3,108481.36,91.09,91.09,91.09,99.47,91.09,91.09,91.09,27.88,45,91.09,27.88,91.09,112.11,91.09,91.09,108,112.11,112.11,112.11,112.11,112.11,112.11,112.11,112.11,112.11,45,45,94.68,,91.09,88.45,88.45,99.36,27.88,27.88,88.45,91.09,91.09,91.09,99.62,27.88,27.88,27.88,27.88,91.09,91.09
2023-04-30T00:00+00:00,65994.37,63527.66,104575.08,88.38,88.38,88.38,97.78,88.38,88.38,88.38,26.7,29.64,88.38,26.7,88.38,110,88.38,88.38,106.2,110,110,110,110,110,110,110,110,110,29.64,29.64,92.28,,88.38,87.25,87.25,97.09,26.7,26.7,87.25,88.38,88.38,88.38,95.05,26.7,26.7,26.7,26.7,88.38,88.38
2023-04-30T01:00+00:00,65810.77,79226.42,102412.44,85.56,85.43,85.58,94.96,85.58,85.61,85.61,26.35,26.35,85.49,26.35,85.49,110.06,85.57,85.58,103.83,110.06,110.06,110.06,110.06,110.06,110.06,110.06,110.06,110.06,26.35,26.35,90.45,,86.8,85.61,85.61,95.53,26.35,26.35,85.61,85.59,85.49,85.58,95.01,26.35,26.35,26.35,26.35,85.56,85.58
2023-04-30T02:00+00:00,66176.36,61238.84,100408.21,84.09,78.9,84.57,94.4,85.15,85.52,85.52,26.51,45,74.93,26.51,74.93,110.06,84.14,84.66,100,110.06,110.06,110.06,110.06,110.06,110.06,110.06,110.06,110.06,45,45,90.1,,86.45,84.56,84.56,91.93,26.51,26.51,84.56,85.33,74.93,84.57,90.08,26.51,26.51,26.51,26.51,83.88,84.85
2023-04-30T03:00+00:00,66079.16,61250.41,100015.83,86.52,80.17,87.12,95.46,87.84,88.27,88.27,26.09,45,75.07,26.09,75.07,129.7,86.58,87.23,100,110.06,110.06,110.06,110.06,110.06,110.06,110.06,110.06,110.06,45,45,86.29,,88.27,85.71,85.71,92.04,26.09,26.09,85.71,88,75.07,87.12,90.35,26.09,26.09,26.09,26.09,86.25,87.46
2023-04-30T04:00+00:00,65920.92,61106.39,101492.41,85.67,85.2,85.73,95.28,85.8,85.84,85.84,26.85,26.85,84.62,26.85,84.62,129.33,85.68,85.74,100,110.06,110.06,110.06,110.06,110.06,110.06,110.06,110.06,110.06,26.85,26.85,89.28,,85.84,85.84,85.84,95.48,26.85,26.85,85.84,86.28,84.62,85.73,94.01,26.85,26.85,26.85,26.85,85.65,85.76
2023-04-30T05:00+00:00,65956.75,61284.25,108520.48,82,82,82,94.14,82,82,82,27.98,27.98,82,27.98,82,110.06,82,82,98.78,110.06,110.06,110.06,110.06,110.06,110.06,110.06,110.06,110.06,27.98,27.98,90.9,,82,82,82,92.72,27.98,27.98,82,82,82,82,90.34,27.98,27.98,27.98,27.98,82,82
2023-04-30T06:00+00:00,65957.19,59338.83,121287.51,75,75,75,90.53,75,75,75,31.27,31.27,75,31.27,75,108,75,75,102.75,108,108,108,108,108,108,108,108,108,31.27,31.27,90.15,,75,77.48,77.48,89.66,31.27,31.27,77.48,75,75,75,84.62,31.27,31.27,31.27,31.27,75,75
2023-04-30T07:00+00:00,65707.33,58929.19,140138.44,50.03,50,41.35,85.35,50.03,50,50,30.31,30.31,50,30.31,50,110.24,49.84,50.18,109.29,110.24,110.24,110.24,110.24,110.24,110.24,110.24,110.24,110.24,30.31,30.31,76.97,,50,51.65,51.65,84.73,30.31,30.31,85.79,49.93,50,41.35,77.61,30.31,30.31,30.31,30.31,49.98,50.04
2023-04-30T08:00+00:00,63165.71,60079.77,156748.9,27.7,27.7,27.7,64.23,27.7,27.7,27.7,26.8,26.8,27.7,26.8,27.7,110.23,27.7,27.7,115,110.23,110.23,110.23,110.23,110.23,110.23,110.23,110.23,110.23,26.8,26.8,68.25,,27.7,28.62,28.62,71.54,26.8,26.8,87.36,27.7,27.7,27.7,62.83,26.8,26.8,26.8,26.8,27.7,27.7
2023-04-30T09:00+00:00,60234.79,61076.13,163086.41,10.44,48.01,9.81,47.11,8.76,5.64,5.64,6.02,6.02,30.96,6.02,30.96,110,10.81,9.61,136.2,110,110,110,110,110,110,110,110,110,6.02,6.02,72.06,,-41.11,72.21,72.21,64.89,18.73,18.73,87.36,13.49,40,9.81,50.75,6.02,6.02,6.02,6.02,11.42,9.19
2023-04-30T10:00+00:00,60391.93,61865.91,167362.18,8.86,85,8.99,26.64,4.75,-2.55,-2.55,0.93,0.96,45.07,0.96,48.39,113.48,9.14,6.69,125,113.48,113.48,113.48,113.48,113.48,113.48,113.48,113.48,113.48,0.96,0.96,62.87,,-99.6,75.35,75.35,67.66,18.92,18.92,87.35,8.98,45.07,7.07,39.17,0.96,0.96,0.96,0.96,10.35,5.78
2023-04-30T11:00+00:00,59840.97,62229.65,166195.5,1.13,43.33,7.66,7.1,-1.35,-5.33,-5.33,-0.08,-0.08,23.67,-0.08,23.67,81.69,1.18,-0.19,132.41,109.39,109.39,109.39,109.39,109.39,109.39,109.39,109.39,109.39,-0.08,-0.08,59.13,,-59,75.08,75.08,66.34,17.78,17.78,87.35,9.95,37.65,0.02,30.04,-0.08,-0.08,-0.08,-0.08,1.86,-0.72
2023-04-30T12:00+00:00,58207.58,61199.72,161720.7,0.88,26.78,8.99,0.12,-0.64,-3.08,-3.08,-0.92,-0.92,14.66,-0.92,14.66,84,0.91,0.08,111.35,110.26,110.26,110.26,110.26,110.26,110.26,110.26,110.26,110.26,-0.92,-0.92,59.43,,-34.9,75,75,65.82,17.75,17.75,87.35,7.99,30,0.2,26.6,-0.92,-0.92,-0.92,-0.92,1.33,-0.25
2023-04-30T13:00+00:00,58240.71,60227.8,156769.22,1.26,1.71,7.65,9.53,1.23,1.19,1.19,1.22,1.22,1.5,1.22,1.5,104.9,1.26,1.24,106.26,104.9,104.9,104.9,104.9,104.9,104.9,104.9,104.9,104.9,1.22,1.22,62.05,,0.64,74.95,74.95,66.3,17.75,17.75,87.35,12.65,40,1.24,30.77,1.22,1.22,1.22,1.22,1.26,1.24
2023-04-30T14:00+00:00,59192.52,59532.49,148041.08,14,14,14,55.66,14,14,14,14,14,14,14,14,109.1,14,14,99,109.1,109.1,109.1,109.1,109.1,109.1,109.1,109.1,109.1,14,14,62.74,,14,74.17,74.17,71.5,17.63,17.63,86.7,25.1,37.65,14,66.65,14,14,14,14,14,14
2023-04-30T15:00+00:00,62484.55,61450.3,141862.36,70.57,70.57,70.57,89.22,70.57,70.57,70.57,70.57,32.09,20,32.09,70.57,129.2,70.57,70.57,103.99,110.06,110.06,110.06,110.06,110.06,110.06,110.06,110.06,110.06,32.09,32.09,90.77,,70.57,79.68,79.68,92.35,32.09,32.09,79.68,91.24,37.65,70.57,84.75,32.09,32.09,32.09,32.09,70.57,70.57
2023-04-30T16:00+00:00,64351.41,69324.83,130814.8,104.67,96.66,105.38,110.91,106.34,106.96,106.96,106.96,57.54,43.37,38.9,90.15,113.4,104.7,105.52,121.91,113.4,113.4,113.4,113.4,113.4,113.4,113.4,113.4,113.4,57.54,57.54,111.95,,105.96,91.49,91.49,107.98,38.9,38.9,91.49,122.16,43.37,105.38,107.51,38.9,38.9,38.9,57.54,104.23,105.81
2023-04-30T17:00+00:00,65364.9,74088.35,120387.7,118,106.89,118.95,119.15,120.28,121.16,121.16,121.16,118.25,74.67,40.29,98.02,120,118.05,119.16,126.18,120,120,120,120,120,120,120,120,120,118.25,118.25,125.5,,119.75,101.99,101.99,113.91,40.29,40.29,101.99,120.53,74.67,118.95,120.63,40.29,40.29,40.29,118.25,117.4,119.57
2023-04-30T18:00+00:00,65675.81,76412.83,114964.5,121.04,121.1,124.04,122.17,123.28,123.6,123.6,123.6,120.63,111.44,38.65,118.85,192.72,125.09,123.62,127.12,142.54,142.54,142.54,129.19,142.54,142.54,142.54,142.54,142.54,120.63,120.63,129.95,,125.01,110.92,110.92,118.29,38.65,38.65,110.92,123.61,111.44,124.04,125.77,38.65,38.65,38.65,120.63,126.46,123.5
2023-04-30T19:00+00:00,65651.92,77059.08,111069.47,122.2,122.2,122.2,121,122.2,122.2,122.2,122.2,119.26,122.2,38.63,122.2,187.72,122.2,122.2,131.48,127.76,122.2,127.76,122.2,127.76,127.76,127.76,127.76,127.76,119.26,119.26,121.35,,122.2,118.41,118.41,116.95,38.63,38.63,118.41,122.2,122.2,122.2,120.02,38.63,38.63,38.63,119.26,122.2,122.2
2023-04-30T20:00+00:00,66057.14,76050.22,108581.39,117.12,117.12,117.12,114.84,117.12,117.12,117.12,117.12,92,117.12,34.05,117.12,139.93,117.12,117.12,129.6,118.49,118.49,118.49,118.49,118.49,118.49,118.49,118.49,118.49,92,92,122.33,,117.12,113.49,113.49,114.41,34.05,34.05,113.49,117.12,117.12,117.12,115.09,34.05,34.05,34.05,92,117.12,117.12
2023-04-30T21:00+00:00,66196.7,73323.72,104210.05,108.71,108.71,126.47,108.46,108.71,108.71,108.71,108.71,91.99,108.71,31.51,108.71,130.76,108.71,108.71,113.58,110.06,110.06,110.06,110.06,110.06,110.06,110.06,110.06,110.06,91.99,91.99,111.42,,108.71,105.34,105.34,104.89,31.51,31.51,105.34,108.71,108.71,108.71,106.46,31.51,31.51,31.51,91.99,108.71,108.71
2023-04-30T22:00+00:00,65939.46,70848.74,99795.93,109.9,109.9,109.9,97.08,109.9,109.9,109.9,109.9,31.49,109.9,31.49,109.9,129.26,109.9,109.9,106.63,114.35,114.35,114.35,114.35,114.35,114.35,114.35,114.35,114.35,31.49,31.49,90.84,,109.9,106.24,106.24,93.04,31.49,31.49,106.24,109.9,109.9,109.9,84.58,31.49,31.49,31.49,31.49,109.9,109.9
2023-04-30T23:00+00:00,65237.03,65454.03,96900.72,99.9,99.9,99.9,95.74,99.9,99.9,99.9,79.09,34.02,99.9,34.02,99.9,129.08,99.9,99.9,101.52,112,112,112,112,112,112,112,112,112,34.02,34.02,90.4,,99.9,97.47,97.47,89.01,34.02,34.02,97.47,99.9,99.9,99.9,83.55,34.02,34.02,34.02,34.02,99.9,99.9
2023-05-01T00:00+00:00,65265.58,62875.34,96371.93,95.49,95.49,95.49,95.34,95.49,95.49,95.49,77.94,36.69,95.49,36.69,95.49,128.82,95.49,95.49,96.76,110,110,110,110,110,110,110,110,110,36.69,36.69,79.15,,95.49,92.72,92.72,88.02,36.69,36.69,92.72,95.49,95.49,95.49,80.08,36.69,36.69,36.69,36.69,95.49,95.49
2023-05-01T01:00+00:00,65009.35,61361.56,95693.12,89.98,90.88,90.05,95.01,90.03,89.98,89.98,75.11,39.89,90.59,39.89,90.59,129.8,90.08,90.04,93.38,106.75,106.75,106.75,106.75,106.75,106.75,106.75,106.75,106.75,39.89,39.89,76.48,,92.5,89.54,89.54,87.19,39.89,39.89,89.54,89.97,90.59,90.05,79.25,39.89,39.89,39.89,39.89,90.1,90.02
2023-05-01T02:00+00:00,65085.37,60549.61,95811.67,87.38,87.61,87.34,93.86,87.34,87.29,87.29,75.03,42.55,87.4,42.55,87.4,129.89,87.35,87.34,91.3,108.98,108.98,108.98,108.98,108.98,108.98,108.98,108.98,108.98,42.55,42.55,76.93,,88.5,85.67,85.67,85.22,42.55,42.55,85.67,87.3,87.4,87.34,75.82,42.55,42.55,42.55,42.55,87.36,87.33
2023-05-01T03:00+00:00,65011.03,60224.99,98415.91,88,88,88,95.65,88,88,88,79.02,44.83,88,44.83,88,129.19,88,88,91.71,109.5,109.5,109.5,109.5,109.5,109.5,109.5,109.5,109.5,44.83,44.83,80.72,,88,85.45,85.45,85.56,44.83,44.83,85.45,88,88,88,76.53,44.83,44.83,44.83,44.83,88,88
